,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
17,17,0.0,0.6954,"city, year, closure, go, day, last, close, time, full, back","['sequelae', 'closure', 'epidemic', 'know', 'clothe', 'wear', 'other', 'go']"
18,18,0.0,0.4453,"city, year, closure, go, day, last, close, time, full, back","['break', 'leg', 'city', 'close', 'family', 'drink', 'party', 'too', 'loud', 'year', 'tell', 'people', 'know', 'day', 'one']"
19,19,0.0,0.9324,"city, year, closure, go, day, last, close, time, full, back","['buy', 'tulip', 'winter', 'previous', 'year', 'office', 'closure', 'city', 'last', 'year', 'water', 'take', 'care', 'think', 'first', 'year', 'bloom', 'again', 'year', 'flower', 'pond', 'expect', 'bloom', 'again']"
20,20,0.0,0.6851,"city, year, closure, go, day, last, close, time, full, back","['short', 'note', 'drink', 'tea', 'today', 'chaos', 'go', 'friend', 'tea', 'room', 'drink', 'tea', 'afternoon', 'way', 'bring', 'camera', 'take', 'meet', 'closure', 'city', 'epidemic', 'last', 'year', 'very', 'anxious', 'very', 'painful', 'long', 'time', 'see', 'now', 're', 'learn', 'reinvent', 'relieve', 'become', 'more', 'relaxed', 'people', 'always', 'work', 'hard', 'good', 'job', 'also', 'need', 'take', 'care', 'heart', 'time', 'feel', 'full', 'story']"
21,21,0.0,0.7189,"city, year, closure, go, day, last, close, time, full, back","['buy', 'boredom', 'closure', 'pandemic']"
22,22,0.0,0.8985,"city, year, closure, go, day, last, close, time, full, back","['last', 'year', 'close', 'today', 'cold', 'winter', 'finally', 'experience', 'subway', 'wear', 'mask', 'day']"
23,23,0.0,0.8387,"city, year, closure, go, day, last, close, time, full, back","['time', 'half', 'year', 'closure', 'city', 'last', 'year']"
24,24,0.0,0.8399,"city, year, closure, go, day, last, close, time, full, back","['today', 'last', 'year', 'beginning', 'closure', 'city', 'half', 'always', 'lament', 'time', 'so', 'fast', 'nostalgia', 'past', 'explain']"
25,25,0.0,0.8757,"city, year, closure, go, day, last, close, time, full, back","['today', 'travel', 'commemorate', 'closure', 'city', 'last', 'year', 'today', 'in', 'again']"
26,26,0.0,0.6834,"city, year, closure, go, day, last, close, time, full, back","['day', 'last', 'year', 'closure', 'city', 'day', 'sit', 'wait', 'run', 'food', 'drink', 'cup', 'milk', 'tea', 'take', 'look', 'around']"
27,27,0.0,0.544,"city, year, closure, go, day, last, close, time, full, back","['je', 'temple', 'time', 'year', 'ago', 'eve', 'closure', 'few', 'street']"
28,28,0.0,0.5041,"city, year, closure, go, day, last, close, time, full, back","['everyday', 'fantasy', 'rich', 'baby', 'live', 'big', 'open', 'field', 'inner', 'ring', 'wife', 'bring', 'son', 'old', 'man', 'mother', 'mother', 'responsible', 'live', 'mission', 'sleep', 'wake', 'naturally', 'day', 'eat', 'small', 'prepare', 'wife', 'enjoy', 'neighborhood', 'past', 'luxurious', 'double', 'balcony', 'occasionally', 'long', 'pant', 'closure', 'effect', 'family', 'daily', 'powder', 'absorption', 'full', 'text']"
29,29,0.0,0.5649,"city, year, closure, go, day, last, close, time, full, back","['first_anniversary', 'closure', 'city', 'finally', 'stop', 'missing', 'spring', 'year', 'garden']"
30,30,0.0,0.8179,"city, year, closure, go, day, last, close, time, full, back","['city', 'close', 'today', 'last', 'year']"
31,31,0.0,0.9555,"city, year, closure, go, day, last, close, time, full, back","['last', 'year', 'closure', 'city', 'originally', 'send', 'business', 'trip', 'closure', 'city', 'happen', 'also', 'know', 'plane', 'crash', 'small', 'town', 'close', 'over', 'let', 'go', 'day', 'buy', 'pair', 'mall', 'day', 'come', 'here', 'pick', 'pull', 'take', 'back', 'day', 'meet', 'city', 'close', 'blockade', 'day', 'full', 'story']"
32,32,0.0,0.5743,"city, year, closure, go, day, last, close, time, full, back","['turn', 'closure', 'already', 'year']"
33,33,0.0,0.5703,"city, year, closure, go, day, last, close, time, full, back","['first_anniversary', 'closure', 'city']"
34,34,0.0,0.8179,"city, year, closure, go, day, last, close, time, full, back","['last', 'year', 'today', 'city', 'close']"
35,35,0.0,0.8843,"city, year, closure, go, day, last, close, time, full, back","['closure', 'clearing', 'city', 'ago', 'force', 'abandon', 'clean', 'policy', 'last', 'year']"
36,36,3.0,0.568,"people, text, full, country, prevention, most, many, epidemic, say, virus","['family', 'structure', 'similar', 'attitude', 'completely', 'different', 'people', 'family', 'close', 'city', 'pandemic', 'even', 'say', 'word', 'greeting']"
37,37,0.0,0.7715,"city, year, closure, go, day, last, close, time, full, back","['ago', 'today', 'favorite', 'singer', 'leave', 'today', 'last', 'year', 'terrible', 'day', 'year', 'really', 'least', 'favorite', 'day']"
38,38,1.0,0.6381,"full, text, eat, say, take, first, very, closure, people, see","['see', 'old', 'book', 'commemorate', 'experience', 'perception', 'write', 'book', 'time', 'think', 'never', 'go', 'kind', 'process', 'again', 'day', 'covid', 'outbreak', 'closure', 'post', 'commemorative', 'text', 'never', 'lose', 'never', 'forget', 'then', 'full', 'text']"
39,39,2.0,0.7314,"people, say, medicine, epidemic, asymptomatic, pain, bad, sell, datum, text","['let', 'just', 'say', 'here', 'again', 'haven', 'see', 'credit', 'covid', 'apart', 'dare', 'say', 'spread', 'person', 'person', 'cause', 'panic', 'more_than', 'people', 'run', 'closure', 'city', 'lead', 'spread', 'epidemic', 'treatment', 'involve', 'covid', 'western', 'medicine', 'western', 'medicine', 'specific', 'medicine', 'just', 'fool', 'public', 'actually', 'work', 'treatment', 'harmful', 'academician', 'late', 'speech', 'medicine', 'seminar', 'link', 'web']"
40,40,0.0,0.5423,"city, year, closure, go, day, last, close, time, full, back","['first_anniversary', 'closure', 'city', 'escape', 'here']"
41,41,0.0,0.7938,"city, year, closure, go, day, last, close, time, full, back","['year', 'ago', 'today', 'close']"
42,42,0.0,0.5703,"city, year, closure, go, day, last, close, time, full, back","['first_anniversary', 'closure', 'city']"
43,43,0.0,0.611,"city, year, closure, go, day, last, close, time, full, back","['first_anniversary', 'closure', 'city', 'family']"
44,44,0.0,0.5426,"city, year, closure, go, day, last, close, time, full, back",[]
45,45,0.0,0.6033,"city, year, closure, go, day, last, close, time, full, back","['new', 'beginning', 'remember', 'last', 'close', 'long', 'time', 'large_scale', 'city', 'all', 'country', 'community', 'doctor', 'keep', 'alcohol', 'freeze', 'stuck', 'home', 'spring', 'year', 'weather', 'much', 'warm', 'last', 'year', 'full', 'bloom', 'spring', 'watch', 'grass', 'green', 'go', 'green', 'outing', 'people', 'also', 'seem', 'get', 'well', 'day', 'day', 'star', 'full', 'text']"
46,46,0.0,0.6663,"city, year, closure, go, day, last, close, time, full, back","['there', 'just', 'sentence', 'possible', 'knock', 'enter', 'city', 'outside', 'go', 'back', 'together', 'state', 'closure', 'city']"
47,47,0.0,0.8863,"city, year, closure, go, day, last, close, time, full, back","['closure', 'city', 'last', 'year', 'bloom', 'season', 'really', 'want', 'enjoy', 'year']"
48,48,0.0,0.7937,"city, year, closure, go, day, last, close, time, full, back","['last', 'year', 'today', 'close']"
49,49,0.0,0.5703,"city, year, closure, go, day, last, close, time, full, back","['first_anniversary', 'closure', 'city']"
50,50,1.0,0.5068,"full, text, eat, say, take, first, very, closure, people, see","['closure', 'city', 'bit', 'sense', 'humour']"
51,51,0.0,0.6796,"city, year, closure, go, day, last, close, time, full, back","['very', 'happy', 'time', 'go', 'work', 'motorcycle', 'weekend', 'feel', 'road', 'smooth', 'then', 'suddenly', 'remember', 'other', 'people', 'don', 'go', 'work', 'weekend', 'suddenly', 'unhappy', 'most', 'enjoyable', 'time', 'ride', 'motorcycle', 'city', 'close', 'pandemic', 'only', 'go', 'work']"
52,52,0.0,0.5703,"city, year, closure, go, day, last, close, time, full, back","['first_anniversary', 'closure', 'city']"
53,53,0.0,0.6343,"city, year, closure, go, day, last, close, time, full, back","['cherry', 'bloom', 'month', 'eve', 'closure', 'city', 'month', 'last', 'year', 'also', 'go', 'see', 'cherry', 'light', 'colleague', 'alumnus', 'bring', 'in', 'then', 'leader', 'ice', 'cream', 'see', 'sleep', 'cat', 'early', 'morning', 'also', 'bit', 'nervous', 'understand', 'really', 'first', 'time', 'go', 'eat', 'hot', 'pot', 'lunch', 'break', 'slowly', 'learn', 'get', 'full', 'story']"
54,54,0.0,0.5491,"city, year, closure, go, day, last, close, time, full, back","['good', 'time', 'practice', 'probably', 'last', 'year', 'twice', 'day', 'once', 'morning', 'once', 'evening', 'commute', 'work', 'evening', 'train', 'strength', 'hour', 'really', 'time', 'go', 'run', 'morning', 'also', 'nervous', 'high', 'body', 'unhealthy', 'state', 'catch', 'severe', 'cold', 'once', 'in', 'pandemic', 'close', 'city', 'frequency', 'fitness', 'that', 'high', 'thinking', 'want', 'low', 'body', 'fat', 'healthy', 'body', 'full', 'story']"
55,55,0.0,0.5803,"city, year, closure, go, day, last, close, time, full, back","['stay', 'late', 'history', 'today', 'chirp', 'suddenly', 'today', 'first_anniversary', 'beginning', 'closure', 'city']"
56,56,1.0,0.4929,"full, text, eat, say, take, first, very, closure, people, see","['first_anniversary', 'closure', 'castle']"
57,57,3.0,0.6375,"people, text, full, country, prevention, most, many, epidemic, say, virus","['no', 'matter', 'loud', 'sound', 'new', 'year', 'message', 'still', 'pale', 'weak', 'voice', 'people', 'cheeky', 'shameless', 'sea', 'suddenly', 'disgust', 'place', 'bear', 'motherland', 'mother', 'life', 'forget', 'rest', 'life', 'flesh', 'blood', 'feel', 'heart', 'affection', 'free', 'life', 'no', 'high', 'iron', 'closure', 'city', 'citizen', 'subject', 'public', 'servant', 'master', 'political', 'truth', 'life', 'full', 'text']"
58,58,0.0,0.7106,"city, year, closure, go, day, last, close, time, full, back","['city', 'close']"
59,59,0.0,0.5523,"city, year, closure, go, day, last, close, time, full, back","['last', 'year', 'end', 'year', 'whole', 'person', 'experience', 'state', 'sad', 'closure', 'city', 'make', 'even', 'hard', 'hurt', 'most', 'boring', 'new', 'year', 'eve', 'history', 'year', 'go', 'so', 'fast', 'feel', 'life', 'fly', 'by', 'blink', 'eye', 'leave', 'feel', 'since', 'hurry', 'still', 'haven', 'blood', 'true', 'energy', 'seriously', 'hurt']"
60,60,1.0,0.6529,"full, text, eat, say, take, first, very, closure, people, see","['feeling', 'closure', 'city', 'bring', 'essentially', 'fault', 'life', 'life', 'fall', 'directly', 'big', 'world', 'strip', 'landslide', 'fantasy']"
61,61,1.0,0.5203,"full, text, eat, say, take, first, very, closure, people, see","['many', 'leave', 'example', 'stop', 'see', 'grandmother', 'grandmother', 'remember', 'last', 'time', 'see', 'pick', 'city', 'close', 'still', 'dad', 'find', 'cancer', 'time', 'regret', 'ming', 'festival', 'miss', 'again']"
62,62,0.0,0.758,"city, year, closure, go, day, last, close, time, full, back","['last', 'year', 'close', 'today', 'fool', 'day', 'joke']"
63,63,0.0,0.5302,"city, year, closure, go, day, last, close, time, full, back","['like', 'about', 'time', 'last', 'year', 'still', 'middle', 'bedroom', 'world', 'war', 'confusion', 'work', 'few', 'deep', 'move', 'graduation', 'trip', 'wake', 'all', 'place', 'cry', 'silently', 'high_speed', 'rail', 'sneak', 'make', 'noise', 'high_speed', 'rail', 'fear', 'closure', 'city', 'fear', 'closure', 'city', 'fear', 'closure', 'city', 'fear', 'closure', 'city', 'know', 'young', 'sister', 'house', 'next', 'door', 'together', 'day', 'food', 'aunt', 'opposite', 'side', 'exam', 'full', 'text']"
64,64,0.0,0.5795,"city, year, closure, go, day, last, close, time, full, back","['actually', 'year', 'closure', 'also', 'lee', 'year', 'old', 'true', 'sense', 'word']"
65,65,0.0,0.7446,"city, year, closure, go, day, last, close, time, full, back","['special', 'day', 'worth', 'post', 'commemorate', 'first_anniversary', 'closure', 'city']"
66,66,0.0,0.4895,"city, year, closure, go, day, last, close, time, full, back","['first_anniversary', 'closure']"
67,67,0.0,0.9219,"city, year, closure, go, day, last, close, time, full, back","['year', 'today', 'really', 'just', 'over', 'over', 'again', 'last', 'year', 'today', 'blame', 'people', 'there', 'mandarin', 'pot', 'style', 'closure', 'curse']"
68,68,0.0,0.8368,"city, year, closure, go, day, last, close, time, full, back","['closure', 'day', 'last', 'year', 'be', 'year']"
69,69,1.0,0.7444,"full, text, eat, say, take, first, very, closure, people, see","['last', 'time', 'street', 'city', 'close', 'down', 'there', 'single', 'car', 'pedestrian', 'road', 'close', 'dim', 'dad', 'drive', 'airport', 'early', 'morning', 'smoking', 'now', 'crowd', 'bustle', 'again', 'even', 'half', 'people', 'wear', 'world', 'true', 'era', 'however', 'state', 'mind', 'block', 'suppress', 'time', 'still', 'reflection', 'condition', 'walk', 'old', 'place', 'here', 'again', 'full', 'text']"
70,70,0.0,0.6139,"city, year, closure, go, day, last, close, time, full, back","['last', 'day', 'closure', 'day', 'last', 'year', 'month', 'really', 'rough', 'difficult', 'enrich', 'harvest', 'still', 'quite', 'bit', 'cheer']"
71,71,0.0,0.5821,"city, year, closure, go, day, last, close, time, full, back","['overtime', 'work', 'dental', 'swimming', 'hope', 'first', 'go', 'as', 'smoothly', 'time', 'last', 'year', 'city', 'ready', 'closure', 'still', 'miss', 'day', 'work', 'get', 'so', 'cool', 'able', 'hungry', 'thin', 'totally', 'unacceptable', 'able', 'go']"
72,72,0.0,0.95,"city, year, closure, go, day, last, close, time, full, back","['today', 'still', 'lament', 'good', 'nervous', 'acid', 'time', 'last', 'year', 'idea', 'tomorrow', 'close', 'city', 'silently', 'even', 'stay', 'seal', 'long', 'last', 'year', 'experience', 'blink', 'eye', 'year', 'epidemic', 'history', 'thing', 'past']"
73,73,0.0,0.81,"city, year, closure, go, day, last, close, time, full, back","['closure', 'city', 'epidemic', 'take', 'break', 'day', 'day', 'day', 'new', 'year', 'finally', 'get', 'back', 'work', 'hope', 'sleep', 'clock', 'tomorrow', 'wake', 'naturally', 'let', 'wake', 'biological', 'clock']"
74,74,0.0,0.8721,"city, year, closure, go, day, last, close, time, full, back","['game', 'yesterday', 'once', 'week', 'closure', 'city', 'last', 'year', 'half', 'year', 'body', 'fat', 'then', 'interrupt', 'again', 'epidemic', 'haven', 'again', 'almost', 'year', 'last', 'once', 'again', 'experience', 'joy', 'run', 'wave', 'long', 'absence', 'hope', 'once', 'week']"
75,75,0.0,0.901,"city, year, closure, go, day, last, close, time, full, back","['march', 'closure', 'mandarin', 'pot', 'time', 'last', 'year', 'retaliatory', 'march', 'year', 'continue', 'happy']"
76,76,0.0,0.892,"city, year, closure, go, day, last, close, time, full, back","['closure', 'city', 'today', 'last', 'year', 'long', 'time', 'almost', 'forget', 'time', 'year']"
77,77,1.0,0.7019,"full, text, eat, say, take, first, very, closure, people, see","['moment', 'last', 'year', 'look', 'forward', 'smooth', 'day', 'closure', 'city', 'anticipation', 'however', 'nightmarish', 'journey', 'continue', 'full', 'stick', 'home', 'unable', 'get', 'accurate', 'real', 'information', 'heart', 'full', 'fear', 'unease', 'day', 'long', 'almost', 'feel', 'end', 'world', 'come', 'life', 'death', 'uncertain', 'way', 'forward', 'bleak', 'heart', 'full', 'unbearable', 'hopelessness', 'see', 'road', 'full', 'closely', 'people', 'turn', 'full', 'text']"
78,78,0.0,0.5803,"city, year, closure, go, day, last, close, time, full, back","['march', 'last', 'year', 'quite', 'happy', 'city', 'close', 'pandemic', 'mood', 'quite', 'few', 'day', 'work', 'home', 'able', 'eat', 'time', 'day', 'work', 'overtime', 'finish', 'exercise', 'start', 'chase', 'rest', 'life', 'evening', 'teach', 'more', 'spend', 'day', 'march', 'year', 'mental', 'work']"
79,79,0.0,0.8458,"city, year, closure, go, day, last, close, time, full, back","['look', 'back', 'closure', 'city', 'now', 'state', 'disrepair']"
80,80,0.0,0.8091,"city, year, closure, go, day, last, close, time, full, back","['last', 'year', 'today', 'lie', 'quietly', 'wait', 'closure', 'city', 'food', 'refrigerator', 'thinking', 'spend', 'week', 'now', 'many', 'become', 'inhumane']"
81,81,0.0,0.8364,"city, year, closure, go, day, last, close, time, full, back","['last', 'year', 'closure', 'city', 'today', 'unforgettable']"
82,82,0.0,0.8219,"city, year, closure, go, day, last, close, time, full, back","['able', 'get', 'last', 'year', 'month', 'closure', 'city', 'shame', 'get']"
83,83,0.0,0.5089,"city, year, closure, go, day, last, close, time, full, back","['last', 'year', 'today', 'closure', 'city', 'about', 'begin', 'day', 'food', 'handle', 'number', 'day', 'officially', 'remember', 'go', 'buy', 'meat', 'afternoon', 'see', 'relevant', 'person', 'uniform', 'come', 'verbally', 'inform', 'food', 'street', 'spot', 'close', 'before', 'puzzle', 'start', 'block', 'day', 'tomorrow', 'time', 'world']"
84,84,1.0,0.6215,"full, text, eat, say, take, first, very, closure, people, see","['write', 'lot', 'messy', 'stuff', 'month', 'epidemic', 'close']"
85,85,2.0,0.4029,"people, say, medicine, epidemic, asymptomatic, pain, bad, sell, datum, text","['start', 'end', 'after', 'epidemic', 'close', 'city', 'weather', 'too', 'hot', 'start', 'school', 'close', 'epidemic', 'early', 'epidemic', 'finally', 'get', 'application', 'already', 'wait', 'branch', 'review', 'application', 'committee', 'discuss', 'report', 'organization', 'department', 'committee', 'approval', 'before', 'receive', 'volunteer', 'letter', 'anyway', 'bother', 'large', 'number', 'people', 'heart', 'few']"
86,86,0.0,0.7014,"city, year, closure, go, day, last, close, time, full, back","['pressure', 'closure', 'city', 'last', 'year', 'fast', 'year', 'even', 'bad', 'get', 'fat', 'start', 'encourage', 'each_oth', 'let', 'go', 'body', 'anxiety', 'let', 'go', 'eat', 'forget', 'want', 'break', 'world']"
87,87,0.0,0.8971,"city, year, closure, go, day, last, close, time, full, back","['go', 'sneak', 'around', 'afternoon', 'see', 'small', 'pond', 'neighborhood', 'just', 'remember', 'many', 'fish', 'city', 'close', 'last', 'year', 'at', 'remember', 'push', 'stroller', 'carry', 'net', 'carrying', 'bucket', 'then', 'get', 'courier', 'go', 'home', 'courier', 'hate', 'most', 'kindergarten', 'body', 'temperature', 'before', 'fill', 'look', 'teacher', 'good', 'night', 'sleep']"
88,88,2.0,0.4041,"people, say, medicine, epidemic, asymptomatic, pain, bad, sell, datum, text","['roommate', 'get', 'marry', 'make', 'become', 'bridesmaid', 'break', 'leg', 'become', 'leader', 'son', 'get', 'marry', 'get', 'marry', 'good', 'friend', 'next', 'day', 'epidemic', 'close', 'get', 'marry', 'good', 'friend', 'make', 'go', 'wedding', 'throw', 'diarrhea', 'just', 'up', 'hang', 'water', 'feel', 'else', 'happiness', 'spot']"
89,89,0.0,0.5426,"city, year, closure, go, day, last, close, time, full, back",[]
90,90,0.0,0.5242,"city, year, closure, go, day, last, close, time, full, back","['really', 'don', 'at', 'all', 'buy', 'sticker', 'last', 'time', 'buy', 'sticker', 'city', 'close', 'week', 'middle', 'receive', 'think', 'week', 'later', 'so', 'drunk', 'die', 'fairy', 'so', 'hot', 'warm', 'strangely', 'confused', 'pinch', 'sticker', 'hand', 'now', 'sell', 'day', 'even', 'know', 'go', 'happen', 'day', 'now']"
91,91,0.0,0.8344,"city, year, closure, go, day, last, close, time, full, back","['job', 'search', 'go', 'very', 'smoothly', 'difficult', 'go', 'anywhere', 'interview', 'few', 'day', 'tossing', 'turn', 'find', 'place', 'settle', 'suddenly', 'time', 'closure', 'city', 'pandemic', 'thank', 'place', 'settle', 'then']"
92,92,0.0,0.9101,"city, year, closure, go, day, last, close, time, full, back","['cook', 'own', 'food', 'really', 'reflection', 'state', 'mind', 'want', 'cook', 'ravioli', 'so', 'casually', 'tutorial', 'ravioli', 'tell', 'fry', 'always', 'like', 'work', 'bottom', 'end', 'dark', 'there', 'way', 'just', 'add', 'water', 'cook', 'oil', 'pan', 'year', 'ago', 'today', 'really', 'want', 'close', 'city', 'still', 'cut', 'find', 'forget', 'put', 'away', 'full', 'story']"
93,93,0.0,0.8646,"city, year, closure, go, day, last, close, time, full, back","['city', 'about', 'close', 'last', 'year', 'now', 'fast', 'year']"
94,94,1.0,0.7105,"full, text, eat, say, take, first, very, closure, people, see","['military', 'epidemic', 'closure', 'city', 'affect', 'much', 'bitterness', 'simple', 'sheet', 'paper', 'contain']"
95,95,0.0,0.9052,"city, year, closure, go, day, last, close, time, full, back","['cloudy', 'cherry_blossom', 'season', 'year', 'think', 'shocking', 'pink', 'white', 'cherry_blossom', 'home', 'close', 'covid', 'last', 'year']"
96,96,1.0,0.5118,"full, text, eat, say, take, first, very, closure, people, see","['fix', 'recent', 'migraine', 'just', 'pill', 'only', 'start', 'slowly', 'medicine', 'doctor', 'want', 'throw', 'actually', 'only', 'throw', 'once', 'now', 'home', 'closure', 'time', 'last', 'year', 'headache', 'attack', 'day', 'finish', 'take', 'medicine', 'even', 'pharmacy', 'neighborhood', 'buy', 'go', 'pharmacy', 'go', 'public', 'security', 'registration', 'take', 'long', 'time', 'sit', 'floor', 'throw', 'slow', 'year', 'never', 'forget']"
97,97,1.0,0.5508,"full, text, eat, say, take, first, very, closure, people, see","['many', 'beautiful', 'life', 'seem', 'unexpectedly', 'such', 'city', 'first', 'night', 'plane', 'iceland', 'flower', 'shop', 'meet', 'corner', 'street', 'walk', 'closure', 'never', 'such', 'healing', 'emotion', 'bring', 'nature', 'sky', 'sunset', 'day', 'different', 'also', 'many', 'beautiful', 'middle', 'school', 'such', 'watch', 'full', 'story']"
98,98,1.0,0.6958,"full, text, eat, say, take, first, very, closure, people, see","['epidemic', 'torture', 'today', 'first', 'time', 'closure', 'see', 'family', 'moment', 'very', 'negative', 'go', 'process', 'anticipation', 'second', 'half', 'fall', 'time', 'time', 'again', 'elastic', 'band', 'finally', 'completely', 'lose', 'elasticity', 'always', 'use', 'least', 'hopeless', 'attitude', 'reduce', 'damage', 'even', 'point', 'still', 'real', 'sense', 'confidence', 'watch', 'tonight', 'full', 'story']"
99,99,1.0,0.6958,"full, text, eat, say, take, first, very, closure, people, see","['epidemic', 'torture', 'today', 'first', 'time', 'closure', 'see', 'family', 'moment', 'very', 'negative', 'go', 'process', 'anticipation', 'second', 'half', 'fall', 'time', 'time', 'again', 'elastic', 'band', 'finally', 'completely', 'lose', 'elasticity', 'always', 'use', 'least', 'hopeless', 'attitude', 'reduce', 'damage', 'even', 'point', 'still', 'real', 'sense', 'confidence', 'watch', 'tonight', 'full', 'story']"
100,100,0.0,0.7429,"city, year, closure, go, day, last, close, time, full, back","['come', 'company', 'able', 'rent', 'house', 'smoothly', 'settle', 'unscrupulous', 'landlord', 'raise', 'rent', 'over', 'over', 'again', 'city', 'close', 'last', 'year', 'send', 'rabbit', 'hungry', 'lose', 'today', 'winter', 'bear', 'say', 'unscrupulous', 'landlord', 'very', 'clean', 'successfully', 'get', 'deposit', 'back', 'celebrate', 'little', 'curious', 'full', 'story']"
