,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
10,10,0.0,0.3738,"people, city, close, many, country, money, know, go, live, food","['spend', 'dollar', 'restaurant', 'say', 'patriotic']"
11,11,0.0,0.4111,"people, city, close, many, country, money, know, go, live, food","['resident', 'thank', 'dade', 'various', 'way', 'celebrate', 'lift', 'blockade', 'strict', 'prevention', 'control', 'cancel', 'sample', 'popular', 'clear', 'health', 'code', 'enter', 'public', 'restroom', 'fail', 'clear', 'unblock', 'sure', 'happen', 'update', 'outbreak', 'catastrophe', 'outbreak']"
12,12,1.0,0.4883,"closure, city, control, due, time, day, year, lot, outbreak, next","['close', 'policy', 'change', 'mainland', 'city', 'lot', 'pressure', 'probably', 'know', 'yet']"
13,13,0.0,0.5399,"people, city, close, many, country, money, know, go, live, food","['look', 'many', 'diagnosis', 'people', 'come', 'soon', 'return', 'wave', 'spill', 'continue', 'close', 'city', 'evidence', 'post']"
14,14,0.0,0.4307,"people, city, close, many, country, money, know, go, live, food","['begin', 'global', 'early', 'coastal', 'city', 'anonymous', 'filmmaker', 'call', 'garden', 'forever']"
15,15,1.0,0.3291,"closure, city, control, due, time, day, year, lot, outbreak, next","['end', 'municipal', 'government', 'state', 'closure', 'city', 'voluntary', 'act', 'people', 'lead', 'neighborhood', 'committee', 'autonomous', 'agency', 'government', 'never', 'lock', 'thing', 'unlock', 'begin', 'chaotic', 'process', 'sad', 'end', 'beautiful', 'comedic', 'love', 'style', 'paint', 'dragon', 'dianqe', 'politic', 'make', 'people', 'lose', 'temper', 'even', 'die']"
16,16,1.0,0.5853,"closure, city, control, due, time, day, year, lot, outbreak, next","['closure', 'electric', 'car', 'stock', 'say', 'measure', 'take', 'response', 'deal', 'heavy', 'electric', 'car', 'manufacturer', 'ready', 'rebound', 'expect', 'rebound', 'next', 'day', 'soon', 'possible']"
17,17,1.0,0.6324,"closure, city, control, due, time, day, year, lot, outbreak, next","['last', 'closure', 'basically', 'lift', 'difficult', 'return', 'normal', 'life', 'two_month', 'social', 'economic', 'cost', 'lift', 'leave', 'suffering', 'citizen', 'looking_forward', 'relief', 'close', 'two_month', 'zone', 'blockade', 'however', 'far', 'return', 'normal', 'life']"
18,18,0.0,0.4334,"people, city, close, many, country, money, know, go, live, food","['full', 'energy', 'keeping', 'distance', 'pangu', 'close']"
19,19,1.0,0.429,"closure, city, control, due, time, day, year, lot, outbreak, next","['begin', 'closure', 'city', 'claim', 'state', 'never', 'announce', 'blockade', 'unblocking', 'term', 'unblock', 'use']"
20,20,1.0,0.3464,"closure, city, control, due, time, day, year, lot, outbreak, next","['give', 'comprehensive', 'review', 'victory', 'never', 'close', 'lift']"
21,21,1.0,0.4606,"closure, city, control, due, time, day, year, lot, outbreak, next","['end', 'basically', 'lift', 'make', 'difficult', 'return', 'normal', 'life']"
22,22,3.0,0.5808,"death, people, die, number, cause, disaster, use, economy, starve, official","['calculation', 'definitely', 'correct', 'city', 'close', 'do', 'surgery', 'large', 'number', 'patient', 'pour', 'hospital', 'cause', 'medical', 'shortage', 'cause', 'delay', 'patient', 'truth', 'peak', 'cause', 'large', 'number', 'death', 'total', 'number', 'death', 'last_year', 'death', 'month']"
23,23,1.0,0.6848,"closure, city, control, due, time, day, year, lot, outbreak, next","['closure', 'finally', 'lift', 'difficult', 'return', 'normal', 'life', 'last', 'two_month', 'huge', 'social', 'economic', 'cost', 'lift', 'leave', 'suffering', 'citizen', 'looking_forward', 'relief', 'close', 'two_month', 'zone', 'blockade']"
24,24,1.0,0.3447,"closure, city, control, due, time, day, year, lot, outbreak, next","['bunch', 'idiot', 'never', 'understand', 'closure', 'city', 'ccp', 'close', 'city', 'right', 'away', 'necessary', 'course', 'name', 'pretty', 'chive', 'continue']"
25,25,1.0,0.4538,"closure, city, control, due, time, day, year, lot, outbreak, next","['closure', 'finally', 'lift', 'difficult', 'return', 'normal', 'life']"
26,26,1.0,0.5783,"closure, city, control, due, time, day, year, lot, outbreak, next","['resident', 'voluntarily', 'quarantine', 'home', 'neighborhood_committee', 'organize', 'self', 'government', 'resident', 'action', 'government']"
27,27,1.0,0.4538,"closure, city, control, due, time, day, year, lot, outbreak, next","['closure', 'finally', 'lift', 'difficult', 'return', 'normal', 'life']"
28,28,1.0,0.5792,"closure, city, control, due, time, day, year, lot, outbreak, next","['announce', 'complete', 'closure', 'city', 'citizen', 'mixed', 'feeling']"
29,29,2.0,0.4359,"prevention, party, say, situation, current, policy, talk, closure, government, bad","['conference', 'prevention', 'control', 'relevant_leader', 'closure', 'city', 'claim', 'say', 'never', 'announce', 'blockade', 'unblocking', 'term', 'unblock', 'use', 'entire', 'area', 'press', 'pause_button', 'core', 'function', 'city', 'remain', 'operation', 'period', 'come', 'write', 'skill', 'government', 'aggressive']"
30,30,2.0,0.4384,"prevention, party, say, situation, current, policy, talk, closure, government, bad","['conference', 'prevention', 'control', 'relevant_leader', 'closure', 'city', 'claim', 'say', 'never', 'announce', 'blockade', 'unblocking', 'term', 'unblock', 'use', 'entire', 'area', 'press', 'pause_button', 'core', 'function', 'city', 'remain', 'operation', 'period', 'correct', 'collective', 'memory']"
31,31,0.0,0.3344,"people, city, close, many, country, money, know, go, live, food","['incidentally', 'coexist', 'abroad', 'friend', 'often', 'tell', 'dangerous', 'abroad', 'many', 'confirmed_case', 'ask', 'come', 'back', 'say', 'dangerous', 'country', 'say', 'number', 'confirmed_case', 'high', 'life', 'quite', 'normal', 'know', 'heal', 'normally', 'close']"
32,32,1.0,0.4377,"closure, city, control, due, time, day, year, lot, outbreak, next","['tomorrow', 'blockade', 'officially', 'lift', 'people', 'able', 'freely', 'enter', 'leave', 'community', 'transportation', 'commercial', 'production', 'resume', 'city', 'close', 'vitality', 'seriously', 'damage', 'road', 'recovery', 'long', 'however', 'pressure', 'dynamic', 'elimination', 'suddenly', 'recur', 'rebound', 'city', 'close', 'far', 'actual', 'situation', 'concern', 'really', 'bother', 'however', 'barbarism', 'ignorance', 'tyranny', 'people', 'entirely', 'possible']"
33,33,1.0,0.6848,"closure, city, control, due, time, day, year, lot, outbreak, next","['lift', 'blockade', 'resident', 'confess', 'day', 'arrive', 'restaurant', 'revenue', 'bitter', 'blockade', 'novel', 'appledailytw']"
34,34,2.0,0.4081,"prevention, party, say, situation, current, policy, talk, closure, government, bad","['conference', 'prevention', 'control', 'relevant_leader', 'closure', 'city', 'claim', 'say', 'never', 'announce', 'unblock', 'whole', 'press', 'pause_button', 'thing', 'really', 'need', 'question', 'otherwise', 'low', 'moral', 'standard', 'look', 'back', 'step', 'process', 'answer']"
35,35,0.0,0.5152,"people, city, close, many, country, money, know, go, live, food","['resident', 'freak', 'money', 'month', 'blockade', 'people', 'dandong', 'unable', 'wait', 'blockade', 'lift', 'round', 'addition', 'situation', 'close', 'north_korea', 'even', 'severe', 'north_korea', 'limited', 'purchase', 'good', 'go', 'back', 'last', 'century', 'expensive', 'food', 'source', 'suffer', 'dandong', 'outbreak', 'dandong', 'outbreak', 'outbreak']"
36,36,0.0,0.4455,"people, city, close, many, country, money, know, go, live, food","['flee', 'hit', 'headline', 'year', 'go', 'block', 'lock', 'sprain', 'foot', 'go', 'downstairs', 'know', 'many', 'day', 'sleep', 'hospital', 'chair', 'easy', 'young', 'people', 'many', 'people', 'lose', 'way', 'life', 'closure', 'city', 'due', 'even', 'difficult', 'people', 'live']"
37,37,1.0,0.4485,"closure, city, control, due, time, day, year, lot, outbreak, next","['never', 'announce', 'closure', 'city', 'lifting', 'blockade', 'say', 'relevant_leader', 'press_conference']"
38,38,1.0,0.3981,"closure, city, control, due, time, day, year, lot, outbreak, next","['impatience', 'normal', 'state', 'affair', 'street', 'unseal', 'flat', 'restaurant', 'close', 'rely', 'shopping_mall', 'business', 'empty', 'lifting', 'blockade', 'suddenly', 'announce', 'yesterday', 'believe', 'city', 'continue', 'close', 'time', 'delta']"
39,39,0.0,0.4673,"people, city, close, many, country, money, know, go, live, food","['lead', 'major', 'country', 'build', 'semiconductor', 'point', 'term', 'balance', 'supply', 'demand', 'semiconductor', 'industry', 'production', 'capacity', 'manufacture', 'supply_chain', 'expand', 'severe', 'mature', 'process', 'production', 'capacity', 'bottleneck']"
40,40,1.0,0.3093,"closure, city, control, due, time, day, year, lot, outbreak, next","['fall', 'back', 'unblocked', 'stock_market', 'return', 'power', 'blockade', 'weak', 'confidence', 'credit', 'lender', 'difficult', 'revive']"
41,41,2.0,0.4615,"prevention, party, say, situation, current, policy, talk, closure, government, bad","['sure', 'break', 'rule', 'say', 'stick', 'closure', 'city', 'stupid', 'think', 'stupid', 'keep', 'watch', 'excellency', 'performance']"
42,42,1.0,0.4104,"closure, city, control, due, time, day, year, lot, outbreak, next","['retweet', 'expectation', 'unblock', 'go', 'viral', 'time', 'quietly', 'avoid', 'phrase', 'restoration', 'free', 'entry', 'exit', 'orderly_manner', 'seem', 'close', 'talk', 'unblock', 'always', 'focus', 'word', 'game', 'management', 'mess', 'constant', 'sleazy', 'game', 'article', 'need', 'do', 'well', 'title', 'party', 'good', 'face']"
43,43,2.0,0.4331,"prevention, party, say, situation, current, policy, talk, closure, government, bad","['conference', 'prevention', 'control', 'relevant_leader', 'closure', 'city', 'claim', 'say', 'never', 'announce', 'unblocking', 'term', 'unblock', 'use', 'entire', 'area', 'press', 'pause_button', 'core', 'function', 'city', 'remain', 'operation', 'period']"
44,44,2.0,0.4196,"prevention, party, say, situation, current, policy, talk, closure, government, bad","['conference', 'prevention', 'control', 'relevant_leader', 'closure', 'city', 'claim', 'say', 'never', 'announce', 'blockade', 'unblocking', 'term', 'unblock', 'use', 'entire', 'area', 'press', 'pause_button', 'core', 'function', 'city', 'remain', 'operation', 'period']"
45,45,0.0,0.4534,"people, city, close, many, country, money, know, go, live, food","['keep', 'distance', 'series', 'keep', 'distance', 'pangu', 'close']"
46,46,3.0,0.3831,"death, people, die, number, cause, disaster, use, economy, starve, official","['xi_jinpe', 'nowhere', 'real', 'purpose', 'close', 'city', 'community', 'pretext', 'prevent', 'fighting', 'common', 'people', 'indoctrinate', 'idea', 'slavery', 'implement', 'high', 'pressure', 'rule', 'foolish', 'people', 'closure', 'city', 'neighborhoods_cause', 'serious', 'secondary_disaster', 'dumbfound', 'support', 'start', 'war', 'stand', 'wrong', 'side', 'seriously', 'misjudge', 'situation', 'reappearance', 'qin_ii', 'xi_jinpe', 'root_cause', 'suffer', 'chinese', 'people', 'call', 'step', 'apologize', 'crime']"
47,47,3.0,0.3774,"death, people, die, number, cause, disaster, use, economy, starve, official","['xi_jinpe', 'fool', 'time', 'real', 'purpose', 'close', 'city', 'community', 'pretext', 'prevent', 'fighting', 'common', 'people', 'indoctrinate', 'idea', 'slavery', 'implement', 'high', 'pressure', 'rule', 'foolish', 'people', 'closure', 'city', 'neighborhoods_cause', 'serious', 'secondary_disaster', 'dumbfound', 'support', 'start', 'war', 'stand', 'wrong', 'side', 'seriously', 'misjudge', 'situation', 'reappearance', 'qin_ii', 'xi_jinpe', 'root_cause', 'suffer', 'chinese', 'people', 'call', 'step', 'apologize', 'crime']"
48,48,0.0,0.4997,"people, city, close, many, country, money, know, go, live, food","['good', 'logic', 'fight', 'people', 'live', 'normal', 'life', 'city', 'close', 'turn', 'die']"
49,49,1.0,0.4681,"closure, city, control, due, time, day, year, lot, outbreak, next","['say', 'closure', 'city', 'relate', 'blockade', 'make', 'people', 'realize', 'harmful', 'closure', 'city', 'however', 'positive', 'test', 'always', 'reactive', 'many', 'self', 'test', 'antigen', 'blessing', 'sensitivity', 'high', 'accuracy', 'test', 'positive', 'time', 'many', 'people', 'choose', 'report', 'rather', 'conceal', 'definitely', 'detect']"
50,50,0.0,0.3503,"people, city, close, many, country, money, know, go, live, food","['discuss', 'seem', 'clear', 'entire', 'go', 'see', 'meeting', 'hold', 'second', 'half', 'year', 'therefore', 'people', 'want', 'learn', 'people', 'ask', 'question', 'key', 'place', 'want', 'tell', 'good', 'vaccine', 'believe', 'whole', 'sway', 'virus', 'people', 'count', 'money', 'die', 'follow', 'learn', 'truth', 'closure', 'city']"
51,51,0.0,0.4608,"people, city, close, many, country, money, know, go, live, food","['series', 'full', 'support', 'keep', 'distance', 'close']"
52,52,1.0,0.4348,"closure, city, control, due, time, day, year, lot, outbreak, next","['yet', 'suffer', 'heavy', 'loss', 'wise', 'decision', 'dance', 'take', 'responsibility', 'closure', 'city', 'personally', 'exterminate', 'face', 'anywhere']"
53,53,1.0,0.7039,"closure, city, control, due, time, day, year, lot, outbreak, next","['outbreak', 'unblocked', 'day', 'korean', 'medium', 'surprise', 'reveal', 'inside_story', 'household', 'hungry', 'drowsy', 'north_korea', 'quickly', 'announce', 'lift', 'blockade', 'leave', 'people', 'unsure', 'korean', 'medium', 'recently', 'reveal', 'closure', 'city', 'patient', 'unable', 'buy', 'medicine', 'many', 'family', 'cut', 'food', 'lead', 'situation', 'household', 'hungry', 'result', 'choice', 'quickly', 'announce', 'lift', 'blockade']"
54,54,1.0,0.3802,"closure, city, control, due, time, day, year, lot, outbreak, next","['begin', 'today', 'press_conference', 'emphasize', 'never', 'announce', 'closure', 'city', 'last', 'night', 'interim', 'notice', 'require', 'stick', 'statement', 'static', 'global', 'management', 'begin', 'people', 'country', 'crack', 'shanghainese', 'people', 'sophisticate', 'egoist', 'know', 'number', 'people', 'send', 'desire', 'take', 'seat', 'drop', 'seem', 'people', 'head', 'come', 'back', 'top', 'really', 'good', 'thing']"
55,55,1.0,0.577,"closure, city, control, due, time, day, year, lot, outbreak, next","['year', 'prevention', 'stage', 'people', 'simple', 'crude', 'closure', 'neighborhood', 'ever', 'think', 'vaccine', 'dose', 'vain', 'many', 'trillion_dollar', 'health', 'insurance', 'fund', 'go', 'reason', 'nation', 'continue', 'suffer', 'disaster', 'reason']"
56,56,1.0,0.5116,"closure, city, control, due, time, day, year, lot, outbreak, next","['good', 'render', 'cover', 'datum', 'show', 'serious', 'necessary', 'find', 'basis', 'communist_party', 'closure', 'city', 'death', 'datum', 'hold', 'account', 'report', 'time', 'death', 'next', 'help', 'trace', 'origin', 'virus', 'provide', 'medical', 'supply', 'motivation']"
57,57,1.0,0.7501,"closure, city, control, due, time, day, year, lot, outbreak, next","['ruili', 'small_border', 'town', 'finally', 'regain', 'vitality', 'little', 'little', 'experience', 'closure', 'due', 'however', 'impact', 'closure', 'city', 'last', 'day', 'city', 'probably', 'difficult', 'fully', 'recover', 'short', 'period', 'time', 'accord', 'number', 'people', 'test', 'ruili', 'number', 'leave', 'half', 'less', 'year']"
58,58,2.0,0.3783,"prevention, party, say, situation, current, policy, talk, closure, government, bad","['finally', 'unblock', 'example', 'people', 'region', 'close', 'two_month', 'due', 'recently', 'district', 'district', 'rumor', 'completely', 'unblocked', 'start', 'various', 'store', 'real', 'situation', 'listen', 'resident', 'say', 'learn']"
59,59,1.0,0.5586,"closure, city, control, due, time, day, year, lot, outbreak, next","['judge', 'release', 'government', 'past', 'day', 'believe', 'rumor', 'even', 'way', 'credibility', 'lose', 'much', 'first', 'say', 'arrest', 'doctor', 'knock', 'door', 'say', 'close', 'city', 'arrest', 'netizen', 'post', 'news', 'hehe']"
60,60,1.0,0.6159,"closure, city, control, due, time, day, year, lot, outbreak, next","['hear', 'fresh', 'graduate', 'peking_university', 'university', 'take', 'civil', 'service', 'exam', 'make', 'career', 'do', 'people', 'system', 'know', 'day', 'lose', 'job', 'especially', 'closure', 'city', 'due']"
61,61,1.0,0.3563,"closure, city, control, due, time, day, year, lot, outbreak, next","['understand', 'face', 'wrong', 'actively', 'prevent', 'spread', 'lie', 'back', 'back', 'become', 'model', 'closure', 'city', 'good', 'cost', 'critic', 'ignorant', 'bad']"
62,62,1.0,0.6296,"closure, city, control, due, time, day, year, lot, outbreak, next","['blockade', 'lift', 'resident', 'send', 'pennant', 'neighborhood_committee', 'join', 'discussion', 'group', 'closure']"
63,63,2.0,0.5862,"prevention, party, say, situation, current, policy, talk, closure, government, bad","['xi_jinpe', 'nowhere', 'current', 'situation', 'internal', 'external', 'difficulty', 'cause', 'alone', 'personally_directe', 'prevention', 'measure', 'completely_deviate', 'science', 'law', 'nature', 'closure', 'city', 'closure', 'neighborhoods_cause', 'serious', 'secondary_disaster', 'far', 'xi_jinpe', 'ludicrous', 'idiot', 'support', 'wage', 'war', 'aggression', 'undermine', 'world', 'peace', 'heinous', 'crime']"
64,64,0.0,0.4596,"people, city, close, many, country, money, know, go, live, food","['reason', 'support', 'people', 'send', 'money', 'reason', 'currently', 'count', 'economic', 'account', 'vaccine', 'closure', 'city', 'start', 'reality', 'infect', 'afraid', 'virus', 'afraid', 'many', 'time']"
65,65,2.0,0.5658,"prevention, party, say, situation, current, policy, talk, closure, government, bad","['study', 'personally_directe', 'prevention', 'measure', 'completely_deviate', 'science', 'law', 'nature', 'closure', 'city', 'closure', 'neighborhoods_cause', 'serious', 'secondary_disaster', 'far', 'really_care', 'safety', 'people', 'live', 'property', 'hospitals_treat', 'poor', 'people', 'money', 'see_doctor', 'stop', 'kill', 'home', 'damage', 'environment', 'damage', 'people', 'health', 'ignorant', 'natural', 'step']"
66,66,1.0,0.4967,"closure, city, control, due, time, day, year, lot, outbreak, next","['closure', 'sound', 'alarm', 'time', 'world', 'follow', 'prevention', 'end', 'long', 'capitalism', 'pursue', 'profit', 'care', 'human', 'life', 'reason', 'subside', 'reason', 'rely', 'other', 'reason', 'genetic', 'gene', 'run', 'politician']"
67,67,0.0,0.4733,"people, city, close, many, country, money, know, go, live, food","['master', 'discriminate', 'leave', 'resume', 'unblock', 'hospital', 'outbreak', 'termite', 'kill', 'mosquito', 'fly', 'infect', 'discriminate', 'hope']"
68,68,0.0,0.4547,"people, city, close, many, country, money, know, go, live, food","['series', 'full', 'support', 'keep', 'distance', 'pangu', 'close']"
69,69,3.0,0.3935,"death, people, die, number, cause, disaster, use, economy, starve, official","['xi_jinpe', 'stupor', 'real', 'purpose', 'close', 'city', 'community', 'pretext', 'prevent', 'fighting', 'common', 'people', 'indoctrinate', 'idea', 'slavery', 'implement', 'high', 'pressure', 'rule', 'foolish', 'people', 'closure', 'city', 'neighborhoods_cause', 'serious', 'secondary_disaster', 'dumbfound', 'support', 'start', 'war', 'stand', 'wrong', 'side', 'seriously', 'misjudge', 'situation', 'reappearance', 'qin_ii', 'xi_jinpe', 'root_cause', 'suffer', 'chinese', 'people', 'call', 'step', 'apologize', 'crime']"
70,70,0.0,0.3965,"people, city, close, many, country, money, know, go, live, food","['chinese', 'society', 'generally', 'advocate', 'collectivism', 'difficulty', 'side', 'support', 'side', 'outbreak', 'enthusiastic', 'people', 'country', 'donate', 'material', 'volunteer', 'firefighter', 'soldier', 'doctor', 'rescue', 'victim', 'outbreak', 'government', 'rather', 'sacrifice', 'economy', 'close', 'city', 'safety', 'vulnerable', 'group', 'never', 'see', 'capitalist']"
71,71,0.0,0.6694,"people, city, close, many, country, money, know, go, live, food","['damn', 'kill', 'kill', 'prevent', 'close', 'city', 'feel', 'mean', 'want', 'report', 'start', 'whitewash', 'remember', 'theory', 'always', 'demand', 'closure', 'city', 'criminal', 'come', 'way', 'around', 'really', 'big', 'smart']"
72,72,0.0,0.4798,"people, city, close, many, country, money, know, go, live, food","['normally', 'build', 'huate', 'hotel', 'day', 'go', 'emergency', 'opening', 'health', 'health_commission', 'help', 'divert', 'hong_kong', 'visitor', 'moreover', 'back', 'mind', 'ignore', 'painstaking', 'persuasion', 'fellow', 'countryman', 'prepare', 'tenfold', 'outbreak', 'reduce', 'number', 'circulator', 'response', 'anticipate', 'outbreak', 'base', 'datum', 'reject', 'people', 'city']"
73,73,1.0,0.4308,"closure, city, control, due, time, day, year, lot, outbreak, next","['course', 'want', 'bai', 'wheel', 'vaccine', 'rely', 'ignore', 'human', 'life', 'vaccine', 'result', 'rely', 'north', 'waste', 'people', 'money', 'time', 'national', 'isolation', 'rely', 'people', 'north', 'money', 'city', 'close', 'virus', 'run', 'everywhere', 'screen', 'rely', 'deliberately', 'conceal', 'buy', 'quick', 'screen', 'buy', 'beituli', 'manufacturer', 'opinion', 'enough', 'buy', 'quick', 'screen', 'manufacture', 'spread']"
74,74,1.0,0.7686,"closure, city, control, due, time, day, year, lot, outbreak, next","['say', 'really', 'unblock', 'first', 'look', 'definition', 'green_code', 'turn', 'yellow', 'area', 'know', 'became_yellow', 'nucleic_acid', 'recover', 'second', 'nucleic_acid', 'result', 'closure', 'ct_value', 'ct_value', 'show', 'ct_value', 'show', 'manipulate', 'nucleic_acid', 'faction', 'order', 'conceal', 'falsification', 'early', 'blockade', 'lift', 'faction', 'compromise', 'energy', 'faction', 'strong', 'purpose', 'keep', 'make', 'nucleic_acid']"
75,75,1.0,0.7686,"closure, city, control, due, time, day, year, lot, outbreak, next","['say', 'really', 'unblock', 'first', 'look', 'definition', 'green_code', 'turn', 'yellow', 'area', 'know', 'became_yellow', 'nucleic_acid', 'recover', 'second', 'nucleic_acid', 'result', 'closure', 'ct_value', 'ct_value', 'show', 'ct_value', 'show', 'manipulate', 'nucleic_acid', 'faction', 'order', 'conceal', 'falsification', 'early', 'blockade', 'lift', 'faction', 'compromise', 'energy', 'faction', 'strong', 'purpose', 'keep', 'make', 'nucleic_acid']"
76,76,1.0,0.7686,"closure, city, control, due, time, day, year, lot, outbreak, next","['say', 'really', 'unblock', 'first', 'look', 'definition', 'green_code', 'turn', 'yellow', 'area', 'know', 'became_yellow', 'nucleic_acid', 'recover', 'second', 'nucleic_acid', 'result', 'closure', 'ct_value', 'ct_value', 'show', 'ct_value', 'show', 'manipulate', 'nucleic_acid', 'faction', 'order', 'conceal', 'falsification', 'early', 'blockade', 'lift', 'faction', 'compromise', 'energy', 'faction', 'strong', 'purpose', 'keep', 'make', 'nucleic_acid']"
77,77,1.0,0.6201,"closure, city, control, due, time, day, year, lot, outbreak, next","['gradually', 'unblock', 'clear', 'do', 'last', 'resort', 'due', 'intense', 'pressure', 'economy', 'public_opinion', 'subsequent', 'rebound', 'huge', 'loss', 'become', 'joke', 'even', 'clear', 'know', 'next', 'wave', 'break', 'month', 'closure', 'change', 'many', 'thing', 'complete', 'collapse', 'various', 'economic', 'indicator', 'shatter', 'confidence', 'large', 'part', 'population', 'system', 'transportation']"
78,78,1.0,0.6263,"closure, city, control, due, time, day, year, lot, outbreak, next","['finally', 'confirm', 'lift', 'blockade', 'able', 'restrict', 'resident', 'enter', 'leave', 'appledailytw']"
79,79,1.0,0.6707,"closure, city, control, due, time, day, year, lot, outbreak, next","['control', 'strong', 'measure', 'repeat', 'large_scale', 'outbreak', 'level', 'closure', 'hand', 'foreign', 'country', 'go', 'wave', 'wave', 'even', 'partial', 'measure', 'impossible', 'control', 'result', 'suddenly', 'become', 'exemplary', 'case', 'success', 'fight', 'voice', 'accountability', 'disappear', 'become', 'sense', 'superiority', 'system', 'confidence']"
80,80,0.0,0.4873,"people, city, close, many, country, money, know, go, live, food","['resolve', 'soon', 'dynamic_zeroe', 'extreme', 'useful']"
81,81,1.0,0.7457,"closure, city, control, due, time, day, year, lot, outbreak, next","['claim', 'blockade', 'gradually', 'lift', 'yet', 'reach', 'final', 'stage', 'seem', 'half', 'year', 'outbreak', 'summarize', 'accord', 'timeline', 'divide', 'stage', 'break', 'local_government', 'conceal', 'information', 'cause', 'spread', 'end', 'city', 'closure', 'measure', 'begin', 'huge', 'wave', 'domestic', 'accountability', 'period', 'period', 'failure', 'fight']"
82,82,1.0,0.7215,"closure, city, control, due, time, day, year, lot, outbreak, next","['however', 'extreme', 'occur', 'city', 'hand', 'increase', 'use', 'shield', 'deregulation', 'spread', 'hand', 'extreme', 'control', 'method', 'unreasonable', 'use', 'regional', 'control', 'ground', 'strict', 'prevention', 'control', 'result', 'resident', 'simultaneously', 'experience', 'risk', 'coexistence', 'inconvenience', 'situation', 'show', 'textbook', 'storm', 'cause', 'lack', 'uniform', 'ruler', 'continue']"
83,83,1.0,0.4259,"closure, city, control, due, time, day, year, lot, outbreak, next","['blockade', 'lift', 'day', 'complete', 'explanation', 'think', 'really', 'magical', 'half', 'month', 'inexplicable', 'closure', 'city', 'inexplicable', 'inexplicable', 'thing', 'chaotian', 'suddenly', 'become', 'super', 'friend', 'able', 'back', 'work', 'play', 'mai']"
