,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
11,11,3.0,0.6145,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['covid', 'tubuh']"
12,12,2.0,0.6446,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['say', 'virus', 'likely', 'spread', 'bit', 'more', 'record', 'large', 'jump', 'new', 'case', 'covid', 'pandemic']"
13,13,3.0,0.5695,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['refuse', 'rule', 'place', 'entire', 'city', 'lockdown', 'experience', 'widespread', 'coronavirus', 'outbreak', 'accord', 'health', 'secretary']"
14,14,3.0,0.884,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['force', 'implement', 'sweeping', 'restriction', 'travel', 'place', 'city', 'lockdown', 'country', 'suggest', 'stark', 'admission', 'yet', 'curb', 'spread', 'covid', 'virus']"
15,15,3.0,0.5422,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['say', 'govt', 'refuse', 'rule', 'place', 'entire', 'city', 'lockdown', 'experience', 'widespread', 'coronavirus', 'outbreak', 'hope', 'happen', 'covid', 'get', 'contain', 'lockdown', 'serve', 'purpose']"
16,16,3.0,0.6803,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['wholesome', 'family', 'fun', 'lockdown', 'covid']"
17,17,0.0,0.6076,"town, say, base, order, close, ban, video, public, escape, datum","['riaprire', 'dopo', 'deve', 'essere', 'incubazione', 'serve', 'rallentare', 'contagio', 'evitare']"
18,18,3.0,0.6901,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['covid', 'month', 'lockdown']"
19,19,3.0,0.6097,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['hospital', 'lockdown', 'ignore', 'covid', 'guideline']"
20,20,3.0,0.4544,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['seem', 'world', 'incapable', 'unwilling', 'enforce', 'sufficiently', 'aggressive', 'covid', 'surveillance', 'social', 'lockdown', 'contain', 'slow', 'spread', 'pandemic']"
21,21,2.0,0.4989,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['break', 'news', 'hospital', 'lockdown', 'patient', 'icu', 'week', 'think', 'necessary', 'test', 'covid', 'now', 'close', 'hospital', 'patient', 'covid', 'covid']"
22,22,2.0,0.7065,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['case', 'covid', 'rise', 'newly', 'confirm', 'patient', 'patient', 'first', 'go', 'hospital', 'currently', 'lockdown', 'personnel', 'source', 'press_conference']"
23,23,2.0,0.7402,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['break', 'covid', 'corona', 'patient', 'beatrix', 'hospital', 'semi', 'lockdown', 'people', 'fever', 'cough', 'similar', 'complaint', 'hold', 'hospital', 'patient', 'keep', 'day', 'intensive', 'care', 'transfer']"
24,24,3.0,0.9077,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['regardless', 'think', 'covidー', 'just', 'flu', 'virus', 'circulation', 'much', 'still', 'unknown', 'continue', 'spread', 'even', 'just', 'mild', 'symptom', 'become', 'problematic', 'country', 'continue', 'lockdown', 'response', 'covid']"
25,25,2.0,0.5672,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['so', 'far', 'haven', 'pay', 'month', 'say', 'burden', 'overhead', 'pay', 'rent', 'buy', 'necessity', 'stock', 'life', 'supply', 'life', 'story', 'covid']"
26,26,2.0,0.7064,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['case', 'covid', 'surge', 'newly', 'confirm', 'patient', 'patient', 'first', 'go', 'hospital', 'currently', 'lockdown', 'personnel', 'source', 'press_conference']"
27,27,0.0,0.4378,"town, say, base, order, close, ban, video, public, escape, datum","['travel', 'restriction', 'ban', 'closure', 'public', 'place', 'space', 'begin', 'soon', 'town', 'lockdown', 'public', 'place', 'gathering', 'restrict', 'covid', 'coviduk']"
28,28,2.0,0.5153,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['here', 'just', 'announce', 'entire', 'hospital', 'lockdown', 'apparently', 'patient', 'ic', 'cough', 'lung', 'issue', 'think', 'test', 'only', 'happen', 'transfer', 'hospital', 'country', 'man']"
29,29,3.0,0.7728,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['drop', 'dramatically', 'lockdown', 'covid', 'airpollution', 'smartcity', 'emission']"
30,30,2.0,0.5067,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['currently', 'people', 'infect', 'coronavirus', 'currently', 'lockdown', 'covid', 'corona']"
31,31,2.0,0.6019,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['new', 'case', 'coronavirus', 'gorichem', 'lockdown', 'patient', 'new', 'case', 'couvorden', 'tilburg', 'relate', 'caranval', 'tilburg', 'seem', 'uncontrolled', 'spread', 'coronavirus', 'covid', 'covid']"
32,32,3.0,0.6724,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['lockdown', 'footballer', 'test_positive', 'coronavirus', 'covid', 'covid', 'covid']"
33,33,2.0,0.6039,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['break', 'dutch', 'patient', 'infect', 'coronavirus', 'possibly', 'spread', 'virus', 'hospital', 'review', 'many', 'other', 'patient', 'staff', 'get', 'infect', 'as', 'well', 'hospital', 'lockdown', 'covid']"
34,34,1.0,0.4605,"chinese, start, official, see, safe, all, include, run, million, let","['man', 'lak', 'meet', 'testen', 'iet', 'wat', 'man', 'later', 'dee', 'door', 'die', 'covid']"
35,35,3.0,0.4891,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['beatrix', 'hospital', 'lockdown', 'covid']"
36,36,2.0,0.5043,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['breaking_juventus', 'lockdown', 'three_player', 'test_positive', 'covid', 'training', 'session', 'halt', 'trio', 'player', 'recent', 'opponent', 'pianese', 'tested_positive', 'novel', 'coronavirus']"
37,37,2.0,0.5545,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['football', 'sport', 'lockdown', 'three_player', 'test_positive']"
38,38,2.0,0.5058,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['breaking_juventus', 'lockdown', 'three_player', 'test_positive']"
39,39,2.0,0.3934,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['covid', 'moreover', 'choice', 'make', 'let', 'epidemic', 'run', 'course', 'reverse', 'subsequent', 'lockdown', 'far', 'more', 'severe', 'rest', 'vast', 'majority', 'new', 'case', 'country', 'continue', 'center', 'hubei']"
40,40,2.0,0.5058,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['breaking_juventus', 'lockdown', 'three_player', 'test_positive']"
41,41,2.0,0.5058,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['breaking_juventus', 'lockdown', 'three_player', 'test_positive']"
42,42,2.0,0.5058,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['breaking_juventus', 'lockdown', 'three_player', 'test_positive']"
43,43,3.0,0.3902,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['twitter', 'lockdown', 'three_player', 'test_positive', 'coronavirus', 'tre']"
44,44,2.0,0.4388,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['lockdown', 'three_player', 'test_positive']"
45,45,2.0,0.6837,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['late', 'covid', 'outbreak', 'explore', 'enforce', 'lockdown', 'hubei_province', 'impact', 'life', 'other', 'patient', 'live', 'chronic', 'disease', 'nonprofit', 'group', 'try']"
46,46,1.0,0.7053,"chinese, start, official, see, safe, all, include, run, million, let","['reino', 'unido', 'inglaterra', 'tratar', 'paciente', 'infectado', 'por', 'esforco', 'guerra', 'aqui', 'beleza']"
47,47,2.0,0.474,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['breaking_juventus', 'lockdown', 'three_player', 'test_positive', 'coronavirus', 'covid', 'break', 'coronavirus']"
48,48,3.0,0.5971,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['tourist', 'star', 'palace', 'resort', 'tenerife', 'lockdown', 'week', 'doctor', 'visit', 'tested_positive', 'covid', 'hundred', 'tourist', 'seal', 'coronavirus', 'coronaoutbreak', 'covid', 'coronavid']"
49,49,3.0,0.7799,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['one', 'care', 'resident', 'adapt', 'find', 'food']"
50,50,3.0,0.8259,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['get', 'case', 'water', 'food', 'month', 'medical', 'clean', 'supply', 'month', 'case', 'mayor', 'lockdown', 'city', 'community', 'quarantine', 'imagine', 'stay', 'home', 'month', 'good', 'luck']"
51,51,3.0,0.7375,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['coronavirus', 'outbreak', 'force', 'shut_down', 'entire', 'city', 'covid', 'covidー', 'covid', 'government', 'refuse', 'rule', 'place', 'entire', 'city', 'lockdown', 'experience', 'widespread', 'outbreak', 'novel', 'coronavirus', 'accord', 'health', 'secretary']"
52,52,0.0,0.7065,"town, say, base, order, close, ban, video, public, escape, datum","['video', 'help', 'manage', 'expectation', 'covid', 'lockdown', 'today', 'tv', 'drive', 'society', 'fixate', 'sex', 'talk', 'death', 'victorian', 'society', 'fixate', 'death', 'talk', 'sex', 'covid', 'pandemic', 'change']"
53,53,2.0,0.7341,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['covid', 'update', 'dead', 'partial', 'lockdown', 'state', 'emergency', 'declare', 'case', 'global', 'risk', 'raise', 'very', 'high']"
54,54,3.0,0.5582,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['try', 'think', 'virus', 'impact', 'community', 'flu', 'vaccine', 'elderly', 'reduce', 'impact', 'come', 'contact', 'covid', 'imagine', 'go', 'aged', 'care', 'case', 'noroviru', 'lockdown', 'mum']"
55,55,2.0,0.7341,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['covid', 'update', 'dead', 'partial', 'lockdown', 'state', 'emergency', 'declare', 'case', 'global', 'risk', 'raise', 'very', 'high']"
56,56,3.0,0.563,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['exist', 'legal', 'system', 'allow', 'place', 'town', 'lockdown', 'curtail', 'public', 'transport', 'cancel', 'private', 'sector', 'event', 'covid']"
57,57,1.0,0.4314,"chinese, start, official, see, safe, all, include, run, million, let","['lockdown', 'air', 'pollution', 'level', 'tumble', 'satellite', 'reveal']"
58,58,3.0,0.7815,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['covid', 'over', 'here', 'die', 'nearby', 'there', 'assisted', 'living', 'facility', 'lockdown', 'whole', 'damn', 'place', 'infect', 'livin', 'wild', 'time', 'sure']"
59,59,3.0,0.8207,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['sky', 'news', 'footage', 'emerge', 'hotel', 'tenerife', 'lockdown', 'italian_gu', 'tested_positive', 'covid', 'disease_cause', 'uncategorized']"
60,60,3.0,0.8138,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['coronavirus', 'lockdown', 'swing', 'dancer', 'take', 'social', 'medium', 'storm', 'covid']"
61,61,3.0,0.6145,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['akibat', 'covid']"
62,62,3.0,0.4059,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['fine', 'travel', 'school', 'shutdown', 'last', 'month', 'base', 'happen', 'public', 'reaction', 'trump', 'go', 'full', 'lockdown', 'executive', 'order', 'too', 'busy', 'impeachment', 'notice', 'covid']"
63,63,2.0,0.7589,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['trump', 'invite', 'evil', 'scum', 'tea', 'death', 'illness', 'surround', 'channel', 'scumbag', 'increase', 'significantly', 'deal', 'number', 'wake']"
64,64,2.0,0.6479,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['film', 'plan', 'shoot', 'hubei_province', 'derail', 'covid', 'outbreak', 'so', 'instead', 'create', 'visual', 'chronicle', 'city', 'lockdown', 'learn', 'more']"
65,65,3.0,0.6261,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['still', 'balik']"
66,66,3.0,0.6899,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['galit', 'lockdown', 'lugar', 'covid']"
67,67,3.0,0.8193,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['need', 'think', 'well', 'covid', 'one', 'care', 'resident', 'adapt', 'find', 'food', 'lockdown']"
68,68,3.0,0.7799,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['one', 'care', 'resident', 'adapt', 'find', 'food']"
69,69,0.0,0.5186,"town, say, base, order, close, ban, video, public, escape, datum","['seem', 'cinemark', 'village', 'totem', 'lake', 'movie', 'theater', 'close', 'lockdown', 'coronavirus', 'covid']"
70,70,3.0,0.5533,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['exactly', 'time', 'declare', 'lockdown', 'give', 'people', 'time', 'leave']"
71,71,1.0,0.4061,"chinese, start, official, see, safe, all, include, run, million, let","['true', 'time', 'covid', 'virus', 'high', 'demand', 'country', 'almost', 'shut', 'current', 'supply', 'sufficient', 'hopefully', 'so', 'year', 'pipeline', 'build', 'demand', 'increase', 'all', 'lockdown', 'pandemic', 'hope']"
72,72,2.0,0.4298,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['situation', 'seem', 'improve', 'lot', 'coronavirus', 'many', 'say', 'lockdown', 'city', 'probably', 'explanation', 'give', 'hope', 'weather']"
73,73,3.0,0.8713,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['tell', 'truth', 'coronavirus', 'world', 'boldly', 'covid', 'target', 'measure', 'take', 'slaughter', 'humanity', 'unnecessary', 'lockdown', 'city', 'control']"
74,74,3.0,0.4991,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['lockdown', 'life', 'quarantine', 'tour', 'uaetour', 'abudhabi']"
75,75,2.0,0.5674,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['new', 'positive', 'test', 'report', 'hotel', 'lockdown', 'again', 'team', 'evacuate', 'other', 'stay', 'quarantine', 'covid', 'coronaviru']"
76,76,2.0,0.5958,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['live', 'coronapatient', 'besmet', 'eerste', 'coronadode', 'gevallen', 'brabant', 'lockdown', 'covid']"
77,77,3.0,0.8607,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['trump', 'admin', 'fail', 'admit', 'only', 'shut_down', 'flight', 'province', 'leave', 'right', 'lockdown', 'amp', 'flee', 'other', 'city', 'fly', 'many', 'flt', 'many', 'city', 'everyday', 'covid']"
78,78,3.0,0.8531,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['bad', 'go', 'full', 'information', 'lockdown', 'mode', 'get', 'much', 'bad', 'coronavirus', 'covid', 'asx']"
79,79,3.0,0.766,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['covid', 'covid', 'lockdown', 'month', 'hoax', 'hoaxpresident']"
80,80,3.0,0.7955,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['city', 'lockdown', 'city', 'lockdown', 'huge', 'difference', 'hoax']"
81,81,2.0,0.4545,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['italian', 'national', 'stay', 'hotel', 'tenerife', 'place', 'lockdown', 'case', 'coronavirus', 'detect', 'tested_positive', 'virus', 'regional', 'health', 'authority', 'confirm']"
82,82,3.0,0.5382,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['say', 'total', 'now', 'tenerife', 'hotel', 'lockdown']"
83,83,2.0,0.5871,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['country', 'aggressive', 'containment', 'effort', 'hubei', 'people', 'lockdown', 'give', 'other', 'province', 'time', 'prepare', 'virus', 'ultimately', 'prevent', 'probably', 'hundred', 'thousand', 'case', 'covid', 'coronaviru']"
84,84,3.0,0.4657,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['italian', 'national', 'stay', 'hotel', 'tenerife', 'place', 'lockdown', 'case', 'coronavirus', 'detect', 'tested_positive', 'virus', 'health', 'official', 'covid']"
85,85,3.0,0.729,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['stockpile', 'incase', 'there', 'lockdown', 'town', 'coronavirus', 'twitterpoll', 'poll', 'poll', 'covid']"
86,86,3.0,0.5214,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['seventh', 'large', 'city', 'epicenter', 'coronavirus', 'spread', 'people', 'refuse', 'lockdown', 'religious', 'place', 'rather', 're', 'lick', 'shrine', 'encourage', 'pilgrim', 'keep', 'visit', 'coronavirus', 'covid']"
87,87,3.0,0.5029,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['storage', 'daily_necessitie', 'generally', 'sufficient', 'meet', 'resident', 'demand', 'city', 'lockdown', 'vice', 'mayor', 'say']"
88,88,3.0,0.5029,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['storage', 'daily_necessitie', 'generally', 'sufficient', 'meet', 'resident', 'demand', 'city', 'lockdown', 'vice', 'mayor', 'say']"
89,89,3.0,0.7034,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['also', 'literally', 'population', 'lockdown', 'quarantine', 'state', 'require', 'american', 'citizen', 'come', 'home', 'build', 'few', 'hospital', 'few', 'week', 'combat', 'covid', 'international', 'conference', 'fortune', 'cancel']"
90,90,0.0,0.5661,"town, say, base, order, close, ban, video, public, escape, datum","['lockdown', 'wilayah', 'terbata', 'apt', 'wilayah', 'akse', 'terbata', 'padahal']"
91,91,2.0,0.4909,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['still', 'enough', 'lockdown', 'far', 'european', 'politican', 'still', 'haven', 'get', 'message', 'covid', 'coronaviru']"
92,92,3.0,0.8193,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['lockdown', 'month', 'effort', 'safeguard', 'humanity', 'covid', 'always', 'remember', '来自']"
93,93,3.0,0.7231,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['look', 'covid', 'run', 'control', 'worry', 'seem', 'indicate', 'contain', 'go', 'full', 'lockdown', 'condition', 'all', 'ready', 'coronavirus']"
94,94,3.0,0.5757,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['ordinary', 'day', 'covid', 'lockdown']"
95,95,3.0,0.6501,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['lockdown', 'month']"
96,96,1.0,0.4214,"chinese, start, official, see, safe, all, include, run, million, let","['break', 'towel', 'dispenser', 'restroom', 'today', 'joke', 'old', 'white', 'man', 'bad', 'start', 'covid', 'lockdown', 'respond', 'tersely', 'flu', 'kill', 'more', 'people', 'year', 'old', 'entitle', 'white', 'man', 'death', 'covid', 'coronaviru']"
97,97,3.0,0.4667,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['chinese', 'people', 'center', 'outbreak', 'fight', 'war', 'covid', 'difficult', 'time', 'pull', 'together', 'lockdown', 'month']"
98,98,3.0,0.8612,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['bbcbreakfast', 'covid', 'person', 'person', 'spread', 'look', 'already', 'here', 'quarantine', 'lockdown', 'now', 'already', 'pointless', 'anyway', 'huge', 'lesson', 'future', 'many', 'different', 'way', 'now', 'desperately', 'need', 'completely', 'new', 'government', 'join', 'think']"
99,99,3.0,0.8677,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['risk', 'contract', 'covid', 'challenge', 'get', 'city', 'wide', 'lockdown', 'resident', 'continue', 'work', 'love', 'responsibility', 'city']"
100,100,3.0,0.6792,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['full', 'lockdown', 'day', 'covid', 'just', 'soon', 'european', 'american', 'city', 'so', 'on']"
101,101,2.0,0.383,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['icymi', 'post', 'magazine', 'multimedia', 'long', 'read', 'reporter', 'week', 'lockdown', 'disease', 'epidemic', 'wait', 'erupt']"
102,102,3.0,0.8221,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['covid', 'coronavirus', 'resident', 'coronavirus', 'outbreak', 'speak', 'lockdown', 'past', 'month']"
103,103,3.0,0.7035,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['military', 'basis', 'place', 'lockdown', 'stop', 'novel', 'covid', 'coronavirus', 'spread', 'new', 'disease', 'control', 'measure', 'implement', 'risk', 'level', 'raise', 'say']"
104,104,3.0,0.5322,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['canary', 'lockdown', 'covid', 'sandstorm']"
105,105,0.0,0.5273,"town, say, base, order, close, ban, video, public, escape, datum","['honor', 'coronavirus', 'covid', 'write', 'thing', 'well', 'scary', 'plague', 'movie', 'part', 'film', 'score', 'kind', 'scariness', 'plausibility', 'awesomeness', 'nominate', 'film', 'future', 'write', 'reply']"
106,106,3.0,0.4536,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['event', 'covid', 'pandemic', 'lockdown', 'preparedness', 'list', 'pandemic']"
107,107,3.0,0.4032,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['emirate', 'luxury', 'hotel', 'whotel', 'crowneplaza', 'lockdown', 'isolate', 'guest', 'covid', 'scare']"
108,108,3.0,0.6317,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['panic', 'buying', 'coffee', 'amp', 'own', 'book', 'panic', 'buy', 'book', 'too', 're', 'go', 'need', 'entertainment', 're', 'lockdown', 'already', 'impossible', 'find', 'novel', 'life', 'ray', 'sale', 'online', 'so', 'get', 'other', 'coronvirus', 'covid']"
109,109,3.0,0.6079,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['coronavirus', 'lockdown', 'chinese', 'social', 'medium', 'full', 'laughter', 'anger']"
110,110,2.0,0.5409,"case, lockdown, day, covid, people, new, life, report, coronavirus, first","['report', 'new', 'case', 'last', 'hour', 'low', 'there', 'month', 'sound', 'great', 'realise', 'lockdown', 'imagine', 'number', 'covid']"
111,111,0.0,0.5971,"town, say, base, order, close, ban, video, public, escape, datum","['school', 'closing', 'actually', 'big', 'initial', 'societal', 'disruption', 'covid', 'prepared', 'disrupt', 'workplace', 'well', 'do', 'tele', 'schooling', 'lockdown', 'need', 'prep']"
112,112,3.0,0.7422,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['cycle', 'star', 'lockdown', 'gulf', 'hotel', 'isolate', 'scare', 'read', 'cycling', 'coronavirus', 'covid']"
113,113,0.0,0.4794,"town, say, base, order, close, ban, video, public, escape, datum","['mon', 'fluahe', 'just', 'talk', 'folk', 'mainstreet', 'shop', 'market', 'area', 'nycs', 'sprawl', 'queen', 'chinatown', 'tell', 'score', 'escaoe', 'lockdown', 'get', 'sick', 'flu', 'know', 'most', 'ok', 'many', 'say', 'covid', 'here', 'quietly']"
114,114,3.0,0.5418,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['many', 'idea', 'people', 'suffer', 'past', 'month', 'footage', 'use', 'come', 'then', 'disappear', 'horrendous', 'now', 'little', 'get', 'many', 'die', 'home', 'no', 'doubt', 'due', 'covid', 'starvation', 'covid']"
115,115,0.0,0.3605,"town, say, base, order, close, ban, video, public, escape, datum","['chinese', 'citizen', 'journalist', 'cover', 'just', 'live', 'stream', 'own', 'arrest', 'quit', 'job', 'state', 'run', 'tv', 'station', 'cctv', 'expose', 'reality', 'life']"
116,116,3.0,0.4031,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['emirate', 'luxury', 'hotel', 'whotel', 'crowneplaza', 'lockdown', 'isolate', 'guest', 'covid', 'scare']"
117,117,3.0,0.5192,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['vlogger', 'document', 'day', 'work', 'buy', 'deliver', 'supply', 'villager', 'lockdown', 'rural', 'area', 'locate', 'kilometer', 'covid', 'outbreak', 'epicenter']"
118,118,3.0,0.6056,"lockdown, covid, coronavirus, city, people, ncov, quarantine, outbreak, day, now","['point', 'lockdown', 'containment', 'covid']"
