,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
45,45,1.0,0.8254,"city, people, country, close, closure, take, control, government, spread, day","['spread', 'world', 'embarrassed', 'say', 'prevention', 'do', 'good', 'bunch', 'case', 'run', 'city', 'first', 'close', 'throw', 'country', 'consider', 'chinese', 'chinese', 'people', 'amazing']"
46,46,1.0,0.7146,"city, people, country, close, closure, take, control, government, spread, day","['useful', 'enough', 'know', 'compare', 'conceal', 'well', 'prevent', 'currently', 'many', 'confirmed_case', 'enter', 'country', 'problem', 'isolate', 'home', 'need', 'close', 'city', 'link', 'sick', 'people', 'people', 'sick']"
47,47,1.0,0.7355,"city, people, country, close, closure, take, control, government, spread, day","['new_zealand', 'outbreak', 'family', 'bike', 'demote', 'prime_minister', 'break', 'closure', 'order', 'standpoint', 'report', 'news']"
48,48,1.0,0.6762,"city, people, country, close, closure, take, control, government, spread, day","['fact', 'asymptomatic', 'new', 'case', 'wuhan', 'probably', 'noteworthy', 'thing', 'term', 'strictly', 'close', 'two_month', 'new', 'case', 'due', 'long', 'incubation_period', 'intermediate', 'host', 'spread', 'large', 'loophole', 'protection', 'worry']"
49,49,1.0,0.6665,"city, people, country, close, closure, take, control, government, spread, day","['key', 'announce', 'first', 'state', 'emergency', 'history', 'evening', 'compare', 'foreign', 'country', 'make', 'impossible', 'close', 'city', 'penalty', 'violate', 'related', 'order']"
50,50,1.0,0.8848,"city, people, country, close, closure, take, control, government, spread, day","['right', 'criticism', 'people', 'country', 'criticize', 'aspect', 'begin', 'therefore', 'government', 'close', 'long', 'time', 'end', 'declare', 'harm', 'virus', 'world', 'country', 'respond', 'pay_attention', 'think', 'major', 'flu', 'afraid', 'maybe', 'think', 'weak', 'afraid', 'closed', 'city', 'afraid']"
51,51,1.0,0.648,"city, people, country, close, closure, take, control, government, spread, day","['day', 'hard', 'draw', 'think', 'central', 'chinese', 'average', 'person', 'think', 'province', 'beautiful', 'cherry_blossom', 'exciting', 'crayfish', 'yellow', 'crane', 'tower', 'however', 'outbreak', 'sweep', 'world', 'begin', 'year', 'tie', 'virus']"
52,52,1.0,0.7793,"city, people, country, close, closure, take, control, government, spread, day","['damn', 'disgusting', 'white', 'people', 'shame', 'cloth', 'already', 'remove', 'annoyance', 'turn', 'black', 'white', 'anger', 'necessarily', 'question', 'number', 'closure', 'begin', 'blame', 'other', 'remind', 'fire', 'tell', 'call', 'democratic', 'world', 'seem', 'joke', 'enjoy']"
53,53,1.0,0.5968,"city, people, country, close, closure, take, control, government, spread, day","['various', 'lockdown', 'quarantine', 'treatment', 'measure', 'suddenly', 'appear', 'average', 'person', 'fearful', 'addition', 'able', 'negative', 'news', 'widely', 'remove', 'information', 'screening', 'make', 'difficult', 'trust', 'government', 'measure', 'good', 'refuse', 'cooperate', 'tough', 'information', 'manipulation', 'coercive', 'measure', 'make', 'impossible', 'prevention', 'measure', 'carry', 'effectively', 'government', 'know', 'use', 'tough', 'measure', 'control', 'people', 'vicious', 'cycle', 'cause']"
54,54,1.0,0.6082,"city, people, country, close, closure, take, control, government, spread, day","['government', 'want', 'learn', 'treat', 'patient', 'world', 'large', 'country', 'learn', 'people', 'prevention', 'method', 'governor', 'complain', 'federal', 'government', 'help', 'prevent', 'fake', 'news', 'captain', 'propose', 'staff', 'disembark', 'quarantine', 'fire', 'nurse', 'leave', 'job', 'insufficient', 'medical', 'equipment', 'kind', 'chaos', 'reveal', 'abroad', 'ostensibly', 'harmonious', 'developed', 'fact', 'superficial', 'help', 'shock']"
55,55,1.0,0.7162,"city, people, country, close, closure, take, control, government, spread, day","['look', 'city', 'closure', 'traffic', 'flow', 'world', 'chart']"
56,56,1.0,0.8474,"city, people, country, close, closure, take, control, government, spread, day","['understand', 'anywhere', 'else', 'good', 'say', 'tell', 'national', 'announcement', 'officially', 'approve', 'test', 'manage', 'uniformly', 'government', 'government', 'allow', 'test', 'infect', 'japanese', 'government', 'claim', 'infect', 'people', 'infect', 'other', 'spread', 'virus', 'never', 'think', 'close', 'city', 'ask', 'social', 'activity', 'much', 'possible', 'take', 'back', 'pot']"
57,57,1.0,0.7531,"city, people, country, close, closure, take, control, government, spread, day","['human', 'prohibit', 'go', 'street', 'prevent', 'spread', 'wild_animal', 'animal', 'enter', 'city', 'set', 'movie', 'scene', 'stage', 'globally', 'country', 'close', 'city', 'impose', 'foot', 'ban', 'human', 'activity', 'decline', 'city', 'become', 'place', 'wild_animal', 'eat', 'run']"
58,58,1.0,0.5133,"city, people, country, close, closure, take, control, government, spread, day","['two_month', 'close', 'mislead', 'country', 'willing', 'close', 'city', 'clear', 'brush', 'pot', 'everywhere', 'extremely', 'selfish', 'narrow', 'minded', 'read', 'chinese', 'joke', 'two_month', 'know', 'hurt', 'heat', 'hit', 'body', 'eat', 'fruit', 'make', 'shift', 'responsibility', 'really', 'lack', 'responsibility', 'two_month', 'waste', 'vain', 'leader', 'step', 'apologize', 'sin']"
59,59,1.0,0.6034,"city, people, country, close, closure, take, control, government, spread, day","['case', 'outbreak', 'abroad', 'city', 'close', 'country', 'lock', 'even', 'concerned', 'resumption', 'work', 'go', 'smoothly', 'somewhere', 'country', 'lie', 'ground', 'look', 'see', 'person', 'run', 'ahead', 'fall', 'spirit']"
60,60,1.0,0.7098,"city, people, country, close, closure, take, control, government, spread, day","['say', 'third', 'wave', 'day', 'mention', 'key', 'point', 'prepare', 'closure', 'host', 'full', 'version']"
61,61,1.0,0.6785,"city, people, country, close, closure, take, control, government, spread, day","['close', 'outbreak', 'feel', 'logical', 'makes_sense', 'come']"
62,62,1.0,0.7858,"city, people, country, close, closure, take, control, government, spread, day","['issue', 'state', 'emergency', 'abe', 'issue', 'state', 'emergency', 'applicable', 'area', 'include', 'prefecture', 'metropolitan', 'make', 'clear', 'emergency', 'mean', 'call', 'city', 'closure', 'implement', 'country', 'hope', 'citizen', 'maintain', 'self_discipline', 'calm']"
63,63,1.0,0.5656,"city, people, country, close, closure, take, control, government, spread, day","['morning', 'post', 'accord', 'tianyan', 'datum', 'company', 'go', 'first', 'quarter', 'time', 'number', 'newly', 'register', 'enterprise', 'drop', 'sharply', 'year', 'newly', 'register', 'company', 'establish', 'first', 'quarter', 'last', 'year', 'cause', 'continuous', 'damage', 'domestic', 'demand', 'external', 'impact', 'bring', 'economic', 'closure', 'country', 'spread', 'rapidly']"
64,64,1.0,0.8171,"city, people, country, close, closure, take, control, government, spread, day","['even', 'blame', 'instigate', 'first', 'many', 'dispute', 'provoke', 'incident', 'force', 'deal', 'make', 'politicize', 'continue', 'help', 'country', 'fight', 'closure', 'violation', 'western', 'country', 'city', 'closure', 'sacrifice', 'overall', 'economic', 'preservation', 'situation', 'play', 'double_standard', 'decade']"
65,65,1.0,0.5155,"city, people, country, close, closure, take, control, government, spread, day","['completely', 'unblock', 'asymptomatic', 'infect', 'people', 'become', 'new', 'priority', 'prevention', 'control', 'mainland', 'gradually', 'ease', 'close', 'half', 'month', 'completely', 'unblock', 'early', 'hour', 'morning', 'communication', 'foreign', 'country', 'resume', 'acknowledge', 'time', 'foreign', 'traffic', 'restriction', 'lift', 'necessary', 'strictly', 'prevent', 'spread']"
66,66,1.0,0.7405,"city, people, country, close, closure, take, control, government, spread, day","['know', 'begin', 'close', 'city', 'long', 'time', 'neighborhood', 'village', 'special', 'personnel', 'ban', 'population_movement', 'everyone_wear', 'mask', 'place', 'severe_epidemic', 'investigate', 'measure', 'medical', 'worker', 'dispatch', 'assist', 'treatment', 'many', 'temporary', 'isolation', 'hospital', 'build', 'time', 'use', 'many', 'method', 'damage', 'economy', 'contain', 'spread', 'need', 'understand', 'fact']"
67,67,1.0,0.4683,"city, people, country, close, closure, take, control, government, spread, day","['suspect', 'die', 'heart', 'disease', 'cause', 'online', 'violence', 'critic', 'network', 'write', 'uncover', 'dark', 'inside', 'story', 'egg', 'manufacturing', 'factory', 'diary', 'die']"
68,68,1.0,0.5639,"city, people, country, close, closure, take, control, government, spread, day","['netizen', 'begin', 'promote', 'efficiency', 'authoritarian', 'government', 'prevention', 'closure', 'city', 'road_closure', 'mandatory', 'quarantine', 'effective', 'measure', 'prevent', 'spread', 'disease', 'benefit', 'majority', 'interest', 'small', 'number', 'people', 'sacrifice', 'keep', 'country', 'people', 'alive', 'people', 'die', 'sound', 'reasonable', 'even', 'rumor', 'bad', 'medical_resource', 'seriously', 'lack', 'order', 'take', 'account', 'overall', 'situation', 'even', 'critically_ill', 'patient', 'yet', 'lose', 'breath', 'throw', 'incinerator']"
69,69,1.0,0.8358,"city, people, country, close, closure, take, control, government, spread, day","['basically', 'contain', 'early', 'begin', 'outbreak', 'hide', 'bit', 'brain', 'know', 'go', 'shameless', 'smear', 'really', 'make', 'people', 'feel', 'low', 'end', 'say', 'begin', 'want', 'manufacturing', 'industry', 'back', 'go', 'back', 'confirmed_case', 'cow', 'embarrassed', 'depend', 'forget']"
70,70,1.0,0.6325,"city, people, country, close, closure, take, control, government, spread, day","['few', 'new', 'confirmed_case', 'europe', 'day', 'market', 'concern', 'alleviate', 'stock_market', 'rise', 'sharply', 'strong', 'feeling', 'bring', 'control', 'soon', 'close', 'number', 'confirmed_case', 'decrease', 'liberalize', 'rebound', 'stock_market', 'opportunity', 'short']"
71,71,1.0,0.6008,"city, people, country, close, closure, take, control, government, spread, day","['half', 'company', 'go', 'business', 'first', 'quarter', 'year', 'accord', 'information', 'hong_kong', 'topic', 'due', 'spread', 'policy', 'prevent', 'control', 'spread', 'virus', 'company', 'stop', 'operate', 'first', 'quarter', 'half', 'company', 'operate']"
72,72,1.0,0.7057,"city, people, country, close, closure, take, control, government, spread, day","['french', 'medium', 'wan', 'family_feast', 'praise', 'culprit', 'spread', 'virus', 'world', 'author', 'major', 'french', 'medium', 'pay', 'widespread', 'attention', 'mask', 'topic', 'become', 'focus', 'day', 'city', 'closure', 'french', 'government', 'medical', 'expert', 'begin', 'change', 'position']"
73,73,3.0,0.4843,"work, lose, pain, construction, diamond_princess, humanely, life, live, affect, resumption","['handle', 'domestic', 'epidemic', 'unprofessional', 'transparent', 'repeat', 'small', 'scale', 'outbreak', 'become', 'norm', 'closure', 'destroy', 'affect', 'area', 'unblocked', 'expensive', 'place', 'follow_suit', 'resumption', 'work', 'school', 'become', 'problem', 'shortage', 'order', 'lead', 'unemployment', 'ban', 'food', 'import', 'lead', 'food', 'shortage', 'loss', 'confidence', 'dissatisfaction', 'meanwhile', 'communist_party', 'mistake', 'various', 'omission', 'handling', 'become', 'obvious']"
74,74,1.0,0.8498,"city, people, country, close, closure, take, control, government, spread, day","['suggest', 'take', 'good', 'look', 'development', 'timeline', 'give', 'chinese', 'government', 'genetic_sequence', 'virus', 'carry', 'late', 'last', 'year', 'mid', 'year', 'know', 'virus', 'identify', 'closure', 'city', 'begin', 'ask', 'country', 'complain', 'closure', 'city', 'human_right', 'good', 'time', 'prevent', 'waste']"
75,75,1.0,0.4931,"city, people, country, close, closure, take, control, government, spread, day","['outbreak', 'disease', 'blockade', 'lift', 'early', 'hour', 'morning', 'local', 'people', 'able', 'travel', 'train', 'high', 'speed_rail', 'air']"
76,76,1.0,0.5126,"city, people, country, close, closure, take, control, government, spread, day","['fast', 'reach', 'street', 'ravage', 'many', 'country', 'see', 'sign', 'ease', 'consider', 'ease', 'current', 'lockdown', 'quarantine', 'measure', 'austrian', 'prime_minister', 'announce', 'recovery', 'plan', 'simulate', 'open', 'store', 'next', 'week', 'easter', 'holiday', 'first', 'propose', 'lift', 'blockade']"
77,77,1.0,0.5084,"city, people, country, close, closure, take, control, government, spread, day","['zhuanpu', 'science', 'technology', 'park', 'take', 'look', 'simulate', 'closure', 'city', 'shuangbei', 'datum', 'simulate', 'prevention', 'blockade', 'strategy', 'development', 'become', 'severe', 'country', 'world', 'begin', 'impose', 'city', 'closure', 'community', 'infection', 'occur', 'shuangbei', 'risk', 'simulate', 'infection', 'high', 'blockade', 'strategy', 'adopted', 'blockade', 'good', 'prevention', 'effect']"
78,78,1.0,0.694,"city, people, country, close, closure, take, control, government, spread, day","['chinese', 'humanist', 'tradition', 'crime', 'crime', 'prime_minister', 'send', 'money', 'unemployed', 'control', 'well', 'enough', 'death', 'death', 'morrison', 'scold', 'chinese', 'able', 'wear_mask', 'crime', 'prime_minister', 'send', 'money', 'unemployed', 'many', 'think', 'fair', 'work', 'money']"
