,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
35,35,1.0,0.9954,"city, people, year, business, even, big, chinese, closure, economy, memory","['collapse', 'chinese', 'company', 'cause', 'trend', 'unemployment_falle', 'street', 'also', 'charge', 'year', 'epidemic', 'period', 'reinvent', 'chinese', 'economy', 'many', 'company', 'go', 'business', 'number', 'unemployed', 'people', 'major_citie', 'increased_dramatically', 'more', 'more', 'people', 'live', 'street', 'report', 'sleeping_bridge', 'fee', 'even', 'charge', 'some_place']"
36,36,1.0,0.6033,"city, people, year, business, even, big, chinese, closure, economy, memory","['let', 'mother', 'fart', 'outbreak', 'coronavirus', 'epidemic', 'allow', 'seafood', 'sell', 'eat', 'wild', 'animal', 'lead', 'spread', 'coronavirus', 'epidemic', 'covid', 'outbreak', 'close', 'city', 'time', 'cause', 'more', 'people', 'flee', 'all', 'world', 'virus', 'lead', 'coronavirus', 'outbreak', 'world', 'ten', 'million', 'death', 'conscience', 'justice', 'know', 'flatter', 'chinese', 'government']"
37,37,1.0,0.9954,"city, people, year, business, even, big, chinese, closure, economy, memory","['collapse', 'chinese', 'company', 'cause', 'trend', 'unemployment_falle', 'street', 'also', 'charge', 'year', 'epidemic', 'period', 'reinvent', 'chinese', 'economy', 'many', 'company', 'go', 'business', 'number', 'unemployed', 'people', 'major_citie', 'increased_dramatically', 'more', 'more', 'people', 'live', 'street', 'report', 'sleeping_bridge', 'fee', 'even', 'charge', 'some_place']"
38,38,2.0,0.9715,"city, live, good, year, people, no, clean, long, close, epidemic","['want', 'help', 'solve', 'economic', 'problem', 'make', 'chinese', 'rich', 'naturally', 'move', 'democracy', 'rule', 'law', 'just', 'rhetoric', 'shamelessly', 'force', 'democratic', 'enslave', 'mine', 'virus', 'leak', 'epidemic', 'close', 'current', 'infection', 'reason', 'stop', 'trade', 'eliminate', 'force', 'democratic', 'choose', 'suijin', 'time', 'time', 'again', 'tell', 'skin', 'pig', 'responsible']"
39,39,3.0,0.9975,"fever, go, foreign, xd, uncle, aunt, epidemic, year, again, city","['curse', 'time', 'again', 'still', 'think', 'say', 'very', 'well', 'talk', 'prevention', 'control', 'early', 'stage', 'epidemic', 'doesn', 'say', 'subsequent', 'human', 'disaster', 'good', 'origin', 'epidemic', 'initial', 'prevention', 'control', 'perspective', 'indeed', 'immediate', 'conceal', 'early', 'stage', 'closure', 'city', 'still', 'relatively', 'fast', 'afraid', 'difficult', 'other', 'country', 'achieve', 'now', 'look', 'more', 'common', 'ground', 'cooperation', 'avoid', 'war', 'maintain', 'independence', 'great', 'task', 'criticize']"
40,40,3.0,0.9975,"fever, go, foreign, xd, uncle, aunt, epidemic, year, again, city","['scold', 'again', 'still', 'think', 'speak', 'very', 'well', 'talk', 'prevention', 'control', 'early', 'stage', 'epidemic', 'doesn', 'say', 'subsequent', 'human', 'disaster', 'good', 'origin', 'epidemic', 'initial', 'prevention', 'control', 'perspective', 'indeed', 'immediate', 'conceal', 'early', 'stage', 'closure', 'city', 'still', 'relatively', 'fast', 'afraid', 'difficult', 'other', 'country', 'achieve', 'now', 'look', 'more', 'common', 'ground', 'cooperation', 'avoid', 'war', 'maintain', 'independence', 'great', 'task', 'criticize']"
41,41,1.0,0.9954,"city, people, year, business, even, big, chinese, closure, economy, memory","['collapse', 'chinese', 'company', 'cause', 'trend', 'unemployment_falle', 'street', 'also', 'charge', 'year', 'epidemic', 'period', 'reinvent', 'chinese', 'economy', 'many', 'company', 'go', 'business', 'number', 'unemployed', 'people', 'major_citie', 'increased_dramatically', 'more', 'more', 'people', 'live', 'street', 'report', 'sleeping_bridge', 'fee', 'even', 'charge', 'some_place']"
42,42,0.0,0.9948,"month, people, life, number, flight, human, closure, blockade, live, today","['closure', 'come', 'month', 'live', 'people', 'close', 'train', 'station', 'airport', 'drastically', 'reduce', 'number', 'flight', 'logistic', 'problem', 'life', 'people', 'suspend', 'month', 'today', 'blockade', 'line', 'blue', 'fence', 'cut', 'human', 'life', 'past']"
43,43,1.0,0.9954,"city, people, year, business, even, big, chinese, closure, economy, memory","['collapse', 'chinese', 'company', 'cause', 'trend', 'unemployment_falle', 'street', 'also', 'charge', 'year', 'epidemic', 'period', 'reinvent', 'chinese', 'economy', 'many', 'company', 'go', 'business', 'number', 'unemployed', 'people', 'major_citie', 'increased_dramatically', 'more', 'more', 'people', 'live', 'street', 'report', 'sleeping_bridge', 'fee', 'even', 'charge', 'some_place']"
44,44,1.0,0.9953,"city, people, year, business, even, big, chinese, closure, economy, memory","['collapse', 'chinese', 'company', 'cause', 'trend', 'unemployment', 'fall', 'street', 'also', 'charge', 'year', 'epidemic', 'period', 'revive', 'economy', 'many', 'company', 'go', 'business', 'number', 'unemployed', 'people', 'major_citie', 'increased_dramatically', 'more', 'more', '流落街頭', 'people', 'some_place', 'even', 'report', 'sleeping_bridge', 'fee', 'charge']"
45,45,1.0,0.9962,"city, people, year, business, even, big, chinese, closure, economy, memory","['erase', 'memory', 'year', 'fast', 'ordinary', 'people', 'bottom', 'even', 'remember', 'pandemic', 'grabbing_food', 'closure', 'city', 'stealing_fun', 'next_second', 'plunged_directly', 'ohio_leak', 'wang_xiaofei', 'big', 'follow', 'small', 'medium_sized', 'business', 'owner', 'year', 'immediately_took', 'loan', 'open_restaurant', 'teach', 'train', 'engage', 'commerce_inv', 'milk_tea', 'meet', 'provincial', 'city', 'leaders_promise', 'welcome', 'business', 'revitalize', 'economy', 'big']"
46,46,2.0,0.8962,"city, live, good, year, people, no, clean, long, close, epidemic","['long', 'pro', 'communist', 'issue', 'enemy', 'side', 'mankind', 'control', 'good', 'time', 'baibute', 'family', 'dinner', 'come', 'continue', 'fly', 'international', 'flight', 'closure', 'city', 'didn', 'mean', 'detoxify']"
47,47,0.0,0.9948,"month, people, life, number, flight, human, closure, blockade, live, today","['closure', 'come', 'month', 'live', 'people', 'close', 'train', 'station', 'airport', 'drastically', 'reduce', 'number', 'flight', 'logistic', 'problem', 'life', 'people', 'suspend', 'month', 'today', 'blockade', 'line', 'blue', 'fence', 'cut', 'human', 'life', 'past']"
48,48,1.0,0.9954,"city, people, year, business, even, big, chinese, closure, economy, memory","['collapse', 'chinese', 'enterprise', 'cause', 'trend', 'unemployment', 'fall', 'street', 'also', 'charge', 'year', 'epidemic', 'period', 'revive', 'chinese', 'economy', 'many', 'company', 'go', 'business', 'number', 'unemployed', 'people', 'major_citie', 'increased_dramatically', 'more', 'more', 'people', 'live', 'street', 'even', 'report', 'some_place', 'fee', 'charge']"
49,49,1.0,0.9953,"city, people, year, business, even, big, chinese, closure, economy, memory","['collapse', 'chinese', 'company', 'cause', 'trend', 'unemployment', 'fall', 'street', 'also', 'charge', 'year', 'epidemic', 'period', 'revive', 'chinese', 'economy', 'many', 'company', 'go', 'business', 'number', 'unemployed', 'people', 'major_citie', 'increased_dramatically', 'more', 'more', '流落街頭', 'people', 'some_place', 'even', 'charge', 'sleeping_bridge', 'fee']"
50,50,2.0,0.8962,"city, live, good, year, people, no, clean, long, close, epidemic","['long', 'pro', 'communist', 'issue', 'enemy', 'side', 'mankind', 'control', 'good', 'time', 'baibute', 'family', 'dinner', 'come', 'continue', 'fly', 'international', 'flight', 'closure', 'city', 'didn', 'mean', 'detoxify']"
51,51,0.0,0.9948,"month, people, life, number, flight, human, closure, blockade, live, today","['closure', 'come', 'month', 'live', 'people', 'close', 'train', 'station', 'airport', 'drastically', 'reduce', 'number', 'flight', 'logistic', 'problem', 'life', 'people', 'suspend', 'month', 'today', 'blockade', 'line', 'blue', 'fence', 'cut', 'human', 'life', 'past']"
52,52,0.0,0.9948,"month, people, life, number, flight, human, closure, blockade, live, today","['closure', 'come', 'month', 'live', 'people', 'close', 'train', 'station', 'airport', 'drastically', 'reduce', 'number', 'flight', 'logistic', 'problem', 'life', 'people', 'suspend', 'month', 'today', 'blockade', 'line', 'blue', 'fence', 'cut', 'human', 'life', 'past']"
53,53,0.0,0.9948,"month, people, life, number, flight, human, closure, blockade, live, today","['closure', 'come', 'month', 'live', 'people', 'close', 'train', 'station', 'airport', 'drastically', 'reduce', 'number', 'flight', 'logistic', 'problem', 'life', 'people', 'suspend', 'month', 'today', 'blockade', 'line', 'blue', 'fence', 'cut', 'human', 'life', 'past']"
54,54,2.0,0.8016,"city, live, good, year, people, no, clean, long, close, epidemic","['spring', 'festival', 'year', 'epidemic', 'control', 'various', 'place', 'last', 'year', 'close', 'end', 'month', 'way', 'year', 'year', 'month', 'month', 'definitely', 'significant', 'increase']"
55,55,3.0,0.5152,"fever, go, foreign, xd, uncle, aunt, epidemic, year, again, city","['mentally', 'disabled', 'stupid', 'global', 'epidemic', 'begin', 'begin', 'closure', 'fish', 'slip', 'net', 'flee', 'everywhere']"
56,56,1.0,0.9962,"city, people, year, business, even, big, chinese, closure, economy, memory","['erase', 'memory', 'year', 'fast', 'ordinary', 'people', 'bottom', 'even', 'remember', 'pandemic', 'grabbing_food', 'closure', 'city', 'stealing_fun', 'next_second', 'plunged_directly', 'ohio_leak', 'wang_xiaofei', 'big', 'follow', 'small', 'medium_sized', 'business', 'owner', 'year', 'immediately_took', 'loan', 'open_restaurant', 'teach', 'train', 'engage', 'commerce_inv', 'milk_tea', 'meet', 'provincial', 'city', 'leaders_promise', 'welcome', 'business', 'revitalize', 'economy', 'big']"
57,57,0.0,0.9948,"month, people, life, number, flight, human, closure, blockade, live, today","['closure', 'come', 'month', 'live', 'people', 'close', 'train', 'station', 'airport', 'drastically', 'reduce', 'number', 'flight', 'logistic', 'problem', 'life', 'people', 'suspend', 'month', 'today', 'blockade', 'line', 'blue', 'fence', 'cut', 'human', 'life', 'past']"
58,58,0.0,0.9948,"month, people, life, number, flight, human, closure, blockade, live, today","['closure', 'come', 'month', 'live', 'people', 'close', 'train', 'station', 'airport', 'drastically', 'reduce', 'number', 'flight', 'logistic', 'problem', 'life', 'people', 'suspend', 'month', 'today', 'blockade', 'line', 'blue', 'fence', 'cut', 'human', 'life', 'past']"
59,59,1.0,0.9962,"city, people, year, business, even, big, chinese, closure, economy, memory","['erase', 'memory', 'year', 'fast', 'ordinary', 'people', 'bottom', 'even', 'remember', 'pandemic', 'grabbing_food', 'closure', 'city', 'stealing_fun', 'next_second', 'plunged_directly', 'ohio_leak', 'wang_xiaofei', 'big', 'follow', 'small', 'medium_sized', 'business', 'owner', 'year', 'immediately_took', 'loan', 'open_restaurant', 'teach', 'train', 'engage', 'commerce_inv', 'milk_tea', 'meet', 'provincial', 'city', 'leaders_promise', 'welcome', 'business', 'revitalize', 'economy', 'big']"
60,60,1.0,0.9962,"city, people, year, business, even, big, chinese, closure, economy, memory","['erase', 'memory', 'year', 'fast', 'ordinary', 'people', 'bottom', 'even', 'remember', 'pandemic', 'grabbing_food', 'closure', 'city', 'stealing_fun', 'next_second', 'plunged_directly', 'ohio_leak', 'wang_xiaofei', 'big', 'follow', 'small', 'medium_sized', 'business', 'owner', 'year', 'immediately_took', 'loan', 'open_restaurant', 'teach', 'train', 'engage', 'commerce_inv', 'milk_tea', 'meet', 'provincial', 'city', 'leaders_promise', 'welcome', 'business', 'revitalize', 'economy', 'big']"
61,61,0.0,0.9948,"month, people, life, number, flight, human, closure, blockade, live, today","['closure', 'come', 'month', 'live', 'people', 'close', 'train', 'station', 'airport', 'drastically', 'reduce', 'number', 'flight', 'logistic', 'problem', 'life', 'people', 'suspend', 'month', 'today', 'blockade', 'line', 'blue', 'fence', 'cut', 'human', 'life', 'past']"
62,62,1.0,0.992,"city, people, year, business, even, big, chinese, closure, economy, memory","['erase', 'memory', 'year', 'fast', 'ordinary', 'people', 'bottom', 'even', 'remember', 'pandemic', 'grabbing_food', 'closure', 'city', 'stealing_fun', 'next_second', 'plunged_directly', 'ohio_leak', 'wang_xiaofei', 'big', 'plum_sauce']"
63,63,1.0,0.9962,"city, people, year, business, even, big, chinese, closure, economy, memory","['erase', 'memory', 'year', 'fast', 'ordinary', 'people', 'bottom', 'even', 'remember', 'pandemic', 'grabbing_food', 'closure', 'city', 'stealing_fun', 'next_second', 'plunged_directly', 'ohio_leak', 'wang_xiaofei', 'big', 'follow', 'small', 'medium_sized', 'business', 'owner', 'year', 'immediately_took', 'loan', 'open_restaurant', 'teach', 'train', 'engage', 'commerce_inv', 'milk_tea', 'meet', 'provincial', 'city', 'leaders_promise', 'welcome', 'business', 'revitalize', 'economy', 'big']"
64,64,0.0,0.9948,"month, people, life, number, flight, human, closure, blockade, live, today","['closure', 'come', 'month', 'live', 'people', 'close', 'train', 'station', 'airport', 'drastically', 'reduce', 'number', 'flight', 'logistic', 'problem', 'life', 'people', 'suspend', 'month', 'today', 'blockade', 'line', 'blue', 'fence', 'cut', 'human', 'life', 'past']"
65,65,1.0,0.9962,"city, people, year, business, even, big, chinese, closure, economy, memory","['erase', 'memory', 'year', 'fast', 'ordinary', 'people', 'bottom', 'even', 'remember', 'pandemic', 'grabbing_food', 'closure', 'city', 'stealing_fun', 'next_second', 'plunged_directly', 'ohio_leak', 'wang_xiaofei', 'big', 'follow', 'small', 'medium_sized', 'business', 'owner', 'year', 'immediately_took', 'loan', 'open_restaurant', 'teach', 'train', 'engage', 'commerce_inv', 'milk_tea', 'meet', 'provincial', 'city', 'leaders_promise', 'welcome', 'business', 'revitalize', 'economy', 'big']"
66,66,0.0,0.9948,"month, people, life, number, flight, human, closure, blockade, live, today","['closure', 'come', 'month', 'live', 'people', 'close', 'train', 'station', 'airport', 'drastically', 'reduce', 'number', 'flight', 'logistic', 'problem', 'life', 'people', 'suspend', 'month', 'today', 'blockade', 'line', 'blue', 'fence', 'cut', 'human', 'life', 'past']"
67,67,1.0,0.9962,"city, people, year, business, even, big, chinese, closure, economy, memory","['erase', 'memory', 'year', 'fast', 'ordinary', 'people', 'bottom', 'even', 'remember', 'pandemic', 'grabbing_food', 'closure', 'city', 'stealing_fun', 'next_second', 'plunged_directly', 'ohio_leak', 'wang_xiaofei', 'big', 'follow', 'small', 'medium_sized', 'business', 'owner', 'year', 'immediately_took', 'loan', 'open_restaurant', 'teach', 'train', 'engage', 'commerce_inv', 'milk_tea', 'meet', 'provincial', 'city', 'leaders_promise', 'welcome', 'business', 'revitalize', 'economy', 'big']"
