,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
10,10,0.0,0.4833,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['karantina_wilayah', 'pente', 'dulu', 'dengan', 'diluar']"
11,11,0.0,0.7084,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['doubt', 'good', 'purchase', 'last', 'while', 'ebike', 'certifiably', 'insane', 'daily', 'ride', 'lock', 'covid', 'lockdown']"
12,12,0.0,0.5084,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['indian', 'student', 'bnmu', 'need', 'help', 'covid', 'stick', 'here', 'condition', 'go', 'day', 'day', 'severe', 'able', 'go', 'back', 'country', 'lockdown', 'safe', 'here', 'compare', 'country']"
13,13,0.0,0.6497,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['mean', 'doesn', 'take', 'genius', 'understand', 'seasonal', 'flu', 'way', 'less', 'lethal', 'covid', 'doesn', 'develop', 'fucking', 'pneumonia', 'so', 'many', 'people', 'crowd', 'hospital', 'all', 'once', 'lockdown']"
14,14,0.0,0.675,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['sincerely', 'hope', 'case', 'far', 'too', 'early', 'predict', 'particularly', 'so', 'many', 'people', 'take', 'lockdown', 'excuse', 'party', 'fail', 'comprehend', 'importance', 'take', 'precaution', 'keep', 'other', 'safe', 'infection']"
15,15,0.0,0.6991,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['lockdown', 'diary', 'march', 'few', 'thought', 'observation', 'live', 'covid', 'lockdown', 're', 'all', 'together', 'cope']"
16,16,0.0,0.673,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['still', 'false', 'lockdown', 'put', 'economy', 'live', 'shame', 'government', 'covid']"
17,17,0.0,0.7173,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['then', 'become', 'governor', 'take', 'lockdown', 'state', 'fear', 'wide', 'spread', 'covid']"
18,18,0.0,0.4344,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['nnete', 'embarrass', 'behave', 'such', 'manner', 'esp', 'plead', 'business', 'price', 'hike', 'supportive', 'covid', 'pandemic', 'lockdown', 'shocking']"
19,19,0.0,0.6307,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['good', 'sue', 'mislead', 'public', 'alm', 'cause', 'get', 'ill', 'even', 'die', 'coronaupdate', 'covid', 'covid', 'sundaythought', 'quarantine']"
20,20,3.0,0.525,"right_now, indian, need, help, only, say, total, virus, more, week","['last', 'week', 'watch', 'business', 'income', 'stream', 'stop', 'due', 'covid', 'so', 'roll', 'sleeve', 'build', 'lockdown', 'ready', 'online', 'learning', 'platform', 'parent', 'kid', 'day', 'here', 'story']"
21,21,3.0,0.4685,"right_now, indian, need, help, only, say, total, virus, more, week","['wuhan_resident', 'estimate_base', 'calculation', 'cremation', 'urn', 'now', 'being_returne', 'family', 'between_die', 'city_surrounde', 'area', 'month', 'lockdown', 'far', 'more', 'official_figure', 'death', 'covid']"
22,22,0.0,0.5356,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['lockdown', 'number', 'professional', 'give', 'helpful', 'message', 'include', 'coronaviru', 'lockdown', 'covid', 'whathelps', 'coronaupdate', 'staysafe']"
23,23,0.0,0.5666,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['do', 'stay', 'productive', 'covid', 'lockdown', 'member', 'share', 'way', 'engage', 'stay', 'productive']"
24,24,0.0,0.4919,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['lockdown', 'public', 'market', 'covid', 'pandemic', 'magkakaroon', 'daw', 'kaugnay', 'entry', 'exit', 'point', 'pio']"
25,25,3.0,0.4685,"right_now, indian, need, help, only, say, total, virus, more, week","['wuhan_resident', 'estimate_base', 'calculation', 'cremation', 'urn', 'now', 'being_returne', 'family', 'between_die', 'city_surrounde', 'area', 'month', 'lockdown', 'far', 'more', 'official_figure', 'death', 'covid']"
26,26,0.0,0.6592,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['almost', 'run', 'idea', 'next', 'so', 'covid', 'covid', 'lockdown']"
27,27,0.0,0.511,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['town', 'mile', 'covid', 'lockdown', 'cope', 'tip', 'suggestion', 'other']"
28,28,0.0,0.4563,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['super', 'interesting', 'stuff', 'come', 'village', 'lockdown', 'young', 'people', 'take', 'combat', 'covid', 'sanitize', 'village', 'own']"
29,29,0.0,0.6166,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['house', 'stay', 'home', 'lockdown', 'covid']"
30,30,0.0,0.4919,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['run', 'weed', 'yesterday', 'smoke', 'went_into', 'lockdown', 'realize', 'fucking', 'crazy', 'world', 'right_now', 'really', 'hope', 'end', 'soon', 'so', 'get', 'back', 'normal', 'covid', 'lockdown']"
31,31,0.0,0.4584,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['beat', 'stir', 'crazy', 'blue', 'covidlockdown']"
32,32,0.0,0.4815,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['let', 'ask', 'more', 'close', 'acct', 'send', 'mill', 'get', 'reason', 'covid', 'lockdown']"
33,33,0.0,0.7394,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['get', 'extend', 'month', 'wave', 'slow', 'wave', 'lockdown', 'don', 'even', 'know', 'number', 'case', 'coronavirus', 'coronaupdate', 'covid']"
34,34,0.0,0.7089,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['portugal', 'treat', 'migrant', 'many', 'resident', 'see', 'even', 'human', 'portugal', 'humane', 'govt', 'believe', 'equality', 'fraternity', 'selfish', 'govt', 'promote', 'casteism', 'ruthless', 'elite', 'covid', 'lockdown']"
35,35,0.0,0.5077,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['geographic', 'variation', 'cuomo', 'argue', 'lockdown', 'appropriate', 'financial', 'center', 'covid', 'case', 'death', 'lockdown', 'active', 'amp', 'quarantine', 'case', 'police', 'enforce', 'house', 'arrest', 'surfer', 'except']"
36,36,0.0,0.4944,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['only', 'rich', 'test', 'happen', 'poor', 'masse', 'most', 'people', 'get', 'virus', 'recover', 'know', 'coronaupdate', 'covid', 'coronalesson', 'lockdown', 'norushchallenge']"
37,37,0.0,0.7139,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['covid', 'testing', 'expose', 'more', 'sick', 'amp', 'cause', 'number', 'say', 'extend', 'quarantine', 'overseas', 'arrival', 'infant', 'death', 'covid', 'report', 'show', 'slight', 'downturn', 'worldwide', 'case']"
38,38,0.0,0.4959,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['consolidated', 'guideline', 'coronaviru', 'follow', 'face', 'action', 'cornavirus', 'covid']"
39,39,0.0,0.6547,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['evidence', 'show', 'die', 'city', 'surrounding_area', 'half', 'month', 'lockdown', 'number', 'far', 'more', 'official', 'report', 'figure', 'death', 'covid']"
40,40,0.0,0.6272,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['coronavirus', 'lockdown', 'coronaupdate']"
41,41,0.0,0.57,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home",['vera']
42,42,0.0,0.7209,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['stay', 'home', 'save_live', 'save', 'make', 'fuss', 'lockdown', 'extend', 'good', 'humanity', 'covid', 'stayhome']"
43,43,0.0,0.7639,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['recently', 'submit', 'phd', 'antibiotic', 'resistance', 'day', 'lockdown', 'spend', 'year', 'lab', 'work', 'dangerous', 'pathogen', 'thinking', 'strong', 'immune_system', 'past', 'day', 'go', 'covid', 'symptom', 'never', 'ever', 'life', 'feel', 'horrible']"
44,44,0.0,0.635,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['coronaupdate', 'quarantine', 'covid', 'lockdown', 'italia']"
45,45,0.0,0.6314,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['pray', 'get', 'covid', 'kill', 'learn', 'today', 'owe', 'state', 'money', 'win', 'get', 'stimulus', 'money', 'bad', 'screw', 'now', 'lockdown', 'bad', 'really', 'really', 'bad']"
46,46,0.0,0.5965,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['covid', 'ro', 'normal', 'flu', 'then', 'spread', 'huge', 'lockdown', 'flu', 'infect', 'people', 'then', 'infect', 'so', 'layer', 'infect', 'people', 'covid', 'same', 'trajectory', 'layer', 'infect', 'people', 'power']"
47,47,0.0,0.6091,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['covid', 'confinement']"
48,48,0.0,0.539,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['election', 'year', 'covid', 'double', 'edge', 'sword', 'lockdown', 'help', 'covid', 'economy', 'potus', 'strength', 'screw', 'cater', 'economy', 'then', 'death', 'worsen', 'covid', 'crisis', 'nail', 'coffin', 'understand', 'sympathetic', 'potus']"
49,49,0.0,0.7629,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['covid', 'decision', 'government', 'declare', 'lockdown', 'state', 'make', 'provision', 'people', 'at_least', 'feed', 'real', 'pandemic', 'now', 'battle', 'way', 'nigeria']"
50,50,0.0,0.5647,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['all', 'lockdown', 'doesn', 'unite', 'spirit', 'song', 'covid', 'covidireland']"
51,51,0.0,0.5432,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['month', 'lockdown', 'original', 'coronavirus', 'epicentre', 'begin', 're', 'open', 'covid', 'news']"
52,52,0.0,0.6299,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['see', 'renew', 'interest', 'drone', 'delivery', 'up', 'partner', 'wingcopter', 'up', 'covid']"
53,53,0.0,0.5367,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['extend', 'say', 'pandemic', 'peak', 'two_week', 'insist', 'never', 'threaten', 'quarantine', 'new_york', 'easter', 'deadline', 'just', 'aspiration', 'daily', 'mail', 'online', 'covid']"
54,54,0.0,0.4862,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['covid', 'movementorder', 'lockdown', 'gamingsafe', 'few', 'suggestion', 'passthetime', 'remember', 'staysafe', 'playsafe', 'playresponsibly', 'slot', 'onlinecasino', 'scratchcard']"
55,55,0.0,0.4257,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['people', 'smart', 'support', 'lockdown', 'problem', 'idiot', 'cause', 'threat', 'govt', 'deny', 'treatment', 'nurse', 'need', 'law', 'allow', 'doctor', 'nurse', 'right', 'refuse', 'covid', 'republictv']"
56,56,0.0,0.683,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['prove', 'strong', 'family', 'couple', 'child', 'reveal', 'secret', 'survive', 'lockdown', 'coronavirus', 'covid']"
57,57,0.0,0.6396,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['now', 'starve', 'hungry', 'pigeon', 'seagull', 'get', 'aggressive', 'food', 'pick', 'lockdown', 'covid', 'isolation']"
58,58,0.0,0.6757,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['miss', 'friend', 'so', 'make', 'sim', 'hang', 'weekend', 'stayhome', 'lockdown', 'coronavirus', 'covid']"
59,59,0.0,0.5906,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['last', 'month', 'coronavirus']"
60,60,0.0,0.5786,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['only', 'save', 'covid', 'health', 'system', 'maybe', 'go', 'learn', 'lesson', 'especially', 'thug', 'use', 'politician', 'covid']"
61,61,0.0,0.5763,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['citizen', 'bad', 'death', 'people', 'power', 'shouldn', 'power', 'saveus', 'covidlockdown']"
62,62,0.0,0.7061,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['health', 'startup', 'raise', 'hour', 'scale', 'covid', 'testing', 'coronaupdate', 'lockdown']"
63,63,0.0,0.5125,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['keep', 'come', 'face', 'report', 'status', 'crisis', 'quarrel', 'trump', 'slowness', 'give', 'confuse', 'covid', 'map', 'percentage', 'bracket', 'zone', 'raw', 'count', 'order', 'full', 'lockdown', 'covid']"
64,64,0.0,0.5976,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['impose', 'day', 'lockdown', 'nationwide', 'central', 'govt', 'make', 'contingency', 'plan', 'thousand', 'migrant_worker', 'now', 'bereft', 'food', 'shelter', 'work', 'today', 'migrant_worker', 'die', 'try', 'get', 'home', 'transportation', 'service', 'series', 'covid']"
65,65,0.0,0.6838,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['try', 'stem', 'migrant', 'worker', 'exodus', 'covid', 'covid']"
66,66,0.0,0.5307,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['lockdown', 'day', 'hours_minute', 'kfc', 'essential_service', 'dayslockdownsa_stayhomesa', 'covid']"
67,67,0.0,0.5692,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['covid', 'coronalesson', 'coronaupdate', 'untilltomorrow', 'エール', 'babyxaro', 'pinokyoterim']"
68,68,0.0,0.495,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['take', 'tour', 'empty', 'street', 'cat', 'sight', 'normally', 'bustle', 'site', 'such', 'cathedral', 'eiffel', 'tower', 'free', 'tourist', 'french', 'capital', 'enter', 'day', 'lockdown', 'stop', 'spread', 'covid', 'video', 'reuter']"
69,69,0.0,0.6085,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['so', 'tough', 'crop', 'dust', 'place', 'unsuspecting', 'grocery', 'store', 'customer', 'covid', 'covid', 'coronavirus', 'quarantine', 'lockdown', 'washingtonstate']"
70,70,0.0,0.6908,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['first', 'ever', 'paint', 'heal', 'mother', 'earth', 'see', 'world', 'now', 'use', 'time', 'discover', 'covid', 'lockdown']"
71,71,0.0,0.6166,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['take', 'last', 'road', 'trip', 'adventure', 'lockdown', 'aka', 'quarantine', 'snow', 'memorie', 'adventure', 'covid']"
72,72,0.0,0.4939,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['re', 'launch', 'covid', 'response', 'like', 'part', 'dm', 'immediately', 'rich', 'share', 'share', 'share', 'send', 'now', 'coronaupdate']"
73,73,0.0,0.6847,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['know', 'bad', 'trump', 'extend', 'lockdown', 'day', 'covid']"
74,74,0.0,0.6301,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['so', 'far', 'covid', 'snakeflu', 'pandemic', 'lockdown', 'resident', 'probably', 'cumulatively', 'gain', 'as', 'much', 'weight', 'fully', 'load', 'freighter', 'aviation', 'oop', 'day']"
75,75,0.0,0.5917,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['coronaupdate', 'sundaymorne', 'abceyewitness', 'covid', 'quarantine', 'lockdown', 'coronavirus', 'quarantinelife', 'washyourhand', 'coronaupdate']"
76,76,0.0,0.6553,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['sorry', 'guy', 'extend', 'month', 'covid', 'coronavirus', 'quarantine']"
77,77,0.0,0.4966,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['stay_safe', 'lockdown', 'goodvibe', 'retweet', 'repost', 'sharethelove', 'rise', 'covid', 'covid', 'jobshire', 'jobopportunity', 'jobseeker', 'jobhunte', 'thecokesman']"
78,78,0.0,0.4979,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['grateful', 'proactive', 'timeline']"
79,79,0.0,0.5251,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['more', 'original', 'creation', 'metal', 'welding', 'studio', 'machine', 'see', 'bender', 'covid', 'lockdown', 'quarantine', 'untilltomorrow', 'contemporaryart']"
80,80,0.0,0.5262,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['watch', 'entertainment', 'music', 'lockdown', 'cornoravirusuk', 'cooking', 'artsandcraft', 'booksread', 'comic_strip', 'covid', 'show']"
81,81,0.0,0.4588,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['good', 'old', 'tortillapizza', 'say', 'family', 'quesadilla', 'kid', 'so', 'asian', 'imotostake', 'covidlockdown']"
82,82,0.0,0.5581,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['isolation', 'illustration', 'miss', 'miss', 'fucking', 'thing', 'miss', 'isolation', 'isolationday', 'lockdown', 'covid', 'coronavirus', 'pandemic', 'miss']"
83,83,0.0,0.6926,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['know', 're', 'actual', 'lockdown', 'time', 'stay', 'home', 'order', 'very', 'good', 'advice']"
84,84,0.0,0.5793,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['actor', 'urge', 'use', 'hotel', 'refuge', 'covid', 'lockdown', 'refuge']"
85,85,0.0,0.7865,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['covid', 'continue', 'spread', 'globally', 'country', 'country', 'implement', 'non_essential', 'service', 'operation', 'lockout', 'non_essential', 'people', 'citizen', 'lock', 'good', 'consider', 'essential', 'manage', 'emergency']"
86,86,0.0,0.5926,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['suggest', 'total', 'lockdown', 'oyo', 'state', 'third', 'high', 'covid', 'case', 'shouldn', 'take', 'lightly']"
87,87,0.0,0.744,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['beginning', 'hole', 'home', 'dare', 'leave', 'place', 'unattende', 'bushfire', 'risk', 'mum', 'evacuate', 'twice', 'aged', 'care', 'facility', 'fire', 'now', 're', 'home', 'again', 'covid', 'lockdown']"
88,88,0.0,0.7139,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['basic', 'sponge', 'cake', 'plain', 'cake', 'cake', 'recipe', 'make', 'sponge', 'cake', 'home', 'covid', 'lockdown', 'home', 'activity', 'spongecake']"
89,89,0.0,0.6521,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['here', 'one', 'go', 'covid', 'pandemic', 'increase', 'exponentially', 'lockdown', 'removal', 'endow', 'right', 'especially', 'removal', 'stamend', 'righttoworship', 'publicprayer', 'set', 'free', 'nosocialistmed']"
90,90,0.0,0.4278,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['smart', 'smart', 'husband', 'unpack', 'delivery', 'household', 'item', 'covid', 'lockdown', 'stonehenge', 'selfisolate', 'quarantinelife']"
91,91,0.0,0.726,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['just', 'trump', 'extend', 'coronavirus', 'social_distancing', 'guideline', 'economic', 'lockdown', 'video', 'coronavirus', 'covid']"
92,92,0.0,0.4216,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['complete', 'mannequin', 'fact', 'life', 'completely', 'lifeless', 'amp', 'disgrace', 'prerecord', 'presidential', 'speech', 'message', 'hope', 'palliative', 'cushion', 'lockdown', 'effect', 'utter', 'rubbish', 'covid']"
93,93,0.0,0.5235,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['morning', 'offer', 'prayer', 'pandemic', 'masse', 'livestreame', 'covid', 'lockdown']"
94,94,0.0,0.5153,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['trump', 'foi', 'disse', 'mortos', 'mese', 'prevista', 'eat', 'morte', 'mese', 'coronavirus', 'covid']"
95,95,0.0,0.5153,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['trump', 'foi', 'disse', 'mortos', 'mese', 'prevista', 'eat', 'morte', 'mese', 'coronavirus', 'covid']"
96,96,0.0,0.7503,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['teenage', 'son', 'work', 'supermarket', 'class', 'essential', 'part', 'want', 'quit', 'mean', 'more', 'hour', 'other', 'expose', 'lucky', 'enough', 'buy', 'mask', 'lockdown', 'covid', 'masksall']"
97,97,0.0,0.4155,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['publicatie', 'het', 'buitenland', 'besmette', 'door', 'het', 'covid', 'vergelijking', 'meet', 'situatie', 'duitsland', 'catch', 'herd_immunity', 'hit', 'hard', 'covid', 'update']"
98,98,0.0,0.5472,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['remain', 'stay', 'home', 'lockdown', 'include', 'easter', 'likely', 'summer', 'work', 'flattenthecurve', 'together', 'require', 'time', 'trust', 'temperance', 'essential', 'business', 'continue', 'use', 'social_distancing', 'hygiene', 'procedure', 'covid']"
99,99,0.0,0.706,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['still', 'positivity', 'leave', 'covid', 'outbreak', 'look', 'beauty', 'mother', 'earth', 'pmcarefund']"
100,100,0.0,0.4931,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['art', 'storyteller', 'spanish', 'covid', 'lockdown', 'special', 'episode', 'day', 'spanish', 'covid', 'lock_down', 'warning', 'american', 'friend', 'alanjfisher', 'writer', 'youtube']"
101,101,0.0,0.481,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['go', 'total', 'lockdown', 'atleast', 'day', 'help', 'contain', 'covid', 'instead', 'current', 'curfewke', 'retweet', 'reply', 'comment']"
102,102,0.0,0.5239,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['stay_safe', 'lockdown', 'goodvibe', 'retweet', 'repost', 'sharethelove', 'rise', 'covid', 'covid', 'covid', 'jobopening', 'jobvacancie', 'application', 'job', 'vacancie', 'jobshire']"
103,103,0.0,0.6344,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['listen', 'expert', 'nationwide', 'lockdown', 'expect', 'many', 'more', 'covid', 'case', 'next', 'week', 'lockdown', 'now']"
104,104,0.0,0.6397,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['good', 'here', 'however', 'good', 'friend', 'our', 'covid', 'certainly', 'bring', 'home', 'effect', 'people', 'know', 'mum', 'dad', 'enter', 'week', 'lockdown', 'safe', 'wife', 'work', 'home']"
105,105,0.0,0.7221,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['even', 'try', 'negative', 'here', 'emergency', 'complete', 'lockdown', 'curb', 'spread', 'covid', 'major', 'city', 'seem', 'more', 'genocide', 'hunger', 'attempt', 'especially', 'alleviate', 'measure', 'put', 'place', 'otunbaspeak']"
106,106,0.0,0.4736,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['embark', 'covid', 'lockdown', 'partnership', 'ngo', 'launch', 'call', 'center', 'victim', 'sexual', 'gender', 'base', 'violence', 'reach', 'here', 'ensure', 'freedom', 'justice']"
107,107,0.0,0.6331,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['time', 'rose', 'garden', 'briefing', 'trump', 'claim', 'only', 'day', 'lockdown', 'die', 'span', 'less', 'hour', 'trumppressconf', 'covid', 'coronaviru']"
108,108,0.0,0.5704,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['coronaupdate', 'covid', 'coronavirus', 'covid', 'sundaythought', 'covidiot', 'flattenthecurve', 'quarantine', 'quarentinelife', 'ingenuity']"
109,109,0.0,0.5846,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['busy', 'week', 'covid', 'lockdown', 'crew', 'late', 'news', 'view', 'duration', 'look', 'forward', 'virtual', 'company']"
110,110,0.0,0.5153,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['trump', 'foi', 'disse', 'mortos', 'mese', 'prevista', 'eat', 'morte', 'mese', 'coronavirus', 'covid']"
111,111,0.0,0.6195,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['see', 'drop', 'bank', 'account', 'anywhere', 'look', 'away', 'mind', 'damn', 'business', 'pride', 'lockdown', 'just', 'lago', 'cutdataprice', 'stress', 'abeg', 'covid', 'coronaupdate', 'lockdown']"
112,112,0.0,0.5164,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['inside', 'shelterinplace', 'quarantinelife', 'quarantine', 'covid', 'coronavirus', 'covid', 'sundaythought', 'lockdown', 'music', 'chrismann', 'parody', 'lol']"
113,113,0.0,0.3694,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['social_distancing', 'quarantine', 'lead', 'psychological', 'burden', 'troublesome', 'hell', 'extrovert', 'strenuous', 'introvert', 'also', 'online', 'course', 'international', 'university', 'spending', 'time', 'book', 'movie', 'online', 'comedy', 'help', 'covidlockdown', 'mentalhealth']"
114,114,0.0,0.6535,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['strange', 'turn', 'event', 'feel', 'more', 'connected', 'people', 'social_distancing', 'lockdown', 'lockdown', 'covid']"
115,115,0.0,0.4997,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['recuperation', 'rapide', 'tous', 'ceux', 'affecte', 'continue', 'elle', 'epargne', 'emporter']"
116,116,0.0,0.541,"covid, lockdown, first, tune, coronavirus, day, people, time, go, home","['break', 'news', 'expand', 'lockdown', 'coronavirus', 'double', 'covid', 'coronavirus', 'travelban', 'saudinew', 'health', 'healthnew']"
