id,bid,text,time,author,repost_count,comment_count,attitudes_count,text_lemme,top_emotion,top_emotion_score,second_emotion,second_emotion_score,third_emotion,third_emotion_score
4.89E+15,MzYAGbATM,Today last year the beginning of the closure of the city for 2 and a half . I always lament that time so fast . What does nostalgia for the past explain  ,4/1/2023 15:53,花朝静,0,0,0,today year beginning closure city 2 half lament time fast nostalgia past explain,optimism,0.995971978,neutral,0.001409499,approval,0.0005331
4.89E+15,MzYzKenRd,Today I  m traveling to commemorate the closure of the city last year and today . to be in again,4/1/2023 15:50,金投魅颖,0,0,1,today m traveling commemorate closure city year today,joy,0.935126364,neutral,0.023835585,grief,0.009091898
4.89E+15,MzYdZ0mCs,"On this day of last year , the closure of the city . On this day of sitting and waiting to run out of food , drink a cup of milk tea and take a look around",4/1/2023 14:57,娜拉的腿腿子,0,0,0,day year closure city day sitting waiting run food drink cup milk tea look,disappointment,0.996916771,neutral,0.000728265,approval,0.000413332
4.89E+15,MzXtx8npd,"were at Jing  an Temple at this time a year ago . On the eve of the closure of Shanghai , there were few on the streets .",4/1/2023 13:02,燃烧的雾港水手,8,10,289,jing temple time year ago eve closure shanghai street,approval,0.996068597,neutral,0.001805848,realization,0.000491489
4.89E+15,MzXTp6tjr,"On Everyday Fantasy , there is a rich baby who about living in a big open field in Shanghai  s inner ring . The wife who on him brought him a son . The old man  s mother and mother are responsible for living . Her mission is to sleep until she wakes up naturally every day , eat small prepared by her wife , and enjoy the neighborhood  s past with luxurious double on the balcony . She occasionally long pants and . The closure of Shanghai had no effect on his family . There are three of daily powder absorption ... full text",4/1/2023 14:06,财小琛,0,0,0,everyday fantasy rich baby living big open field shanghai s inner ring wife brought son old man s mother mother responsible living mission sleep wake naturally day eat small prepared wife enjoy neighborhood s past luxurious double balcony occasionally long pant closure shanghai effect family daily powder absorption text,neutral,0.943267941,joy,0.028452715,approval,0.014669359
4.89E+15,MzXR5qs52,"The first anniversary of the closure of the city finally stopped missing spring this year , Garden",4/1/2023 14:00,机智如我啊哈哈哈,0,8,4,anniversary closure city finally stopped missing spring year garden,excitement,0.954336822,neutral,0.017495481,joy,0.012587374
4.89E+15,MzXQ63jde,The city was closed down today last year,4/1/2023 13:58,Lucky上帝的孩子924,0,0,0,city closed today year,joy,0.939263165,neutral,0.017467793,excitement,0.009619645
4.89E+15,MzXP7rsM3,"What in March of last year ? The closure of the city . Originally , Li  s company to send him on a business trip to because the closure of the city  t happen . You also know that there was a plane crash in in March . Our small town was closed down for over 2 before it was let go . 3 . 8 is  s Day . I bought a pair of for him at the mall that day . I him to come here to pick them up . He  t pull them off and took them back after two days . We  t meet when the city was closed down . After the blockade was , it was on 4 . 10 that day ... full story",4/1/2023 13:56,利维坦sakk,0,0,0,march year closure city originally li s company send business trip closure city t happen know plane crash march small town closed 2 let 3 8 s day bought pair mall day come pick t pull took day t meet city closed blockade 4 10 day story,disapproval,0.988074362,neutral,0.003449011,approval,0.002346551
4.89E+15,MzXFa9wtz,It turns out that the closure of Shanghai was already a year ago,4/1/2023 13:31,狗勾睡大觉_,0,0,0,turn closure shanghai year ago,approval,0.990145743,neutral,0.005740306,realization,0.00160014
4.89E+15,MzXt061g3,"First anniversary of the closure of the city , , Shanghai",4/1/2023 13:01,全全呀圈QUAN,0,0,1,anniversary closure city shanghai,realization,0.995729983,neutral,0.000965446,approval,0.000638344
4.89E+15,MzXpHifnH,"Last year today , the city was closed down ! Two ...",4/1/2023 12:53,呆毛毛杨一二,0,0,1,year today city closed !,grief,0.427325934,sadness,0.282461107,neutral,0.160607949
4.89E+15,MzXmUqqcb,From the closure and clearing of the city of three ago to being forced to abandon the clean - up policy in last year,4/1/2023 12:46,长见密叶翠光流,0,0,1,closure clearing city ago forced abandon clean policy year,approval,0.912604153,neutral,0.052406374,realization,0.028224256
4.89E+15,MzWQl32d2,"Although the family structure is similar , the attitude is completely different . The people in my family who have closed down the city due to the pandemic have not even said a word of greeting .",4/1/2023 11:26,馋秋刀鱼的猫,0,0,0,family structure similar attitude completely different people family closed city pandemic said word greeting,neutral,0.710084796,realization,0.174446598,disapproval,0.066678271
4.89E+15,MzWNgFCJM,"Twenty ago today , my favorite singer left . Today last year , a terrible . 365 days a year , 4 / 1 was really my least favorite day .",4/1/2023 11:18,阿姨您这是喜脉呀,0,0,0,ago today favorite singer left today year terrible 365 day year 4 1 favorite day,excitement,0.680445075,joy,0.186400875,fear,0.029761322
4.89E+15,MzWN4ksC7,"In between , I saw this old book on the bookshelf . In 2013 , ten after , to commemorate the experience and perception , wrote the book “ Don  t Forget ”. At the time , I thought we would never go through that kind of process again . On the day of the COVID - 19 outbreak in 2020 and the closure of on 23 , posted a commemorative text on about “ Don  t lose , don  t forget ”. “ Never Lose , Never Forget ” was in 2013 , and it  s been ten since then . ... full text",4/1/2023 11:18,心理咨询师程颖,0,0,0,saw old book bookshelf 2013 commemorate experience perception wrote book â€œ t forget â€ time thought kind process day covid 19 outbreak 2020 closure 23 posted commemorative text â€œ t lose t forget â€ â€œ lose forget â€ 2013 s text,realization,0.99278897,neutral,0.002447817,sadness,0.000814977
4.89E+15,MzWHWoyJb,"Let me just say here again . I haven  t seen any credit for COVID - 19 ; apart from daring to say that it spread from person to person , causing panic , more than 5 million people ran out before the closure of the city , which led to the spread of the epidemic . Although treatment was involved in COVID - 19 , Western medicine and Western medicine had no specific medicine , it was just their and fooling the public ! It actually  t work at all ; some treatment are harmful ! “ Academician  s latest speech at a medicine seminar !” Links to web",4/1/2023 11:05,#NAME?,0,0,0,let haven t seen credit covid 19 apart daring spread person person causing panic 5 million people ran closure city led spread epidemic treatment involved covid 19 western medicine western medicine specific medicine fooling public ! actually t work treatment harmful ! â€œ academician s latest speech medicine seminar ! â€ link web,sadness,0.701858461,fear,0.173054934,neutral,0.052539915
4.89E+15,MzWBZAVwG,"On the first anniversary of the closure of the city , escape from here",4/1/2023 10:50,卿颜__,0,0,2,anniversary closure city escape,realization,0.994642138,neutral,0.001012553,approval,0.000775135
4.89E+15,MzWBCuKvZ,"A year ago today , Shanghai closed down .",4/1/2023 10:50,黑暗破坏大文盲,0,5,3,year ago today shanghai closed,joy,0.970396399,neutral,0.008325584,realization,0.006469809
4.89E+15,MzWwGo6wZ,First anniversary of the closure of the city,4/1/2023 10:37,hopessmoon,0,0,0,anniversary closure city,realization,0.99647826,neutral,0.000498589,approval,0.000480159
4.89E+15,MzWnW9rRY,"The first anniversary of the closure of the city , my family",4/1/2023 10:16,我陪你同往,0,0,1,anniversary closure city family,realization,0.990490556,neutral,0.001428292,sadness,0.001138036
4.89E+15,MzWjLjpmC,  ， ， ！,4/1/2023 10:06,高妙桂,0,1,2,ï¼Œ ï¼Œ ï¼,approval,0.829933643,neutral,0.111163348,amusement,0.013956976
4.89E+15,MzWj29544,"It  s , a new beginning . Remember last . After Shanghai was closed down for a long time , large - scale city all over the country . When I was , I in the community and the doctor keep alcohol , and my would freeze . Stuck at home like this , it  s like I  spring . In of this year , the weather was much warmer than last year . As , I was in full bloom with spring . I watched the grass green , the , and went on a green outing . People also seem to be getting better day by day . Every star ... full text",4/1/2023 10:04,肉团子_Sun,0,2,0,s new beginning remember shanghai closed long time large scale city country community doctor alcohol freeze stuck home like s like spring year weather warmer year bloom spring watched grass green went green outing people getting better day day star text,approval,0.68443197,realization,0.294611514,neutral,0.014240116
4.89E+15,MzW8SqeSM,"  ， 。。。 There  s just one sentence , it  s possible to knock out all the that enter the city from outside and go back together to the state where it was before the closure of the city !",4/1/2023 9:39,用户7206491324,0,0,0,ï¼Œ ã€‚ã€‚ã€‚ s sentence s possible knock enter city outside state closure city !,approval,0.961955428,neutral,0.013412642,disapproval,0.012482188
4.89E+15,MzW1tu2pH,The closure of the city during last year and the blooming season . I really want to enjoy the this year,4/1/2023 9:20,采采未央,0,0,0,closure city year blooming season want enjoy year,excitement,0.977079749,joy,0.008709966,neutral,0.004401847
4.89E+15,MzVZ7xQsL,"Last year today , Shanghai was closed down .",4/1/2023 9:15,禾女士在念書,0,0,2,year today shanghai closed,approval,0.92935282,neutral,0.02682492,sadness,0.008831368
4.89E+15,MzVYkc4iz,First anniversary of the closure of the city,4/1/2023 9:13,水柱牛肉,0,0,0,anniversary closure city,realization,0.99647826,neutral,0.000498589,approval,0.000480159
4.89E+15,MzVL0ljc9,The behind the closure of the city on 1 had a bit of a sense of humour .,4/1/2023 8:40,Hyde-3-,0,0,0,closure city 1 bit sense humour,approval,0.994935572,neutral,0.003200815,amusement,0.000347262
4.89E+15,MzVk83xFq,"I  m very happy every time I go to work on a motorcycle on the weekend , because I feel that the road is smooth and then I suddenly remember that it  s because other people don  t go to work on the weekend and are suddenly unhappy ( the most enjoyable time to ride a motorcycle was when the city was closed due to the pandemic , only 🏥 had to go to work )",4/1/2023 7:34,lok666caco,0,2,0,m happy time work motorcycle weekend feel road smooth suddenly remember s people t work weekend suddenly unhappy enjoyable time ride motorcycle city closed pandemic ðŸ¥ work,approval,0.982596934,joy,0.004420303,neutral,0.003607543
4.89E+15,MzV0uk3HU,First anniversary of the closure of the city,4/1/2023 6:45,Taurus_0502丶,0,0,0,anniversary closure city,realization,0.99647826,neutral,0.000498589,approval,0.000480159
4.89E+15,MzUZ0DkxU,"Cherry bloom this month , and on the eve of the closure of the city this month last year , I also went to to see cherry in with the light of a colleague ( alumni can bring their in ), and then the leader ice cream and saw the sleeping cat early in the morning , and Bob was also a bit nervous who understood that it was really the first time that Bob Charming went out to eat hot pot with her during a lunch break , but she slowly learned that she  t get along with her ... full story",4/1/2023 6:42,CJ五角场阿鳍,0,0,1,cherry bloom month eve closure city month year went cherry light colleague alumnus bring leader ice cream saw sleeping cat early morning bob bit nervous understood time bob charming went eat hot pot lunch break slowly learned t story,approval,0.853232026,nervousness,0.058282938,neutral,0.047827184
4.89E+15,MzUCUrCk0,"The best time to practice was probably in of last year . I do twice a day , once in the morning and once in the evening , and commute to work in the evening to train strength for over an hour . I was really at the time . I went out for a run after 5 in the morning , but I was also nervous . My was high , and my body was in an unhealthy state . I caught a severe cold once in , and after the pandemic closed down the city , the frequency of fitness was not that high . I  m thinking , do I want a low body fat or a healthy body ... full story",4/1/2023 5:47,拿铁的奶油小老虎,0,3,0,best time practice probably year twice day morning evening commute work evening train strength hour time went run 5 morning nervous high body unhealthy state caught severe cold pandemic closed city frequency fitness high m thinking want low body fat healthy body story,approval,0.556122124,neutral,0.389571935,admiration,0.039780144
4.89E+15,MzUgs7mDb,"I stayed up late in history today and chirping , and I suddenly that today was the first anniversary of the beginning of the closure of the city",4/1/2023 4:52,困路之跃,0,3,20,stayed late history today chirping suddenly today anniversary beginning closure city,realization,0.995471001,neutral,0.001153924,approval,0.000749071
4.89E+15,MzU4iE9Ti,The first anniversary of the closure of the castle 😸,4/1/2023 4:22,_annabear,0,0,2,anniversary closure castle ðŸ˜¸,disappointment,0.780641079,neutral,0.198510647,sadness,0.003167945
4.89E+15,MzTWLpsGh,"No matter how loud the sound of “ New Year  s Message ” 23 . 1 . 1 is , it  s still pale and weak ! That is not the voice of the people . Cheeky and shameless , by the sea , suddenly disgusted . The place where you were born is the motherland . It is your mother who you life , and you can  t forget it for the rest of your life . A flesh - and - blood feeling , a heart of affection , is for a free life . No high , no iron , no closure of the city . Whether a citizen is a subject or a public servant or a master on political . The truth of life ... full text",4/1/2023 4:03,丘山林雨,0,0,0,matter loud sound â€œ new year s message â€ 23 1 1 s pale weak ! voice people cheeky shameless sea suddenly disgusted place born motherland mother life t forget rest life flesh blood feeling heart affection free life high iron closure city citizen subject public servant master political truth life text,annoyance,0.940683246,neutral,0.046810042,anger,0.003258732
4.89E+15,MzTye1Ryk,"On 1 , 2022 , the city of was closed down !",4/1/2023 3:03,这个号不能再封了,0,0,1,1 2022 city closed !,approval,0.852418005,neutral,0.050728556,excitement,0.020139413
4.89E+15,MzTs772l3,"Last year , from August until the end of the year , my whole person experienced a state of being one after another : sad , the closure of the city made it even harder to hurt , Yang , the most boring New Year  s Eve in history , this year went by so fast . I felt like life flew by in a blink of an eye I was left feeling like four have since I was in a hurry , but I still haven  t my blood , it  s true that my energy been seriously hurt ( )",4/1/2023 2:48,潜水员RR,0,0,0,year august end year person experienced state sad closure city harder hurt yang boring new year s eve history year went fast felt like life flew blink eye left feeling like hurry haven t blood s true energy seriously hurt,sadness,0.478895187,disappointment,0.380205601,neutral,0.08216612
4.89E+15,MzTaiBbh6,The feeling that the closure of the city brought me was essentially a fault in life . My life fell directly into the big world after being stripped of a landslide in fantasy,4/1/2023 2:04,雨季游泳请谨慎仰头,0,1,0,feeling closure city brought essentially fault life life fell directly big world stripped landslide fantasy,neutral,0.976325333,sadness,0.010921876,disappointment,0.005120013
4.89E+15,MzT31popG,"Many have since you left , for example , . Wang will stop by to see my grandmother when she my grandmother , and I remember the last time she saw you was when she picked me up before the city was closed down , she still that your dad  t find out that you had cancer at the time , I regret not you during the Ching Ming Festival , and I miss you again",4/1/2023 1:46,AnnE不在,0,0,0,left example wang stop grandmother grandmother remember time saw picked city closed dad t cancer time regret ching ming festival miss,sadness,0.694963694,remorse,0.222997695,neutral,0.039844137
4.89E+15,MzSThlQWz,"Last year , closed down after 00 : 00 today . This  t an Fool  s Day joke .",4/1/2023 1:22,四年没爬墙了,0,0,0,year closed 00 00 today t fool s day joke,neutral,0.792956233,amusement,0.140639976,joy,0.060219508
4.89E+15,MzSSihpnM,"It  s like about this time last year , I was still in the middle of my bedroom , World War , and the confusion of work . A few deep : and ; and moving ; and  s graduation trip to , waking up all over the place and crying silently on the high - speed rail ; sneaking around and making noise on the high - speed rail ; the fear of the closure of the city in ; the fear of the closure of the city in ; the fear of the closure of the city in ; the fear of the closure of the city in , knowing that the young sister from the house next door together every day , and food and from her aunt on the opposite side ; for the exam in ... full text",4/1/2023 1:20,#NAME?,0,2,1,s like time year middle bedroom world war confusion work deep moving s graduation trip waking place cry silently high speed rail sneaking making noise high speed rail fear closure city fear closure city fear closure city fear closure city knowing young sister house door day food aunt opposite exam text,confusion,0.730421841,neutral,0.227269486,fear,0.020069055
4.89E+15,MzSPUcJOQ,It  s actually been a year since the closure of Shanghai ; it  s also Lee  s one year old in the true sense of the word,4/1/2023 1:14,忽而今夏764,0,0,0,s actually year closure shanghai s lee s year old true sense word,realization,0.973133802,neutral,0.018211333,approval,0.006217362
4.89E+15,MzSKGhPsQ,The special day is worth posting a to commemorate the first anniversary of the closure of the city ~ Shanghai,4/1/2023 1:01,Redamancy_CH49,0,0,4,special day worth posting commemorate anniversary closure city shanghai,admiration,0.963587105,neutral,0.012733052,joy,0.01049511
4.89E+15,MzSIh7NBe,The first anniversary of the closure of,4/1/2023 0:55,A聖誕快樂_,0,0,1,anniversary closure,grief,0.990901351,neutral,0.001723142,sadness,0.001196867
4.89E+15,MzSrrqZO3,"After that year and today , I really just over and over again last year and today , while blaming people , there was a mandarin pot style closure in Shanghai , and I cursed n",4/1/2023 0:13,offtoneverland,0,0,0,year today year today blaming people mandarin pot style closure shanghai cursed n,optimism,0.995960772,neutral,0.001109459,realization,0.000354123
4.89E+15,MzSrn1eEo,"The closure of Shanghai on this day last year . It  s been a year ,",4/1/2023 0:13,philgrim,0,0,1,closure shanghai day year s year,admiration,0.989895165,neutral,0.002534634,excitement,0.00154625
4.89E+15,MzSmDwif4,"The last time I through this street , the city was closed down . There  t a single car or pedestrian on the road , all the were closed , the were dim , and my dad drove me to the airport in the early of the morning , smoking . Now it  s crowded and bustling again , and even more than half of people don  t wear . It  s like being from another world . It  s true that an era . However , the state of mind that was blocked and suppressed at the time was still a reflection of the condition when walking to the old place , and here it was again ... full text",4/1/2023 0:02,iepurii,0,0,9,time street city closed t single car pedestrian road closed dim dad drove airport early morning smoking s crowded bustling half people t wear s like world s true era state mind blocked suppressed time reflection condition walking old place text,approval,0.894649804,neutral,0.078320257,realization,0.02060269
4.89E+15,MzShspS8s,"On the last day of March , the closure of Shanghai on this day of last year . This month was really rough and difficult to enrich , but the harvest was still quite a bit more than cheer",3/31/2023 23:49,月桂熊熊oO,0,0,0,day march closure shanghai day year month rough difficult enrich harvest bit cheer,approval,0.745457649,joy,0.184824646,neutral,0.036319021
4.89E+15,MzSepgPom,"I had two of overtime work in March , dental , swimming , and I hope the first two of went as smoothly as I had !!! At this time last year , when the city was ready for closure , I still miss it ... After all , the days of not working and getting for more than two were so cool , and I was able to be hungry and thin 🙃 It  s not totally unacceptable not to be able to go out ... Shanghai",3/31/2023 23:41,宇宙梦想家HH,0,1,0,overtime work march dental swimming hope went smoothly ! ! ! time year city ready closure miss day working getting cool able hungry ðŸ™ƒ s totally unacceptable able shanghai,disappointment,0.441163421,neutral,0.295476794,disapproval,0.097097754
4.89E+15,MzSbragRd,"Today I  m still lamenting with my good , , I was nervous for acid at this time last year , , I had no idea that tomorrow would close the city silently or even stay sealed for that long . What last year was experienced in a blink of an eye , a year , and the “ epidemic ” history and a thing of the past .",3/31/2023 23:34,库里的甜儿,0,0,1,today m lamenting good nervous acid time year idea tomorrow close city silently stay sealed long year experienced blink eye year â€œ epidemic â€ history thing past,fear,0.788019836,neutral,0.061712079,nervousness,0.052820336
4.89E+15,MzSaMDZP4,"Since the closure of the city from the epidemic in , I took a break for 4 days (🐑 2 days off , 2 days off for the New Year ), and finally got back to work . I hope I can sleep until 10 o  clock tomorrow and wake up naturally . Let  s not wake up with my biological clock in",3/31/2023 23:32,今年想做欧洲人,0,2,0,closure city epidemic took break 4 day ðŸ‘ 2 day 2 day new year finally got work hope sleep 10 o clock tomorrow wake naturally let s wake biological clock,disappointment,0.390750825,neutral,0.297367066,optimism,0.14398928
