id,bid,text,time,author,repost_count,comment_count,attitudes_count,text_lemme,top_emotion,top_emotion_score,second_emotion,second_emotion_score,third_emotion,third_emotion_score
4.89E+15,MA0LflhYw,"There have been many , , , school , internal consumption",4/1/2023 21:24,用户7623855187,0,0,0,school internal consumption,disapproval,0.997440577,neutral,0.000967809,approval,0.000278107
4.89E+15,MA0Ldik7z,"2023 : No . 15 After a week of continuous rain , I was finally able to run on , and again after the run . I went 8KM for the first time since the pandemic , and my were still very strong at the last 2KM . Now that I  m in jail , 8KM is all .",4/1/2023 21:24,老布斯,0,0,0,2023 15 week continuous rain finally able run run went 8km time pandemic strong 2km m jail 8km,realization,0.973126829,neutral,0.020281296,approval,0.003605507
4.89E+15,MA0LprmJS,"[ 3 • 20  Dragging until today it like it  s been a long time and it like it just on this special day , I to share with you that I  an important event in my life , year after year , my marriage period can only be over and over again when I suddenly let go of the wedding ceremony in and suddenly let go to the agenda like this , I know a month in advance that I also knew I to enjoy drinking everything was so abrupt ... full text",4/1/2023 21:25,喂井井,0,0,1,3 â€¢ 20 dragging today like s long time like special day share important event life year year marriage period suddenly let wedding ceremony suddenly let agenda like know month advance knew enjoy drinking abrupt text,amusement,0.931383193,joy,0.045871817,neutral,0.011780019
4.89E+15,MA0LflhYw,"There have been many , , , school , internal consumption",4/1/2023 21:24,用户7623855187,0,0,0,school internal consumption,disapproval,0.997440577,neutral,0.000967809,approval,0.000278107
4.89E+15,MA0Ldik7z,"2023 : No . 15 After a week of continuous rain , I was finally able to run on , and again after the run . I went 8KM for the first time since the pandemic , and my were still very strong at the last 2KM . Now that I  m in jail , 8KM is all .",4/1/2023 21:24,老布斯,0,0,0,2023 15 week continuous rain finally able run run went 8km time pandemic strong 2km m jail 8km,realization,0.973126829,neutral,0.020281296,approval,0.003605507
4.89E+15,MA0La5ADx,"When I was listening to a program today , I was that the Foreign Minister always pretended to blame and resign . Also on another program , I the host over there talk about his interview with the foreign minister . He said that although he had a lot of controversy , he was most like us when he was a , and then said that he his very much . I don  t know what to say ... it  s a crazy world . Before the pandemic hit , I often saw the moon shining calmly , and the space I was in ... full text",4/1/2023 21:24,福气多多糯米团,0,0,0,listening program today foreign minister pretended blame resign program host talk interview foreign minister said lot controversy like said t know s crazy world pandemic hit saw moon shining calmly space text,approval,0.99211055,neutral,0.002034711,optimism,0.001541597
4.89E+15,MA0KS1ULb,"Once a year , I get together with Little Sister Hum ( I haven  t been together in 1 year of the pandemic ) at the end of the picture with the three of the year 21 , the all grow taller : off her all day",4/1/2023 21:23,日光里的咸鱼姑娘,0,0,1,year little sister hum haven t 1 year pandemic end picture year 21 grow taller day,optimism,0.771866083,neutral,0.08526513,admiration,0.039778903
4.89E+15,MA0KNxwoa,"Today was  s first concert after the epidemic ended , and Red , Gong went , and it  s been three days in a row",4/1/2023 21:23,干杯营养快线_,0,0,0,today s concert epidemic ended red gong went s day row,joy,0.965027332,neutral,0.027960815,approval,0.00090062
4.89E+15,MA0KIAxtI,"I  a lot of weight recently , not recently since the outbreak in last year [ Dry Food Man ",4/1/2023 21:23,橘子味小鱼_,0,0,0,lot weight recently recently outbreak year dry food man,disapproval,0.995503843,neutral,0.001850217,approval,0.000779436
4.89E+15,MA0KHkb2x,It  s amazing . Three about the COVID - 19 pandemic were like waking up in a nightmare like it never,4/1/2023 21:23,Octoberr_1379,0,0,0,s amazing covid 19 pandemic like waking nightmare like,approval,0.945099413,admiration,0.045219034,excitement,0.002252895
4.89E+15,MA0KvArEQ,"From the statistics of epidemic in of last year to March of this year who  t see a penny , ah , me ah , it turned out",4/1/2023 21:22,路笙,0,0,0,statistic epidemic year march year t penny ah ah turned,surprise,0.984709561,neutral,0.002275324,optimism,0.002105138
4.89E+15,MA0KqxWSl,"When I came out after the pandemic , I was patiently up for an hour to eat in the morning and  t make a reservation at the museum , but was so comfortable . The temperature was just right , everything that was delicious was huge and cheap , and I  t hold up after eating a few , I  t pack a bunch [ Dry Food Man  By the way , I was amazed by the big on the side of the road , the little yellow , and the little white that were so full , round , and tightly together ... full story",4/1/2023 21:22,Linabell515,0,0,0,came pandemic patiently hour eat morning t reservation museum comfortable temperature right delicious huge cheap t hold eating t pack bunch dry food man way amazed big road little yellow little white round tightly story,excitement,0.710346162,admiration,0.168255225,surprise,0.094298996
4.89E+15,MA0qD5HyJ,"Making up a real rumor 🙏 And they  unequivocally say , “ The said it herself , she said it in the video !” ( I haven  t said anything like this at all ~) A few days ago , someone blocked my influencer seat for 2 to prevent anyone else from . The point is that I went there a year ago . There was no one at all during the epidemic at the time , so I the whole process for 5 . 🙏",4/1/2023 20:33,世界一番kawaii,0,4,11,making real rumor ðŸ™ unequivocally â€œ said said video ! â€ haven t said like day ago blocked influencer seat 2 prevent point went year ago epidemic time process 5 ðŸ™,approval,0.995918214,neutral,0.00153719,admiration,0.000903661
4.89E+15,MA0JUjjC5,"in “ Bed Service ” by a popular actress from Province in Shanghai ! , a 23 - year - old popular actress who was naked , was for engaging in the sex trade . The police her in a hotel . tearfully said that it was all the fault of the epidemic . Because of the impact of the epidemic , she  t been in action for 3 . Her personal are in serious crisis , and she is still with debt , and had no choice but to take in order to pay off her ... full story",4/1/2023 21:21,用户7757126195,0,0,0,â€œ bed service â€ popular actress province shanghai ! 23 year old popular actress naked engaging sex trade police hotel tearfully said fault epidemic impact epidemic t action 3 personal crisis debt choice order pay story,approval,0.987569392,neutral,0.005013313,admiration,0.002668448
4.89E+15,MA0JPAC2v,"I left the library at 7 : 30 , went to eat snail powder , and now I  m back in my dorm to wash my bed . It  s really comfortable . The abhorrent epidemic stolen me University ( Campus ) for three",4/1/2023 21:21,要你管噗,0,0,0,left library 7 30 went eat snail powder m dorm wash bed s comfortable abhorrent epidemic stolen university campus,neutral,0.925865471,disgust,0.03222331,annoyance,0.018886624
4.89E+15,MA0Jwpoji,Commemorate your first trip after the pandemic,4/1/2023 21:20,氵失控的疯子,0,0,0,commemorate trip pandemic,annoyance,0.770347834,neutral,0.098486856,fear,0.031645857
4.89E+15,MA0JemNt6,"Will have a big screen in this year !? I  t go to school due to the pandemic last year , I  t check in",4/1/2023 21:19,鹿晗看看我,0,0,0,big screen year ! t school pandemic year t check,surprise,0.996057868,neutral,0.000805625,annoyance,0.000500466
4.89E+15,MA0IHh7L3,"It  s good or bad to live in a college town . I usually see a lot of . I can think of the time I went to school , a young face , and it was very lively back and forth ; but that  t good . After the pandemic , college increasingly had to go out with , especially on nights and . There was a peak in car use , which made it a bit difficult and more expensive than usual to take a taxi . I thought I  d go shopping   first and then go eat , but I haven  t been out yet due to taxi ... full story",4/1/2023 21:18,适合吾的灯光下,0,0,1,s good bad live college town usually lot think time went school young face lively forth t good pandemic college increasingly especially night peak car use bit difficult expensive usual taxi thought d shopping eat haven t taxi story,approval,0.506978989,neutral,0.299373597,admiration,0.069039769
4.89E+15,MA0IzhjZd,"First day at age 19 , I spent time with someone I haven  t seen in a long time 🥲 It like nothing in the past three of the pandemic [",4/1/2023 21:18,哈牛能吃吗,0,0,1,day age 19 spent time haven t seen long time ðŸ¥² like past pandemic,surprise,0.975456715,neutral,0.011840361,amusement,0.003956876
4.89E+15,MA0IqrBj9,"Who , I  m really happy today ! I feel like the stolen by the pandemic have been satisfied here",4/1/2023 21:17,本本的奶罐,0,0,0,m happy today ! feel like stolen pandemic satisfied,admiration,0.972896814,joy,0.008535742,neutral,0.004853592
4.89E+15,MA0ImijSF,"I  forgotten how long my son  t in a basketball game . Because of the pandemic  s lack of activity , he also weight . I don  t even know if he can run  ",4/1/2023 21:17,angellannie,0,0,0,forgotten long son t basketball game pandemic s lack activity weight t know run,disappointment,0.692928016,neutral,0.224009931,realization,0.031970795
4.89E+15,MA0Ic08Wj,"What is the essential difference between the media backlash in March - last year and this one . Last year  s epidemic was not . There were only for recovery . were , the plight was reversed . were very poor . The first batch of cultural media came out of the soil and were immediately on . But the momentum of awakening begun . This time it  s actually following the logic of recovery after liberalization . Furthermore ,  s emergence been unearthed , and they are currently on the path to reduce and increase efficiency ... full text",4/1/2023 21:17,一粒好种子1,1,0,0,essential difference medium backlash march year year s epidemic recovery plight reversed poor batch cultural medium came soil immediately momentum awakening begun time s actually following logic recovery liberalization furthermore s emergence unearthed currently path reduce increase efficiency text,approval,0.909307301,realization,0.081318386,neutral,0.006414008
4.89E+15,MA0Bditl3,"[ First in !  】 2023年4月1日10 : 23 , flight MF8689 successfully at International Airport , marking the successful resumption of on the - route of after a lapse of 1 , 163 days . This is  s first civil airliner to resume to since the epidemic was . a round - trip flight every week on the - route every . ( Reporter )",4/1/2023 21:00,中国日报,4,2,18,! ã€‘ 2023å¹´4æœˆ1æ—¥10 23 flight mf8689 successfully international airport marking successful resumption route lapse 1 163 day s civil airliner resume epidemic round trip flight week route reporter,admiration,0.986026883,neutral,0.00453282,approval,0.004431235
4.89E+15,MA0Hmggdk,"The epidemic and influenza have finally mixed up to , hi ! Chat with Spring Breeze , talk to , and recite old with !",4/1/2023 21:15,晗嫣秋叶,0,0,1,epidemic influenza finally mixed hi ! chat spring breeze talk recite old !,approval,0.989561617,neutral,0.00153802,amusement,0.001481968
4.89E+15,MA0HdFUJq,"Eat sour fish in the courtyard and enjoy the on Silver Mountain in . The last time this sour fish was eaten before the epidemic , I went to a new place . The red brick bungalow . The in the yard just right , which 🐝 After eating , I went . The and were beautiful . It  s just that the mountain is a bit steep and a bit high , so I  climb to the middle of the mountainside and go to the top next time .",4/1/2023 21:14,拾玖Diane,0,0,0,eat sour fish courtyard enjoy silver mountain time sour fish eaten epidemic went new place red brick bungalow yard right ðŸ eating went beautiful s mountain bit steep bit high climb middle mountainside time,admiration,0.938246191,joy,0.04116293,approval,0.006067205
4.89E+15,MA0H8Cjnq,"The power of communication ... At the same time , the time ( the epidemic is over , population have ), the location ( famous scenic , traffic gathering ), and people ( the  own plus the help of cultural tourism in ) are really lively , very nice",4/1/2023 21:14,ZArchiver_,0,8,0,power communication time time epidemic population location famous scenic traffic gathering people plus help cultural tourism lively nice,approval,0.804838181,admiration,0.162149668,neutral,0.015063726
4.89E+15,MA0H33VSW,"Thanks to the around me for taking on the task of walking pregnant . When the epidemic been and I have a car , I feel that my radius of life expanded , spring also . I have seen a lot of scenery . I have as many in the past three these days ... So now my weight control is good ! Next , we will gradually enter summer , and I hope to successfully implement the swimming plan !",4/1/2023 21:14,Pinky_Piggy,0,0,2,thanks taking task walking pregnant epidemic car feel radius life expanded spring seen lot scenery past day weight control good ! gradually enter summer hope successfully implement swimming plan !,neutral,0.997837365,gratitude,0.000370005,approval,0.000363441
4.89E+15,MA0GY3DGE,"were made in March : 1 . Clean up inventory . Affected by the 3 - year epidemic , I often stock up a lot of at home and stuff them in every corner until they expire . Recently , I have to make use of the I have in my home . 2 . Control new and reduce waste . Try to restrain your desire to buy yourself , and cleaning up your memory . 3 . Organize frequently . Both 1 and 2 are based on 3 , and I often sort out I  forgotten to avoid ... full text",4/1/2023 21:14,奔跑的老妖,0,0,1,march 1 clean inventory affected 3 year epidemic stock lot home stuff corner expire recently use home 2 control new reduce waste try restrain desire buy cleaning memory 3 organize frequently 1 2 based 3 sort forgotten avoid text,approval,0.801334679,neutral,0.180070132,desire,0.003915027
4.89E+15,MA0GHrhTD,"The sense of urgency to experience the warmth of a sweater after winter and the need to rely on old people to confide in after being is the same every time I hear “ I want to see you before you return home ” and “ you will be tired ,” I feel that being is worth it and that the people I like are still around , but this time I finally have to go back home with a reassurance pill three after the pandemic , I finally have to go back to ... full story",4/1/2023 21:13,鸭鸭啊鸭,0,0,0,sense urgency experience warmth sweater winter need rely old people confide time hear â€œ want return home â€ â€œ tired â€ feel worth people like time finally home reassurance pill pandemic finally story,realization,0.989559054,neutral,0.00375021,approval,0.001575234
4.89E+15,MA0GBil7N,empty after the outbreak of the epidemic,4/1/2023 21:13,不是阿来_,0,1,0,outbreak epidemic,sadness,0.960579276,neutral,0.010659414,disappointment,0.006872902
4.89E+15,MA0GtwPFe,"In high school , I used to like a boy . Probably starting from the next semester of my sophomore year of high school , I bought him breakfast every day , and every time I watched him laugh at me , I always had a warm stream of happiness in my heart . However , during the epidemic last year , because some were infected with COVID - 19 , they classes and . Unfortunately , I was infected . Until I got back to school , a female classmate me and said that the boy had someone he . Of course , of course , it  t me , when ... full article",4/1/2023 21:12,用户7709808722,0,1,1,high school like boy probably starting semester sophomore year high school bought breakfast day time watched laugh warm stream happiness heart epidemic year infected covid 19 class unfortunately infected got school female classmate said boy course course t article,amusement,0.831489801,neutral,0.099774443,joy,0.029002409
4.89E+15,MA0GilrmW,"  China Enterprise Security been classified as an abnormal operation ! The company Ampere recently an announcement that it begun the first round of the refund process . It can also be seen from the announcement of the company Ampere that the company was unable to operate and shut down due to a series of such as the COVID - 19 pandemic . In order to reduce our as much as possible , China Enterprise will now reach an agreement with a third party . In order for everyone  s funds to arrive safely and ... full text",4/1/2023 21:12,我想要的简简单单_31575,0,0,0,china enterprise security classified abnormal operation ! company ampere recently announcement begun round refund process seen announcement company ampere company unable operate shut series covid 19 pandemic order reduce possible china enterprise reach agreement party order s fund arrive safely text,optimism,0.962898135,neutral,0.015822545,approval,0.008081064
4.89E+15,MA0Ga1Q1P,"  佛山50公里徒步  2023 finally 3 after the pandemic , a three - year personnel transformation , and the South China Sea Line again . Fortunately ,  s effect at the second signature in the cool and light rain throughout the day was amazing until Century  s stress - free professional was so powerful . Today was also a special day that will always be by older brother in 2003 , but it was an astonishing moment when sang for ten ... full story",4/1/2023 21:12,东华西路,0,0,1,ä½›å±±50å…¬é‡Œå¾’æ­¥ 2023 finally 3 pandemic year personnel transformation south china sea line fortunately s effect second signature cool light rain day amazing century s stress free professional powerful today special day older brother 2003 astonishing moment sang story,neutral,0.979547977,admiration,0.009700768,excitement,0.004674597
4.89E+15,MA0FS3CA6,"I  m so tired and so happy today 😃, I finally had my first  s fun tour after the epidemic was over , and I was chatting with my , saying that this group of are all so kind and will share their with us , give them small they  won , and buy me one that  s more expensive than their own ice cream ... they  talk to me a lot ... they  hug me , they  sleep on my arm ... I hope they  be happy a little longer",4/1/2023 21:11,逃跑到天涯海角,0,0,0,m tired happy today ðŸ˜ƒ finally s fun tour epidemic chatting saying group kind share small won buy s expensive ice cream talk lot hug sleep arm hope happy little longer,amusement,0.986015856,joy,0.004057226,approval,0.003733414
4.89E+15,MA0FH5pT2,"just watched a by a fan of a variety show , I remember that Spring Flower , which was sent last year due to the pandemic , will open an recording quota , which is annoying 🚬",4/1/2023 21:11,奔向东八区,0,0,0,watched fan variety remember spring flower sent year pandemic open recording quota annoying ðŸš¬,neutral,0.989631772,annoyance,0.005184736,anger,0.002110782
4.89E+15,MA0FBriJz,"The epidemic . After a few , I can finally go see Grandpa and again . They live in their own small and have corresponding house . When I see their magic , my nose is still sore . Time away a lot of , but I never lose sight of them . about them will come out of nowhere or by chance . At last , at this moment , I have a special feeling about those specific days of worship , and people will be here ... full text",4/1/2023 21:10,KAIWANGAINI,0,0,0,epidemic finally grandpa live small corresponding house magic nose sore time away lot lose sight come chance moment special feeling specific day worship people text,sadness,0.312031806,realization,0.296069533,neutral,0.21419102
4.89E+15,MA0Fxj8W6,The feeling of waiting for the rainy day to end in is like the feeling of and waiting for the epidemic to end,4/1/2023 21:10,wabi-sabi_8号,0,0,0,feeling waiting rainy day end like feeling waiting epidemic end,neutral,0.957289338,sadness,0.008309931,disappointment,0.007954089
4.89E+15,MA0FpEd1Y,"I am very to see . Ma sacrifice his . It  s really not easy to have a chance to pay tribute to his grandfather when he is 70 old . He worked hard for this moment for many , and everything he did was to please his . We are very lucky to be able to sweep the rest of the year except for the containment of the epidemic . Many people give their treasure while praying for their to bless the whole family . In the future , when I go to sweep for my and , I also have to think about what of development this year , what ... full text",4/1/2023 21:10,新能有光决心,0,0,0,ma sacrifice s easy chance pay tribute grandfather 70 old worked hard moment lucky able sweep rest year containment epidemic people treasure praying bless family future sweep think development year text,grief,0.618189752,neutral,0.205321565,admiration,0.108126946
4.89E+15,MA0FnDqwi,"City Coffee | May Fourth North Coffee ➕ Carrying a pack of freshly 🌰 I met a leader who  t seen a teacher or friend in half a year . I originally to eat pizza 🍕 but because of the pandemic last year , it  t open because of the pandemic last year . There were 3 in the store divided into two upper and lower as on the upper , upper and second , and I was that Green Branch Coffee , full of spring , chose and mocha , and there was chocolate freshly baked in the store ... full text",4/1/2023 21:10,官说说,0,0,0,city coffee | fourth north coffee âž• carrying pack freshly ðŸŒ° met leader t seen teacher friend half year originally eat pizza ðŸ• pandemic year t open pandemic year 3 store divided upper lower upper upper second green branch coffee spring chose mocha chocolate freshly baked store text,desire,0.920628011,neutral,0.052667286,approval,0.014028779
4.89E+15,MA0Fnhr8E,"  Currently , the education industry been rectified , the implementation of the double reduction policy , and the ongoing epidemic ban become the last straw that education and fallen into . However , Education could not have exploded . Under the pressure of relevant , educational have also actively . However , this time , as , employee salary have finally , with everyone  s eagerness to wait ... full text",4/1/2023 21:10,MANS_宝贝,0,0,0,currently education industry rectified implementation double reduction policy ongoing epidemic ban straw education fallen education exploded pressure relevant educational actively time employee salary finally s eagerness wait text,neutral,0.932097077,excitement,0.037088726,curiosity,0.011962241
4.89E+15,MA0FieW9Q,"After watching the Space Exploration Editorial Office , my feeling is that the film been hit hard by the pandemic and the of economic and cultural . The theme is tight , either the main theme of the grand theme , or on individual spiritual , reflecting individual life , but it is also easy to move into a narrow situation . There have not been many in art exploration . It either the only highlight of the movie , or it was a decoration , or even sometimes it took the lead and a movie ... full text",4/1/2023 21:10,无电赛博,0,3,1,watching space exploration editorial office feeling film hit hard pandemic economic cultural theme tight main theme grand theme individual spiritual reflecting individual life easy narrow situation art exploration highlight movie decoration took lead movie text,realization,0.95245105,neutral,0.041815367,approval,0.002099968
4.89E+15,MA0Fggmh2,"Over the past three , I have indeed had a lot of valuable experience in epidemic prevention and control . Even if static , which inconvenience to everyone , actually an important role . The only thing you put soy sauce on is the vaccine .",4/1/2023 21:09,卦兄飞飞来了,0,2,11,past lot valuable experience epidemic prevention control static inconvenience actually important role thing soy sauce vaccine,approval,0.466544956,admiration,0.424173206,neutral,0.067038663
4.89E+15,MA0FieW9Q,"After watching the Space Exploration Editorial Office , my feeling is that the film been hit hard by the pandemic and the of economic and cultural . The theme is tight , either the main theme of the grand theme , or on individual spiritual , reflecting individual life , but it is also easy to move into a narrow situation . There have not been many in art exploration . It either the only highlight of the movie , or it was a decoration , or even sometimes it took the lead and a movie ... full text",4/1/2023 21:10,无电赛博,0,3,1,watching space exploration editorial office feeling film hit hard pandemic economic cultural theme tight main theme grand theme individual spiritual reflecting individual life easy narrow situation art exploration highlight movie decoration took lead movie text,realization,0.95245105,neutral,0.041815367,approval,0.002099968
4.89E+15,MA0Fggmh2,"Over the past three , I have indeed had a lot of valuable experience in epidemic prevention and control . Even if static , which inconvenience to everyone , actually an important role . The only thing you put soy sauce on is the vaccine .",4/1/2023 21:09,卦兄飞飞来了,0,2,11,past lot valuable experience epidemic prevention control static inconvenience actually important role thing soy sauce vaccine,approval,0.466544956,admiration,0.424173206,neutral,0.067038663
4.89E+15,MA0F9n0nV,Sometimes I miss the quiet and boring of being an during the pandemic,4/1/2023 21:09,aka早起打工人,0,0,0,miss quiet boring pandemic,annoyance,0.779871404,neutral,0.131541565,disappointment,0.052174535
4.89E+15,MA0F3fbPL,"In the last ten or so , the only people who have been calling and concerned about me are real estate , loan , and study abroad . The Epidemic Prevention Office and the District Office were most concerned about me during the epidemic",4/1/2023 21:09,精病人神,0,0,0,people calling concerned real estate loan study abroad epidemic prevention office district office concerned epidemic,optimism,0.941169739,neutral,0.018333556,sadness,0.011924814
4.89E+15,MA0EFBKt7,"Sh7adow  0402傻兜皆得所愿   t the first up I  been watching in Division 5 , but I do play almost all of the Fifth Up I  been following for the time , and my favorite come from . ! While I have been following . from to the epidemic to now for over four , Teacher also me step by step . My skin in the game , my , my style of speech outside of the game , my mentality , the three ... full text",4/1/2023 21:08,枫棠不是方糖,0,0,1,sh7adow 0402å‚»å…œçš†å¾—æ‰€æ„¿ t watching division 5 play fifth following time favorite come ! following epidemic teacher step step skin game style speech outside game mentality text,admiration,0.988541961,neutral,0.002560916,sadness,0.002370472
4.89E+15,MA0EFk9JA,"When I was taking a bath , I suddenly thought that Grandpa  t be able to stick to wearing a mask for acid containment during the pandemic , that  s why he left before that ? Even though I and said it every time a family member it , I still miss him",4/1/2023 21:08,辣么big鸡排队长,0,0,0,taking bath suddenly thought grandpa t able stick wearing mask acid containment pandemic s left said time family member miss,realization,0.826685309,neutral,0.133266121,sadness,0.01456655
4.89E+15,MA0Ep42De,First time out of after the pandemic ... It  s not easy !! Let  s eat pot and [ dry rice people  [ dry rice people  [ dry rice people  Joy City ( Joy City ),4/1/2023 21:07,Moppy是颗肉丸几,0,0,0,time pandemic s easy ! ! let s eat pot dry rice people dry rice people dry rice people joy city joy city,approval,0.881344318,joy,0.050253436,neutral,0.040058788
4.89E+15,MA0EhjCDw,"I took a picture of Peak today . It  s very different from two ago , and it like I  m much older . I don  t even like looking at that face . I feel very tired today . In the past two , the pandemic and for have hardly gone away . My family to travel , and I really have to make a few times a year to take advantage of the fact that we can go .",4/1/2023 21:07,六十岁学中医的老陈,0,0,0,took picture peak today s different ago like m older t like looking face feel tired today past pandemic hardly gone away family travel time year advantage fact,realization,0.979504168,neutral,0.006148221,optimism,0.005872422
4.89E+15,MA0EcEf43,"Scenic Resort with beautiful scenery , green and water . Unfortunately , it was too late to climb to - Temple at the top of the mountain . The following ancient village of been included as a district - level model village for beautiful , a key village for the protection and utilization of historical and cultural in Province , and a village characteristic of beautiful in Province . It  s a beautiful place where beautiful scenery with food , and where history and culture intersect . The epidemic , but tourism not yet , there are no , ... full text",4/1/2023 21:07,雷头佛,0,0,0,scenic resort beautiful scenery green water unfortunately late climb temple mountain following ancient village included district level model village beautiful key village protection utilization historical cultural province village characteristic beautiful province s beautiful place beautiful scenery food history culture intersect epidemic tourism text,disapproval,0.989942074,admiration,0.004564257,approval,0.001028573
4.89E+15,MA0DXyYi8,"In fact , ONE  s game was extremely rare during the pandemic , and unfortunately the most classic game of the came to 1011 after opening , which me to pick up this for a long time , replay it , and then fall into a very depressed state after watching it , if it went at the time , ah ah ! If you can go later and not restart , maybe the state at the time was the best at the time , and it won  t work after that stage , right ?",4/1/2023 21:06,不能拔胡萝卜,0,1,0,fact s game extremely rare pandemic unfortunately classic game came 1011 opening pick long time replay fall depressed state watching went time ah ah ! later restart maybe state time best time won t work stage right,approval,0.913358331,neutral,0.080338098,realization,0.001094309
4.89E+15,MA0DRFqV1,"Yesterday  s mung bean cake , duck meal , poke meat - Today  s epidemic documentary exhibition , , , 🌸 - I really like spring  ",4/1/2023 21:06,是可爱的小小小小小小小Egg啊,0,0,1,yesterday s mung bean cake duck meal poke meat today s epidemic documentary exhibition ðŸŒ¸ like spring,approval,0.888959169,neutral,0.060738642,sadness,0.029075537
4.89E+15,MA0DRikHa,"[ Follow | Can I take off my mask ?  s latest research ! With the transition of epidemic prevention and control , and the gradual warming of the weather , many people took the initiative to remove their . Can they take off their now ? Will there be another COVID - 19 peak ? Academician made the latest judgment . Follow | Can I take off my mask ?  s latest research !",4/1/2023 21:06,天津教育,0,0,0,follow | mask s latest research ! transition epidemic prevention control gradual warming weather people took initiative remove covid 19 peak academician latest judgment follow | mask s latest research !,realization,0.996126711,neutral,0.00164647,approval,0.000641341
