id,bid,text,time,author,repost_count,comment_count,attitudes_count,text_lemme,top_emotion,top_emotion_score,second_emotion,second_emotion_score,third_emotion,third_emotion_score
4.89E+15,MzNiwAZp9,"How have the epidemic tortured me in these three ? Today will be the first time since the closure of Shanghai that I have seen any of the three in my family . My at the moment were very negative . I went through a process of anticipation that in the second half of  21 until it fell through time and time again , when the elastic band finally completely lost elasticity , and always used the least hopeless attitude to reduce the damage by . Even up to this point , I still have no real sense or confidence , I can watch tonight  s ... full story",3/31/2023 11:08,如果辣椒能治病,0,0,0,epidemic tortured today time closure shanghai seen family moment negative went process anticipation second half 21 fell time time elastic band finally completely lost elasticity hopeless attitude reduce damage point real sense confidence watch tonight s story,disappointment,0.977619052,neutral,0.011610187,sadness,0.002296243
4.89E+15,MzMwdcZqS,"The pandemic me too much , too much . I feel so suffocating today when no one is concerned about the psychological left behind by the closure of the city .",3/31/2023 9:09,假性恋爱达人,0,0,0,pandemic feel suffocating today concerned psychological left closure city,nervousness,0.862077773,fear,0.096343987,sadness,0.018153043
4.89E+15,MzK7roJ9c,"Here I am quietly speaking from the heart , and in the midst of meditation , I  always felt that there is a god blessing me to try not to think too much about my dad  s condition in the recent period and put this incident to the bottom of my heart . from the epidemic , the closure of the city of , my dad been in the hospital since he had a high fever in June and been in the hospital since then , my condition , and I have never used chemotherapy , and I have almost during that time , no matter my job ... full text",3/31/2023 3:02,一个达不溜一个小爱木,0,0,0,quietly speaking heart midst meditation felt god blessing try think dad s condition recent period incident heart epidemic closure city dad hospital high fever june hospital condition chemotherapy time matter job text,optimism,0.922928631,neutral,0.058223981,caring,0.008283011
4.89E+15,MzIgi0Nid,"At 3 : 30 a . m . on the fourth day after the “ Escape from D - Day 1 ” wedding ended ( saying it was a closure of the city at 6 : 00 ), Instructor carefully woke me up in my and woke up in my for 20 . The two of us up our and the baby and the goods before 6 o  clock to arrive at the service area as they wished and were ready to refuel , and experienced a toilet ( epidemic ) on the way to the service area to keep them from anything and sealed Xi  an ... full text",3/30/2023 22:18,woge88,0,0,0,3 30 m fourth day â€œ escape d day 1 â€ wedding ended saying closure city 6 00 instructor carefully woke woke 20 baby good 6 o clock arrive service area wished ready refuel experienced toilet epidemic way service area sealed xi text,admiration,0.994557023,neutral,0.00295019,approval,0.000737601
4.89E+15,MzH9Dcx0p,"said , “ When the epidemic was severe a few ago , was to a certain extent like a mild city closure ; there were no people on the streets . However , once he went out for a walk , it just to be spring . When he saw cherry blooming , he  t feel what were like . were so impacted , but there was no effect on cherry at all . They were still blooming ; no one was watching it at all ; it was still that open .” So ... full article",3/30/2023 19:29,MyEugenie,0,0,0,said â€œ epidemic severe ago certain extent like mild city closure people street went walk spring saw cherry blooming t feel like impacted effect cherry blooming watching open â€ article,realization,0.995183885,neutral,0.002487801,approval,0.00034119
4.89E+15,MzGSNtw9O,  ，,3/30/2023 18:48,焕彬,0,15,47,ï¼Œ,sadness,0.988834321,neutral,0.00438294,amusement,0.001151581
4.89E+15,MzFI07OTV,"The downstairs away , and there  t a single greeting ... When the epidemic closed down the city in August of last year , I food to her . We lined up to make acid together . When we were in the sun a few ago , we were dependent on . Now let  s just leave , I  m a little lost",3/30/2023 15:49,你的小卿橙啊,0,0,0,downstairs away t single greeting epidemic closed city august year food lined acid sun ago dependent let s leave m little lost,grief,0.888185024,sadness,0.105262749,disappointment,0.001040527
4.88E+15,MzzE8sLYZ,"Big procrastination + busy falling in love . I was in a hurry and hurriedly rushed to hand over the three . Thinking that they probably  t go down , I was still thinking at night that my portfolio  t strong enough . I bought material plus , which I  t expect !! , you are thankful 🥹 Fortunately , everyone been with me and I haven  t gone halfway , thankful for the teacher who me program and make my hair all white , who took me home when the pandemic closed down , and who came to work as a model for me during ... full text",3/30/2023 0:23,Jia_llllle,0,16,22,big procrastination + busy falling love hurry hurriedly rushed hand thinking probably t thinking night portfolio t strong bought material plus t expect ! ! thankful ðŸ¥¹ fortunately haven t gone halfway thankful teacher program hair white took home pandemic closed came work model text,curiosity,0.994385481,gratitude,0.001926559,admiration,0.000826581
4.88E+15,MzEIv8hpf,"If a person no health , then TA will have nothing . Look , my dad  s bronchiectasis got a hole in his throat , and he never went to work normally again . For example , I was beaten as a deaf person for eight , my head , and I can  t hear . That kind of pain me from working . I was bedridden for three as a vegetative person , three and a half from to , and two and a half from to . Then there was another epidemic closure , and another World Cup epidemic ... full story",3/30/2023 13:17,CPU逼人逼事,0,0,0,person health ta look dad s bronchiectasis got hole throat went work normally example beaten deaf person head t hear kind pain working bedridden vegetative person half half epidemic closure world cup epidemic story,disappointment,0.935570955,neutral,0.050078817,sadness,0.00313152
4.88E+15,MzC046Zfz,"Today last year was on the eve of the closure of the city . The darkness before silence , people were upset and uneasy . Faced with the raging epidemic , all of to their heart  s content , and there was a terrible scene where were contradictory . People  t know what was going on above or what to do . People  s hearts , and there were many . Looking back now , I don  t know what to comment on ? the epidemic prevention ? Or are there temporary and turns ? So far , it  s not easy to make a conclusion .",3/30/2023 6:22,zweimin0421,0,0,0,today year eve closure city darkness silence people upset uneasy faced raging epidemic heart s content terrible scene contradictory people t know going people s heart looking t know comment epidemic prevention temporary turn far s easy conclusion,sadness,0.363321394,fear,0.348350048,neutral,0.195859686
4.88E+15,MzBq1ivYN,"Today I to my brother about cycling . Speaking of when the city was closed down due to the pandemic , I spent two riding a bicycle back and forth to see my ex ( you can  t ride in traffic , but you can go out and ride a bike ) just because it was so boring . I said I  ride my bike to my  s house when it warmer in the summer . Then the next second I something was wrong , and I told my brother why the hell was I on my way to find men .",3/30/2023 4:53,温哥华失眠诊所,0,0,0,today brother cycling speaking city closed pandemic spent riding bicycle forth ex t ride traffic ride bike boring said ride bike s house warmer summer second wrong told brother hell way men,approval,0.867366195,neutral,0.056318015,realization,0.023225205
4.88E+15,MzycCgm3W,"      After watching episode 31 , I  t expect it to be with the epidemic , mask + disinfectant + the blockade of ~ I drop the sky ~ now that I think about the past four , it  s just a nightmare where I gradually woke up ~ the story behind this ~ it  s indescribable",3/29/2023 20:42,Y小鱼儿在游泳,0,1,1,watching episode 31 t expect epidemic mask + disinfectant + blockade drop sky think past s nightmare gradually woke story s indescribable,approval,0.884305239,neutral,0.032935593,surprise,0.021393305
4.88E+15,Mzx5p3S3W,"I A - alcohol during the 2020 epidemic because after the closure of in , I brushing to thank the who me from acid for a year , starting with when I first applied acid , before I ZO , whether it was acid brushing or running , I  t ask for quick and gradual . I  t want to roll over the acid . Brushing acid was originally a thing I  t feel good about , , redness , peeling , and stinging all of pain ... full story",3/29/2023 17:51,万四小姐,0,2,0,alcohol 2020 epidemic closure brushing thank acid year starting applied acid zo acid brushing running t ask quick gradual t want roll acid brushing acid originally thing t feel good redness peeling stinging pain story,relief,0.989113688,gratitude,0.005188625,approval,0.002014607
4.88E+15,Mzwz9qUOk,How did the Queen video chat with Queen at Castle during the 2020 pandemic .  Queen  video of teaching and translation by the royal family,3/29/2023 16:32,爱霸英语教学与翻译,0,0,2,queen video chat queen castle 2020 pandemic queen video teaching translation royal family,caring,0.996799111,neutral,0.000536992,approval,0.000503521
4.88E+15,MzuPnuiMX,"Two days ago , I to my friend again about when the city was closed down last year . I always feel like it  s been a long time ; in fact , it  s only been a year since today . are quite small in the overall process of society . Until now , they always say that it like the epidemic ended overnight , and the past three have since become unworthy of mention . However , there are some that cannot be said to be good or bad ; what you experience is what you experience ; some damage to the body and mind is and even more irreversible . Don  t want to be ,... full text",3/29/2023 12:07,某包某未,0,2,9,day ago friend city closed year feel like s long time fact s year today small overall process society like epidemic ended overnight past unworthy mention said good bad experience experience damage body mind irreversible t want text,disappointment,0.770205975,neutral,0.107437149,sadness,0.065502562
4.88E+15,MzrvW0zOF,"Recently , I watched Wen  s “ The Eighth Crisis ” again . A lot of old ask me why I haven  t been talking about finance and current lately !? ~ I  m actually holding back a lot of I want to talk to you about . Tonight , I just to say two about the economic downturn that after the pandemic : I  actually seen extreme pressure : the closure of the epidemic is the extreme pressure that inflation ! - on antitrust is extreme pressure on ! The Republic  s two biggest crises , which one and now ... full text",3/29/2023 3:40,秋濑君,0,0,0,recently watched wen s â€œ eighth crisis â€ lot old ask haven t talking finance current lately ! m actually holding lot want talk tonight economic downturn pandemic actually seen extreme pressure closure epidemic extreme pressure inflation ! antitrust extreme pressure ! republic s biggest crisis text,approval,0.99339503,neutral,0.003346994,admiration,0.000947272
4.88E+15,MzpgHfMJc,"I  m really by the epidemic . Every time I close the city or something , I gain about ten . Even though the epidemic is over , I  m still very and by it !",3/28/2023 21:57,溃败的浪人,0,0,0,m epidemic time close city gain epidemic m !,annoyance,0.772772551,neutral,0.06324745,sadness,0.062969483
4.88E+15,Mzp19iKlb,"I  been particularly anxious recently . I  t that anxious when the epidemic closed down last year . Today , I  m nagging with Sister . They both said that they are also under a lot of pressure . Sister Yuan said that she is now just bending over for rice . She done enough in this business . said that he is under a lot of pressure and can  t do anything , scratching his head , saying he  have to do this for two more , and I  m also very anxious . I  m probably afraid I won  t have the stable income I want , because my income is my safety ... full story",3/28/2023 21:19,刘芸蕾欧尼,0,4,1,particularly anxious recently t anxious epidemic closed year today m nagging sister said lot pressure sister yuan said bending rice business said lot pressure t scratching head saying m anxious m probably afraid won t stable income want income safety story,sadness,0.98744154,fear,0.011034583,nervousness,0.000202656
4.88E+15,MzmHTuaVx,"Seeing people say that the closure of the city due to the epidemic in is ridiculous . I don  t evaluate those three . Instead , I feel that the people who used the term ridiculous were essentially people who lived a good life in the rich . They were already at the top of the food chain . In fact , in the war , they were precarious and the .",3/28/2023 15:26,宋七宋子宁,0,0,0,seeing people closure city epidemic ridiculous t evaluate instead feel people term ridiculous essentially people lived good life rich food chain fact war precarious,disgust,0.520691335,amusement,0.206246078,annoyance,0.068844654
4.88E+15,MzltDj3BI,"Downstairs will close its on 10 . Thankfully , when the epidemic closed down last year , there is a large supermarket downstairs that people  s livelihood . It  s also convenient to go out and buy . Sometimes people who are lazy choose delivery . After , it will be difficult if you want to sign for next time . Fortunately , membership is universal , and you can use it when you go to other . County ,",3/28/2023 12:18,只发心情的,0,1,0,downstairs close 10 thankfully epidemic closed year large supermarket downstairs people s livelihood s convenient buy people lazy choose delivery difficult want sign time fortunately membership universal use county,relief,0.457334012,neutral,0.14718537,gratitude,0.123407744
4.88E+15,MzeXNnlBc,"At this time three ago , the epidemic just , but the agency to pack us directly into because we were only able to receive in the past , but it  s a good thing for me because I  t imagine at that time if one person went to when they could go home the entire enrollment time was for a semester , for the first time on that night when I was confused about the future ... full story",3/27/2023 19:43,溟执,3,7,38,time ago epidemic agency pack directly able receive past s good thing t imagine time person went home entire enrollment time semester time night confused future story,realization,0.995130062,confusion,0.001020563,curiosity,0.000828176
4.88E+15,MzjW6twG6,"When the epidemic closed down , nothing was popular , just this one crackdown went popular right away . I know I can  t really feel real about the comment section , but I  m still mad at my alma mater",3/28/2023 8:23,楠总觉得难搞,0,0,0,epidemic closed popular crackdown went popular right away know t feel real comment section m mad alma mater,optimism,0.870643735,approval,0.119573519,neutral,0.002697762
4.88E+15,MzgQp9t9Q,"Remember what : I once in the last winter , and after the opening of the board , the closure of Shanghai ; after the opening of the snowy season , the epidemic was ; now I don  t know what will happen next winter",3/28/2023 0:31,JeremyTsang722,0,0,0,remember winter opening board closure shanghai opening snowy season epidemic t know happen winter,disappointment,0.9156124,neutral,0.07871861,realization,0.001447665
4.88E+15,MzgrhAXRG,"The you bought this time were very sweet and the from March also had a lot of juice . The loquat was sweet . this year last year , I said I to eat and . You took a taxi from to and then brought them to my house , then the epidemic and the city closed down right away . I was locked in at home , I said what I to eat . If it  t been blocked yet , you sent it to me for over an hour . This year still pampered me like this year , I me as a regular couple ... full story",3/27/2023 23:29,他的猫猫头,0,0,0,bought time sweet march lot juice loquat sweet year year said eat took taxi brought house epidemic city closed right away locked home said eat t blocked sent hour year pampered like year regular couple story,joy,0.890951633,neutral,0.071631558,admiration,0.012555226
4.88E+15,Mzgcvzshw,"From the closure of the city to leaving home on August 5 last year , I  t return home until mid - . Then I was infected with COVID - 19 . It just that it  t long before I had a medical examination and had . I had surgery on 17 this year , and then I for my health to recover . I haven  t touched my camera to take of myself during this period . I seem to have lost the love I once . Tonight I took out my camera to take .  ",3/27/2023 22:52,绿色恒星,0,0,1,closure city leaving home august 5 year t return home mid infected covid 19 t long medical examination surgery 17 year health recover haven t touched camera period lost love tonight took camera,sadness,0.979731977,neutral,0.005013788,love,0.003293498
4.88E+15,Mzg1l120P,"During the pandemic , due to the closure of , I was a guest in , and I got carried away with pen and ink because I was idle and ... As a result , I had them all in vain , and after being polluted by me , they were torn to ( see Figure 17 . 18 ). Am I being a little too cruel to do this ? There is a saying : “ I can  t bear paper , I can  t get out of a painter ”. I had no choice but to do that . When I present it from afar , all my can be . The handwriting that was written by me is only what I used to ... full text",3/27/2023 22:25,刘宏斌想开口的植物人,0,0,0,pandemic closure guest got carried away pen ink idle result vain polluted torn figure 17 18 little cruel saying â€œ t bear paper t painter â€ choice present afar handwriting written text,fear,0.982709408,neutral,0.010485481,sadness,0.000818922
4.88E+15,MzfN9BGSC,"  ， ， ， ， ， ， ， ？ I graduated from college at around 22 old , 9 and 31 old . If I take out the parental aid factor , would anyone really want to take out a mortgage ? Not counting car and then the closure of the city of the epidemic ... full text",3/27/2023 21:50,以假示人,0,2,0,ï¼Œ ï¼Œ ï¼Œ ï¼Œ ï¼Œ ï¼Œ ï¼Œ ï¼Ÿ graduated college 22 old 9 31 old parental aid factor want mortgage counting car closure city epidemic text,amusement,0.828497648,neutral,0.085429743,desire,0.044170935
4.88E+15,MzebAbAIS,"I suddenly remember last year  s epidemic , the school closure in , and I to my that the price of the school  s fruit had gone up . It  t take long for my dad to contact me when my dad was busy moving the factory to , but I could say that my  t stick , but he still drove all over the way to buy me of of fruit across the at the east gate and handed it to my dad when he  t get into school and I  t chat without saying ten , and I ended up saying ... full story",3/27/2023 17:45,不生气也骂人,0,0,0,suddenly remember year s epidemic school closure price school s fruit gone t long dad contact dad busy moving factory t stick drove way buy fruit east gate handed dad t school t chat saying ended saying story,optimism,0.994879365,neutral,0.002653893,realization,0.00074036
4.88E+15,MzdiPdLn7,  Turns out the city was closed down a year ago,3/27/2023 15:30,头疼的番茄烤鱼,0,0,5,turn city closed year ago,sadness,0.97754544,neutral,0.01254907,realization,0.001939607
4.88E+15,Mzd0djUpp,"himself is from County , , . During the June 2020 epidemic , I used at home to occasionally have fun with my on . Because of the epidemic that year , we were almost closed down for almost half a year , and my were unable to go home for the New Year due to the epidemic . I was really to pass the time and occasionally share my circle of . As a result , the account was later blocked by malicious ! It was the only account at the time . Many old me on ... full text",3/27/2023 14:44,枪枪稳扎姑娘心HyckR,0,3,1,county june 2020 epidemic home occasionally fun epidemic year closed half year unable home new year epidemic pas time occasionally share circle result account later blocked malicious ! account time old text,joy,0.7652843,neutral,0.11360956,amusement,0.107350208
4.88E+15,MzbP8iJIk,"1 . Shanghai ~ There was no impact in the month of the closure of the city ~ 2 . The impact on the birth rate of the population will unfold for the first time , and leading high - end will not be affected 3 . Although the economy is not as pessimistic as during the pandemic , it  s not optimistic at the moment ~",3/27/2023 11:44,泰山的泰,0,0,0,1 shanghai impact month closure city 2 impact birth rate population unfold time leading high end affected 3 economy pessimistic pandemic s optimistic moment,neutral,0.916545153,optimism,0.02003072,disapproval,0.019850587
4.88E+15,Mz6QThqBq,"The closure of  an City in March 2022 was plagued by ( the epidemic ), and I went along the road until the owner of the noodle restaurant was still kind and friendly ( there is a reason why the business is good ) the epidemic will eventually stand up -- Good night --  an County",3/26/2023 23:04,执笔画暖,0,2,5,closure city march 2022 plagued epidemic went road owner noodle restaurant kind friendly reason business good epidemic eventually stand good night county,optimism,0.991253316,neutral,0.004577281,admiration,0.001397986
4.88E+15,Mz3Vdagct,"I don  t know why I think of the three - year epidemic , especially when the city of was closed down , and I feel like crying right now 😭 Station",3/26/2023 15:37,珊珊叽里咕噜呱啦,0,0,0,t know think year epidemic especially city closed feel like cry right ðŸ˜­ station,disappointment,0.947704494,neutral,0.039234586,sadness,0.005923245
4.88E+15,Mz37EobH1,"All the were last year and today , the city was closed down , and all were blocked during the Ching Ming Festival this year",3/26/2023 13:35,BCLSY爱喝养乐多_,0,1,0,year today city closed blocked ching ming festival year,approval,0.993042827,neutral,0.003164417,realization,0.001420441
